,name,Top 100,end,change
0,Beyoncé - Formation,4,207k,
1,Beyoncé - Sorry,4,138k,
2,Beyoncé - Hold Up,4,146k,
3,Drake - One Dance,24,119k,+34%
4,Beyoncé - 6 Inch,4,115k,
5,Desiigner - Panda,61,100k,-10%
6,Prince & The Revolution - Purple Rain,8,282k,+150%
7,Lukas Graham - 7 Years,104,86k,-15%
8,Beyoncé - Don't Hurt Your...,4,78k,
9,Beyoncé - Freedom,4,79k,
10,The Chainsmokers - Don't Let Me Down,82,71k,-0%
11,Mike Posner - I Took a Pill In Ibiza,107,68k,-4%
12,Fifth Harmony - Work from Home,63,69k,-9%
13,Meghan Trainor - NO,56,76k,-20%
14,Beyoncé - All Night,4,65k,
15,Beyoncé - Pray You Catch ...,4,61k,
16,Beyoncé - Sandcastles,4,58k,
17,Prince - When Doves Cry,8,202k,+118%
18,Ariana Grande - Dangerous Woman,50,53k,-1%
19,Beyoncé - Daddy Lessons,4,52k,
20,Prince & The Revolution - Let's Go Crazy,8,164k,+128%
21,Blink-182 - Bored to Death,1,11k,
22,Prince - Little Red Corvette,8,172k,+108%
23,Prince & The Revolution - Kiss,8,154k,+97%
24,Ruth B. - Lost Boy,95,39k,+2%
25,Prince - 1999,8,147k,+147%
26,Flo Rida - My House,188,47k,-21%
27,Kent Jones - Don't Mind,3,19k,
28,Disturbed - The Sound of Silence,124,39k,-9%
29,Beyoncé - Love Drought,4,41k,
30,Zara Larsson & MNEK - Never Forget You,77,39k,-19%
31,Prince & The Revolution - Raspberry Beret,8,129k,+183%
32,Rihanna - Needed Me,68,38k,+46%
33,James Bay - Let It Go,169,35k,-9%
34,Tim McGraw - Humble and Kind,99,35k,-11%
35,DNCE - Cake By the Ocean,203,35k,-14%
36,Drake - Pop Style,24,28k,-20%
37,Prince - I Would Die 4 U,8,109k,+120%
38,Rihanna - Work,93,35k,-21%
39,Nick Jonas - Close,35,31k,-22%
40,ZAYN - PILLOWTALK,92,37k,-25%
41,Troye Sivan - YOUTH,73,31k,+47%
42,Ghost Town DJs - My Boo,6,23k,
43,Prince - I Wanna Be Your Lover,8,89k,+159%
44,twenty one pilots - Stressed Out,248,29k,-12%
45,Justin Bieber - Love Yourself,168,30k,-15%
46,Thomas Rhett - T-Shirt,67,26k,-1%
47,Fetty Wap - Wake Up,7,31k,
48,"G-Eazy & Bebe Rexha - Me, Myself & I",182,28k,-19%
49,Dierks Bentley - Somewhere on a Beach,101,28k,-18%
50,Kevin Gates - 2 Phones,114,27k,-13%
51,Maren Morris - My Church,99,28k,+11%
52,P!NK - Just Like Fire,14,22k,-63%
53,Sia - Cheap Thrills,56,24k,+4%
54,Beyoncé - Forward,4,26k,
55,DJ Snake - Middle,102,24k,-16%
56,Chris Young - Think of You,98,23k,-11%
57,"Luke Bryan - Huntin', Fishin' and Lovin' Every Day",38,22k,-5%
58,Charlie Puth - One Call Away,165,23k,-18%
59,Drake & Future - Jumpman,220,20k,-4%
60,Kelly Clarkson - Piece By Piece,66,20k,-1%
61,Future - Low Life,84,20k,-3%
62,Prince & The New Power Generation - Diamonds and P...,8,59k,+185%
63,Pitbull - Messin' Around,21,19k,+11%
64,Blake Shelton - Came Here to Forget,52,20k,-13%
65,Grace - You Don't Own Me,18,18k,-8%
66,Jeremih - Oui,97,19k,-13%
67,Cole Swindell - You Should Be Here,137,21k,-14%
68,twenty one pilots - Ride,36,17k,+17%
69,Alessia Cara - Wild Things,64,19k,+7%
70,Thomas Rhett - Die a Happy Man,224,21k,+0%
71,Prince - U Got the Look,8,59k,+159%
72,Iggy Azalea - Team,42,19k,+2%
73,Post Malone - Go Flex,7,20k,
74,A$AP Ferg - New Level,8,17k,+125%
75,Jon Pardi - Head Over Boots,70,18k,+0%
