,name,Top 100,end,change
0,Taylor Swift - Blank Space,21,333k,+88%
1,One Direction - Night Changes,3,194k,
2,Taylor Swift - Shake It Off,91,130k,-24%
3,Meghan Trainor - All About That Bass,133,127k,-32%
4,Hozier - Take Me to Church,109,128k,+3%
5,Maroon 5 - Animals,85,121k,+5%
6,One Direction - Fool's Gold,4,172k,
7,Nick Jonas - Jealous,70,87k,+27%
8,Sam Smith - I'm Not the Only One,72,92k,+7%
9,One Direction - Girl Almighty,5,169k,
10,Mr. Probz - Waves,96,59k,+17%
11,I LOVE MAKONNEN - Tuesday,63,69k,+2%
12,Big Sean - I Don't Fuck With You,57,64k,+11%
13,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",111,63k,-23%
14,Fall Out Boy - Centuries,73,59k,-10%
15,One Direction - Steal My Girl,49,70k,+1%
16,Tove Lo - Habits,163,63k,-20%
17,Jason Derulo - Trumpets,180,60k,-17%
18,One Direction - 18,6,191k,
19,Meghan Trainor - Lips Are Movin,27,55k,-9%
20,Ed Sheeran - Don't,157,58k,+5%
21,Vance Joy - Riptide,155,49k,+35%
22,Carrie Underwood - Something in the Water,49,58k,-29%
23,One Direction - Where Do Broken Hearts Go,7,176k,
24,Echosmith - Cool Kids,137,48k,+0%
25,Ariana Grande & The Weeknd - Love Me Harder,43,48k,-12%
26,Iggy Azalea - Beg For It,24,43k,+21%
27,Mark Ronson - Uptown Funk,7,52k,
28,Jeremih - Don't Tell 'Em,150,42k,-23%
29,Selena Gomez - The Heart Wants What It Wants,11,58k,-42%
30,Calvin Harris - Blame,71,43k,-24%
31,Iggy Azalea - Black Widow,135,40k,-21%
32,Nicki Minaj - Only,19,44k,-28%
33,One Direction - Ready to Run,11,56k,-62%
34,Rae Sremmurd - No Type,49,37k,+13%
35,Pitbull - Fireball,115,37k,-24%
36,Tim McGraw - Shotgun Rider,62,39k,-21%
37,Fergie - L.A.LOVE,48,34k,+7%
38,Sam Smith - Stay With Me,234,33k,-6%
39,Clean Bandit - Rather Be feat. Jess Glynne,150,33k,-16%
40,Milky Chance - Stolen Dance,130,31k,-5%
41,Sam Hunt - Leave the Night On,152,32k,-23%
42,Bobby Shmurda - Hot N*gga,102,29k,-19%
43,Alesso - Heroes,58,26k,+5%
44,Jason Aldean - Burnin' It Down,118,30k,-33%
45,Sia - Chandelier,196,28k,-34%
46,Colbie Caillat - Try,110,30k,+43%
47,Taylor Swift - Bad Blood,21,27k,-4%
48,Fall Out Boy - Immortals,13,22k,+54%
49,Blake Shelton - Neon Light,91,24k,-22%
50,Nicki Minaj - Bed of Lies,1,6k,
51,David Guetta - Dangerous,41,22k,+0%
52,Kendrick Lamar - i,55,19k,-13%
53,Rich Gang - Lifestyle,106,23k,-15%
54,Little Big Town - Day Drinking,148,24k,-41%
55,Maroon 5 - Maps,154,21k,-10%
56,Taylor Swift - Style,21,27k,-22%
57,Nicki Minaj - Anaconda,105,22k,-26%
58,Ed Sheeran - Thinking Out Loud,49,23k,+32%
59,DJ Snake & Lil Jon - Turn Down For What,331,22k,+16%
60,Florida Georgia Line - Dirt,132,22k,-37%
61,"Eminem, Royce da 5'9"", Big Sean, Danny Brown, Dej ...",6,40k,
62,Ariana Grande - Break Free,138,19k,-19%
63,Florida Georgia Line - Sun Daze,47,19k,+0%
64,Taylor Swift - Wildest Dreams,21,24k,-15%
65,Lee Brice - Drinking Class,43,20k,-4%
66,Meghan Trainor - Dear Future Husband,68,21k,-20%
67,Enrique Iglesias - Bailando,179,19k,-12%
68,Keith Urban - Somewhere In My Car,57,21k,-34%
69,Ella Henderson - Ghost,22,21k,-42%
70,Eric Church - Talladega,33,20k,-12%
71,Chris Brown - New Flame,105,18k,-10%
72,Drake - 0 To 100 / The Catch Up,124,18k,-17%
73,Maddie & Tae - Girl In a Country Song,116,18k,-23%
74,Nico & Vinz - In Your Arms,36,17k,-12%
75,Brad Paisley - Perfect Storm,52,20k,-30%
76,Imagine Dragons - I Bet My Life,21,18k,-39%
77,5 Seconds of Summer - Amnesia,139,20k,-6%
78,Pharrell Williams - Happy,321,16k,-6%
79,"Trey Songz - Touchin, Lovin",53,16k,-3%
80,Dej Loaf - Try Me,12,16k,+0%
81,Idina Menzel - Let It Go,317,14k,-1%
82,Shawn Mendes - Something Big,11,21k,-49%
83,Frankie Ballard - Sunshine & Whiskey,142,16k,-16%
84,Kongos - Come With Me Now,233,16k,-10%
85,Gwen Stefani - Baby Don't Lie,28,16k,-16%
86,Lorde - Flicker,6,20k,
87,Taylor Swift - Welcome To New York,28,16k,-27%
88,Lil Wayne - Gotti,4,13k,
89,Beyoncé - Haunted,3,9k,
90,DJ Khaled - Hold You Down,58,15k,-12%
91,Iggy Azalea - Fancy,244,13k,-19%
92,John Legend - All of Me,397,14k,-8%
93,Kenny Chesney - American Kids,139,15k,-33%
94,RaeLynn - God Made Girls,17,16k,-6%
95,MAGIC! - Rude,199,14k,-20%
96,Rae Sremmurd - No Flex Zone,74,13k,-14%
97,Disclosure - Latch,242,14k,-2%
98,Charli XCX - Boom Clap,162,14k,-17%
99,Flo Rida - GDFR,22,14k,-29%
100,Coldplay - A Sky Full of Stars,193,14k,-17%
101,Meghan Trainor - Title,41,14k,-20%
102,Thomas Rhett - Make Me Wanna,4,14k,-1%
103,The Script - Superheroes,49,13k,-9%
104,Ariana Grande - Problem,185,12k,-17%
105,Jessie J - Burnin' Up,13,12k,+3%
106,Sam Hunt - Take Your Time,7,13k,+3%
107,Taylor Swift - Out Of The Woods,32,14k,-23%
108,Nico & Vinz - Am I Wrong,194,12k,-6%
109,OneRepublic - I Lived,9,13k,+55%
110,Heartland - I Loved Her First,,6k,
111,"Pentatonix - Mary, Did You Know",,6k,
112,Brett Eldredge - Mean To Me,8,13k,-8%
113,Eminem - Guts Over Fear,28,15k,+4%
114,Taylor Swift - How You Get the Girl,11,13k,-16%
115,Sheppard - Geronimo,,12k,-6%
116,Ne-Yo - She Knows,7,12k,+30%
117,Dierks Bentley - Drunk On a Plane,160,12k,-42%
118,Iggy Azalea - Iggy SZN,5,16k,
119,Lorde - Yellow Flicker Beat,12,12k,-3%
120,OneRepublic - Love Runs Out,184,11k,-12%
121,Mariah Carey - All I Want For Christmas Is You,31,9k,+65%
122,R5 - Smile,1,5k,
123,The Weeknd - Often,10,11k,-4%
124,Lady Antebellum - Bartender,156,11k,-40%
125,Nickelback - What Are You Waiting For,8,9k,+21%
126,Miranda Lambert - Somethin' Bad,165,11k,-40%
127,Darius Rucker - Homegrown Honey,9,10k,-4%
128,O.T. Genasis - CoCo,,9k,
129,Fall Out Boy - My Songs Know What You Did In the D...,145,9k,-12%
130,T.I. - About the Money,17,10k,-12%
131,Kid Ink - Body Language,10,11k,-11%
132,Robin Schulz & LILLYWOOD - Prayer in C,,10k,+0%
133,Tinashe - 2 On,151,10k,-20%
134,Luke Bryan - Roller Coaster,128,11k,-40%
135,Bring Me the Horizon - Drown,6,11k,-43%
136,Mary Lambert - Secrets,61,10k,-34%
137,Calvin Harris - Outside,14,11k,-20%
138,OneRepublic - Counting Stars,368,9k,-14%
139,Taylor Swift - All You Had To Do Was Stay,9,11k,-13%
140,Meghan Trainor - Close Your Eyes,6,10k,-23%
141,Big Data - Dangerous,,10k,-5%
142,Katy Perry - This Is How We Do,84,9k,-27%
143,A Great Big World - Say Something,205,8k,+47%
144,Blake Shelton - Lonely Tonight,8,9k,-21%
145,Parmalee - Close Your Eyes,,9k,-9%
146,The Beatles - Blackbird,2,8k,
147,Sofia Karlberg - Crazy in Love - Fifty Shades of G...,,5k,+280%
148,Luke Bryan - Play It Again,201,10k,-32%
149,Christina Perri - A Thousand Years,10,9k,+18%
150,Scotty McCreery - Feelin' It,,9k,-18%
151,Cole Swindell - Ain't Worth the Whiskey,11,8k,-1%
152,Big & Rich - Look at You,3,8k,-11%
153,WALK THE MOON - Shut Up and Dance,3,10k,-23%
154,Bahamas - All the Time,,10k,+28%
155,Sam Hunt - Break Up In a Small Town,50,9k,-23%
156,Chris Young - Lonely Eyes,,9k,-13%
157,Migos - Fight Night,15,8k,+6%
158,Katy Perry - Dark Horse,366,7k,-16%
159,Lee Brice - I Don't Dance,188,8k,-33%
160,T.I. - No Mediocre,133,9k,-25%
161,Slaughterhouse - Y'all Ready Know,5,12k,-17%
162,Bebe Rexha - I Can't Stop Drinking About You,2,9k,-13%
163,Migos - Handsome and Wealthy,,8k,+10%
164,Jennifer Lopez - Booty,26,8k,-26%
165,MisterWives - Reflections,1,9k,-15%
166,Becky G - Shower,135,8k,-26%
167,Nickelback - Get 'Em Up,,7k,-21%
168,Wiz Khalifa - You and Your Friends,6,8k,-11%
169,Foo Fighters - Something From Nothing,20,9k,-47%
170,Jake Owen - What We Ain't Got,6,7k,-9%
171,Imagine Dragons - Radioactive,240,7k,-13%
172,Cynthia Erivo - Fly Before You Fall,,4k,
173,Sam Hunt - Make You Miss Me,11,10k,-36%
174,Pharrell Williams - Hunter,,9k,
175,August Alsina - No Love,12,7k,-2%
176,Kiesza - Hideaway,93,7k,-16%
177,Fifth Harmony - Bo$$,80,7k,-24%
178,Imagine Dragons - Demons,262,6k,-7%
179,MercyMe - Greater,1,7k,-15%
180,Maroon 5 - It Was Always You,32,4k,+32%
181,Nickelback - Edge of a Revolution,8,6k,+23%
182,Chase Rice - Ride,,9k,-18%
183,MKTO - MKTO,,7k,-29%
184,Florida Georgia Line - This Is How We Roll,296,6k,-34%
185,Taylor Swift - This Love,5,8k,-23%
186,Jason Aldean - Just Gettin' Started,9,6k,+61%
187,"Steve Aoki, Chris Lake & Tujamo - Delirious",61,5k,-12%
188,Kenny Chesney - Til It's Gone,,6k,+7%
189,Taylor Swift - I Know Places,4,8k,-17%
190,Ty Dolla $ign - Or Nah,55,7k,-16%
191,X Ambassadors & Jamie N Commons - Jungle,27,7k,+96%
192,Pitbull - Timber,293,5k,-16%
193,Randy Houser - Like a Cowboy,,6k,-15%
194,Luke Bryan - I See You,,6k,+424%
195,Bobby Shmurda - Bobby Bitch,4,7k,+12%
196,Melanie Martinez - Carousel,6,6k,+4%
197,Fifth Harmony - Sledgehammer,4,6k,-16%
198,Shawn Mendes - Life of the Party,44,6k,-25%
199,Canaan Smith - Love You Like That,7,6k,+4%
200,Wiz Khalifa - We Dem Boyz,131,6k,-32%
201,Marina and The Diamonds - Froot,3,14k,
202,AWOLNATION - Sail,210,6k,-8%
203,Zac Brown Band - Chicken Fried,,5k,+44%
204,Lorde - Royals,234,5k,+6%
205,"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do Y...",180,5k,+7%
206,Taylor Swift - Clean,5,7k,-26%
207,Chase Rice - Ready Set Roll,194,6k,-53%
208,The Vamps - Somebody To You,8,7k,-8%
209,Taylor Swift - I Wish You Would,5,7k,-21%
210,Charli XCX - Break the Rules,,5k,-1%
211,American Authors - Best Day of My Life,271,5k,-8%
212,One Direction - Story Of My Life,215,5k,-13%
213,Bastille - Pompeii,329,5k,-25%
214,MKTO - Classic,215,5k,-16%
215,"Alyssa Lynch, Jay Gruska & Tim Pierce - The Road S...",2,6k,
216,alt-J - Left Hand Free,6,5k,-11%
217,Jason Derulo - Wiggle,141,5k,-18%
218,Dierks Bentley - Say You Do,,5k,-7%
219,Imagine Dragons - Warriors,21,6k,-35%
220,George Ezra - Budapest,,5k,-4%
221,Florida Georgia Line - Cruise,247,4k,-27%
222,Lana Del Rey - Once Upon a Dream,21,6k,-42%
223,Aloe Blacc - Together,,2k,
224,Passenger - Let Her Go,252,5k,-14%
