,name,Top 100,end,change
0,One Direction - Infinity,3,120k,
1,The Weeknd - The Hills,121,110k,+5%
2,Drake - Hotline Bling,56,102k,+23%
3,Justin Bieber - What Do You Mean,28,105k,-19%
4,Taylor Swift - Wildest Dreams,109,89k,+7%
5,Shawn Mendes - Stitches,136,76k,+3%
6,R. City - Locked Away,71,78k,-4%
7,Fetty Wap - 679,88,73k,+24%
8,Macklemore & Ryan Lewis - Downtown,29,74k,-4%
9,The Weeknd - Can't Feel My Face,109,72k,-9%
10,Ellie Goulding - On My Mind,8,67k,+459%
11,Drake & Future - Jumpman,4,40k,
12,Elle King - Ex's & Oh's,115,49k,+5%
13,Thomas Rhett - Die a Happy Man,7,39k,
14,Silento - Watch Me,166,60k,-18%
15,Sia - Alive,1,6k,
16,Charlie Puth - Marvin Gaye,117,49k,-9%
17,Selena Gomez - Same Old Love,15,40k,-33%
18,Selena Gomez - Good For You,95,46k,-15%
19,Luke Bryan - Strip It Down,70,42k,+3%
20,One Direction - Drag Me Down,56,48k,+22%
21,Fetty Wap - Jugg,3,15k,
22,Omi - Cheerleader,157,47k,-13%
23,Meghan Trainor - Like I'm Gonna Lose You,127,38k,+1%
24,Rachel Platten - Fight Song,177,41k,-8%
25,Fetty Wap - RGF Island,9,46k,+161%
26,X Ambassadors - Renegades,173,34k,+4%
27,Hailee Steinfeld - Love Myself,46,38k,-13%
28,Fetty Wap - Trap Queen,246,35k,+28%
29,Fetty Wap - My Way,70,35k,+23%
30,Ed Sheeran - Photograph,136,35k,-8%
31,Nick Jonas - Levels,35,32k,+12%
32,Cam - Burning House,85,32k,+1%
33,Drake - Right Hand,21,32k,+9%
34,Carrie Underwood - Smoke Break,35,27k,+27%
35,Alessia Cara - Here,57,26k,+22%
36,Fetty Wap - Again,49,28k,+18%
37,"@iHeartMemphis - ""Hit the Quan"" #HTQ",63,30k,-16%
38,Demi Lovato - Cool for the Summer,86,31k,-10%
39,"Keith Urban - John Cougar, John Deere, John 3:16",108,26k,-1%
40,Chris Janson - Buy Me a Boat,146,26k,-2%
41,Major Lazer - Lean On,163,27k,-15%
42,Fall Out Boy - Uma Thurman,205,27k,-9%
43,Calvin Harris & Disciples - How Deep Is Your Love,70,23k,-7%
44,Taylor Swift - Bad Blood,219,24k,-1%
45,Drake & Future - Diamonds Dancing,4,20k,
46,Thomas Rhett - Crash and Burn,154,23k,-3%
47,Disclosure - Magnets,1,3k,
48,Drake & Future - Big Rings,4,18k,
49,George Strait - Let It Go,12,7k,
