,name,Top 100,end,change
0,Wiz Khalifa - See You Again,41,380k,-17%
1,Little Big Town - Girl Crush,94,88k,+114%
2,WALK THE MOON - Shut Up and Dance,131,148k,+9%
3,Mark Ronson - Uptown Funk,161,130k,-10%
4,Fetty Wap - Trap Queen,88,116k,+3%
5,Maroon 5 - Sugar,97,108k,-21%
6,The Weeknd - Earned It,112,106k,-7%
7,Jason Derulo - Want to Want Me,41,96k,+11%
8,Flo Rida - GDFR,173,98k,-27%
9,Sam Hunt - Take Your Time,150,57k,+2%
10,Nick Jonas - Chains,88,80k,-25%
11,David Guetta - Hey Mama,34,75k,+26%
12,Ellie Goulding - Love Me Like You Do,102,83k,-18%
13,Panic! At the Disco - Hallelujah,1,11k,
14,Cameron Dallas - She Bad,1,10k,
15,Ed Sheeran - Thinking Out Loud,203,76k,-12%
16,Tove Lo - Talking Body,74,62k,+9%
17,"Andy Grammer - Honey, I'm Good.",89,67k,-2%
18,Meghan Trainor - Dear Future Husband,176,55k,+6%
19,Twayne - Nasty Freestyle,13,47k,+105%
20,Natalie La Rose - Somebody,84,60k,-10%
21,Florida Georgia Line - Sippin' On Fire,45,34k,+2%
22,Sam Smith - Lay Me Down,78,54k,-13%
23,Rihanna and Kanye West and Paul McCartney - FourFi...,85,56k,-29%
24,Miranda Lambert - Little Red Wagon,69,25k,+23%
25,Taylor Swift - Style,175,49k,-18%
26,Cole Swindell - Ain't Worth the Whiskey,107,30k,-16%
27,Fifth Harmony - Worth It,58,48k,-2%
28,George Strait - Let It Go,6,33k,
29,Blake Shelton - Sangria,11,23k,+109%
30,Zac Brown Band - Homegrown,98,41k,-2%
31,Rihanna - Bitch Better Have My Money,25,51k,-17%
32,Carly Rae Jepsen - I Really Like You,28,39k,+96%
33,Ariana Grande - One Last Time,65,41k,-5%
34,Skrillex & Diplo - Where ...,37,47k,+9%
35,George Ezra - Budapest,68,41k,-10%
36,Reba McEntire - Going Out Like That,10,19k,+89%
37,Nicki Minaj - Truffle Butter,88,39k,-9%
38,Kenny Chesney - Wild Child,15,22k,+39%
39,Pitbull & Ne-Yo - Time of Our Lives,139,35k,-22%
40,Rachel Platten - Fight Song,19,32k,+46%
41,DJ Snake & AlunaGeorge - You Know You Like It,30,33k,+35%
42,LunchMoney Lewis - Bills,40,33k,+22%
43,Echosmith - Bright,37,31k,+19%
44,X Ambassadors - Renegades,15,31k,+44%
45,Hozier - Take Me to Church,263,31k,-4%
46,Taylor Swift - Shake It Off,245,28k,-12%
47,Taylor Swift - Blank Space,175,27k,-16%
48,Omarion - Post To Be,68,30k,-8%
49,Sheppard - Geronimo,129,28k,-3%
50,Eric Church - Like a Wrecking Ball,47,27k,+8%
51,Fall Out Boy - Centuries,227,27k,-23%
52,Iggy Azalea - Trouble,25,30k,-0%
53,Vance Joy - Riptide,309,30k,-2%
54,Keith Urban - Raise 'Em Up,4,16k,+13%
55,Mumford & Sons - The Wolf,11,36k,+49%
56,Jason Aldean - Tonight Looks Good On You,17,16k,+37%
57,Kelly Clarkson - Heartbeat Song,98,29k,-35%
58,Rascal Flatts - Riot,1,7k,+138%
59,A Thousand Horses - Smoke,58,25k,-3%
60,Mumford & Sons - Believe,42,30k,+14%
61,Ciara - I Bet,35,31k,+90%
62,Sia - Elastic Heart,116,27k,-30%
63,Nick Jonas - Jealous,224,20k,-18%
64,Dillon Francis & DJ Snake - Get Low,25,28k,-29%
65,Trey Songz - Slow Motion,58,24k,-2%
66,Zedd - I Want You to Know,56,25k,-21%
67,"Flo Rida - I Don't Like It, I Love It",7,17k,+190%
68,Thomas Rhett - Make Me Wanna,93,9k,+9%
69,Tori Kelly - Nobody Love,54,21k,-10%
70,Meghan Trainor - Lips Are Movin,181,21k,-17%
71,Billy Currington - Don't It,42,20k,+5%
72,Drake - Know Yourself,61,22k,-7%
73,Canaan Smith - Love You Like That,34,21k,-1%
74,Lee Brice - Drinking Class,195,17k,-4%
75,Eric Paslay - She Don't Love You,35,22k,+37%
76,Meghan Trainor - All About That Bass,287,19k,-10%
77,Big Sean - Blessings,79,21k,-2%
78,Carrie Underwood - Little Toy Guns,39,19k,-7%
79,Calvin Harris - Outside,112,20k,-15%
80,Fall Out Boy - Immortals,77,17k,-27%
81,Tyler Farr - A Guy Walks Into a Bar,79,18k,-0%
82,Rae Sremmurd - Throw Sum Mo,108,20k,-10%
83,Little Big Town - Day Drinking,161,6k,+165%
84,Silento - Watch Me,9,17k,+7%
85,Dierks Bentley - Say You Do,22,15k,+2%
86,Luke Bryan - I See You,88,7k,+31%
87,Shawn Mendes - Something Big,57,16k,+32%
88,"Kid Ink, Tyga, YG, Wale & Rich Homie Quan - Ride O...",24,20k,-37%
89,Dierks Bentley - Riser,1,2k,
90,Chris Brown & Tyga - Ayo,104,17k,-12%
91,Kalin and Myles - Trampoline,19,17k,+1%
92,Kelsea Ballerini - Love Me Like You Mean It,28,16k,+0%
93,Juicy J - For Everybody,6,21k,
94,Shawn Mendes - Stitches,11,18k,+34%
95,Kanye West - All Day,48,17k,-3%
96,Imagine Dragons - I Bet My Life,173,16k,-17%
97,Usher - I Don't Mind,147,16k,-27%
98,Fall Out Boy - Uma Thurman,49,14k,-12%
99,One Direction - Night Changes,157,17k,-25%
100,Maroon 5 - Animals,235,15k,-21%
101,Tim McGraw - Diamond Rings and Old Barstools,18,15k,+0%
102,Rihanna - American Oxygen,4,18k,
103,Drake - Energy,66,17k,-3%
104,Kenny Chesney - American Kids,143,7k,+47%
105,Yelawolf - Best Friend,6,20k,
106,Nicki Minaj - Only,170,16k,-17%
107,Chris Young - Lonely Eyes,102,15k,-13%
108,Brad Paisley - Crushin' It,3,12k,+1%
109,Sam Smith - I'm Not the Only One,221,15k,-16%
110,Shawn Mendes - Life of the Party,57,16k,+31%
111,Wiz Khalifa & Iggy Azalea - Go Hard Or Go Home,27,17k,-35%
112,Sam Hunt - Leave the Night On,203,10k,+1%
113,Breaking Benjamin - Angels Fall,6,18k,
114,Major Lazer - Lean On,8,14k,+31%
115,Who Is Fancy - Goodbye,35,16k,-38%
116,Sam Smith - Stay With Me,379,14k,-15%
117,Easton Corbin - Baby Be My Love Song,6,14k,+7%
118,Chase Rice - Ride,40,14k,-5%
119,Katy Perry - Dark Horse,398,14k,-6%
120,Lee Brice - I Don't Dance,188,5k,+47%
121,Omi - Cheerleader,,12k,+47%
122,Luke Bryan - Games,23,12k,+1%
123,Pharrell Williams - Happy,426,13k,-8%
124,Big Sean - I Don't Fuck With You,201,13k,-12%
125,Drake - Legend,50,14k,-10%
126,Wale - The Matrimony,18,14k,-6%
127,Alabama Shakes - Don't Wanna Fight,3,10k,+76%
128,Florida Georgia Line - Sun Daze,156,10k,-17%
129,twenty one pilots - Tear In My Heart,11,16k,-52%
130,Jason Aldean - Burnin' It Down,197,8k,-4%
131,Future - F*ck up Some Commas,,13k,+13%
132,Thomas Rhett - Crash and Burn,8,15k,-62%
133,Chedda Da Connect - Flicka da Wrist,,12k,+1%
134,Miranda Lambert - Mama's Broken Heart,2,3k,+90%
135,Kendrick Lamar - King Kunta,3,13k,-5%
136,Alan Jackson - Where Were You,2,2k,
137,Jessie James Decker - Clint Eastwood,2,2k,
138,Sia - Chandelier,326,12k,-17%
139,OneRepublic - I Lived,139,11k,-13%
140,DJ Snake & Lil Jon - Turn Down For What,407,12k,-12%
141,Jana Kramer - I Got the Boy,3,11k,+22%
142,Ella Henderson - Ghost,164,11k,-25%
143,John Legend - All of Me,471,11k,-9%
144,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",231,11k,-6%
145,Ryn Weaver - OctaHate,,12k,+13%
146,AWOLNATION - Sail,210,11k,-13%
147,Darius Rucker - Homegrown Honey,31,12k,-33%
148,Eric Church - Talladega,126,8k,+4%
149,Jason Aldean - Just Gettin' Started,121,8k,-15%
150,Percy Sledge - When a Man Loves a Woman,3,18k,
151,Nate Ruess - Nothing Without Love,13,10k,-2%
152,Life of Dillon - Overload,,11k,+13%
153,Drake - 10 Bands,13,11k,-5%
154,Florida Georgia Line - This Is How We Roll,306,8k,-4%
155,Brantley Gilbert - One Hell of an Amen,,10k,+23%
156,Milky Chance - Stolen Dance,226,11k,-5%
157,A$AP Rocky - M'$,3,12k,
158,Janelle Monáe & Jidenna -...,,11k,
159,The Weeknd - Often,35,11k,-8%
160,Kid Ink - Be Real,5,10k,+22%
161,Jeremih - Planes,11,10k,+11%
162,Luke Bryan - Play It Again,213,7k,-1%
163,Blake Shelton - Lonely Tonight,114,8k,-10%
164,Brooks & Dunn - My Maria,,1k,
165,Zedd - Addicted To a Memory,3,12k,
166,Zac Brown Band - Heavy Is the Head,10,10k,+2%
167,Dierks Bentley - I Hold On,107,2k,+246%
168,Zac Brown Band - Chicken Fried,,9k,-15%
169,Miranda Lambert - Automatic,110,2k,+376%
170,Ed Sheeran - Don't,278,9k,-17%
171,Maroon 5 - Maps,193,7k,-20%
172,Beyoncé - 7/11,113,10k,-23%
173,Robin Schulz & LILLYWOOD - Prayer in C,100,10k,-19%
174,Hozier - Work Song,,8k,+6%
175,Eric Church - Pledge Allegiance To the Hag,,1k,
176,Brett Eldredge - Mean To Me,70,9k,-20%
177,Lady Antebellum - Bartender,156,4k,+53%
178,Dierks Bentley - Drunk On a Plane,161,5k,+25%
