,name,Top 100,end,change
0,Taylor Swift - Shake It Off,56,177k,-6%
1,Meghan Trainor - All About That Bass,99,170k,-14%
2,Maroon 5 - Animals,50,117k,+2%
3,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",76,97k,-10%
4,Tove Lo - Habits,128,99k,-0%
5,Jason Derulo - Trumpets,145,82k,+3%
6,Sam Smith - Stay With Me,199,52k,+4%
7,Iggy Azalea - Black Widow,100,75k,-12%
8,Jeremih - Don't Tell 'Em,115,74k,+0%
9,Nick Jonas - Jealous,35,76k,+24%
10,One Direction - Steal My Girl,14,53k,-68%
11,Sam Smith - I'm Not the Only One,37,57k,+128%
12,Pitbull - Fireball,80,59k,-4%
13,Ed Sheeran - Don't,122,67k,-2%
14,Nicki Minaj - Anaconda,70,62k,-17%
15,Echosmith - Cool Kids,102,54k,-10%
16,Hozier - Take Me to Church,74,43k,+22%
17,Jason Aldean - Burnin' It Down,83,67k,-2%
18,Clean Bandit - Rather Be feat. Jess Glynne,115,58k,-18%
19,Fall Out Boy - Centuries,38,54k,+26%
20,Mr. Probz - Waves,61,47k,+13%
21,Bobby Shmurda - Hot N*gga,67,47k,+14%
22,Florida Georgia Line - Dirt,97,46k,-4%
23,Ariana Grande - Break Free,103,42k,-13%
24,Sia - Chandelier,161,43k,-12%
25,5 Seconds of Summer - Amnesia,104,39k,-10%
26,Maroon 5 - Maps,119,40k,-20%
27,Calvin Harris - Blame,36,32k,-13%
28,Carrie Underwood - Something in the Water,14,57k,-53%
29,Colbie Caillat - Try,75,44k,+85%
30,Enrique Iglesias - Bailando,144,34k,-22%
31,Blake Shelton - Neon Light,56,37k,-20%
32,Milky Chance - Stolen Dance,95,34k,+7%
33,Coldplay - A Sky Full of Stars,165,30k,-5%
34,Florida Georgia Line - Sippin' On Fire,6,89k,
35,Sam Hunt - Leave the Night On,117,30k,-2%
36,Charli XCX - Boom Clap,134,30k,-15%
37,Vance Joy - Riptide,120,28k,+15%
38,I LOVE MAKONNEN - Tuesday,28,32k,+1%
39,Kenny Chesney - American Kids,115,29k,-24%
40,Katy Perry - This Is How We Do,67,28k,-25%
41,Big Sean - I Don't Fuck With You,22,26k,+0%
42,Mary Lambert - Secrets,36,24k,+6%
43,Avicii - The Days,6,30k,+430%
44,DJ Snake & Lil Jon - Turn Down For What,297,23k,-7%
45,Drake - 0 To 100 / The Catch Up,89,27k,-6%
46,Jimmy Fallon - Ew,6,33k,
47,Rich Gang - Lifestyle,71,24k,+2%
48,MAGIC! - Rude,170,23k,-14%
49,John Legend - All of Me,369,22k,+11%
50,Iggy Azalea - Fancy,216,22k,-18%
51,Tinashe - 2 On,136,23k,+8%
52,Pharrell Williams - Happy,286,23k,-20%
53,Maddie & Tae - Girl In a Country Song,81,22k,+1%
54,David Guetta - Dangerous,6,18k,
55,Disclosure - Latch,219,20k,+5%
56,Chase Rice - Ready Set Roll,173,21k,-3%
57,Chris Brown - New Flame,70,21k,-8%
