,name,Top 100,end,change
0,Justin Timberlake - CAN'T STOP THE FEELING,21,181k,-11%
1,Drake - One Dance,52,124k,-6%
2,P!NK - Just Like Fire,42,85k,+47%
3,The Chainsmokers - Don't Let Me Down,110,82k,+4%
4,Desiigner - Panda,89,84k,-4%
5,Fifth Harmony - Work from Home,91,70k,+25%
6,Florida Georgia Line - H.O.L.Y.,28,70k,-9%
7,Ariana Grande - Dangerous Woman,78,68k,+60%
8,Calvin Harris - This Is What You Came For,28,63k,+8%
9,Lukas Graham - 7 Years,132,66k,+7%
10,Adele - Send My Love,60,52k,+311%
11,Sia - Cheap Thrills,84,41k,+54%
12,Ruth B. - Lost Boy,123,55k,+6%
13,Disturbed - The Sound of Silence,152,48k,+49%
14,Beyoncé - Sorry,32,54k,+2%
15,Nick Jonas - Close,63,75k,+94%
16,Mike Posner - I Took a Pill In Ibiza,135,53k,-8%
17,Pitbull - Messin' Around,49,32k,+28%
18,Beyoncé - Formation,32,42k,-13%
19,Meghan Trainor - Me Too,18,36k,-22%
20,DNCE - Cake By the Ocean,231,42k,+39%
21,Blake Shelton - She's Got a Way With Words,7,27k,
22,Meghan Trainor - NO,84,42k,-29%
23,Ariana Grande - Into You,21,27k,+79%
24,Flo Rida - My House,216,39k,-3%
25,James Bay - Let It Go,197,36k,-9%
26,Zara Larsson & MNEK - Never Forget You,105,35k,-5%
27,twenty one pilots - Ride,64,31k,+22%
28,Tim McGraw - Humble and Kind,127,33k,+4%
29,Rihanna - Needed Me,96,34k,+4%
30,Blake Shelton - Came Here to Forget,80,37k,+4%
31,Beyoncé - Hold Up,32,34k,-21%
32,Kent Jones - Don't Mind,31,27k,+15%
33,Adam Wakefield - Lonesome Broken and Blue,4,59k,
34,Dierks Bentley - Somewhere on a Beach,129,28k,+3%
35,Jennifer Nettles - Unlove You,8,20k,+51%
36,Drake - Too Good,21,28k,-10%
37,Alisan Porter - Down That Road,4,42k,
38,Fat Joe & Remy Ma - All the Way Up,52,19k,+17%
39,Hannah Huston - Every Breath You Take,4,45k,
40,Grace - You Don't Own Me,46,25k,+5%
41,ZAYN - PILLOWTALK,120,24k,-5%
42,Dan + Shay - From the Ground Up,79,20k,+43%
43,X Ambassadors - Unsteady,60,21k,+12%
44,Thomas Rhett - T-Shirt,95,23k,+7%
45,Alisan Porter - Somewhere,4,40k,
46,Drake - Controlla,21,22k,-2%
47,Justin Bieber - Love Yourself,196,24k,+6%
48,Rihanna - Work,121,23k,-2%
49,"Luke Bryan - Huntin', Fishin' and Lovin' Every Day",66,22k,+5%
50,"gnash - i hate u, i love u",30,18k,+42%
51,Blake Shelton - Go Ahead and Break My Heart,18,31k,-9%
52,Maren Morris - My Church,127,22k,-4%
53,Drake - Pop Style,52,20k,-12%
54,twenty one pilots - Stressed Out,276,21k,-3%
55,Hannah Huston - I Call the Shots,4,32k,
56,Alessia Cara - Wild Things,92,18k,+8%
57,Carrie Underwood - Church Bells,46,18k,+1%
58,Flume - Never Be Like You,60,20k,+36%
59,Kevin Gates - 2 Phones,142,19k,-2%
60,Old Dominion - Snapback,120,18k,+27%
61,Ghost Town DJs - My Boo,34,21k,-14%
62,Kelsea Ballerini - Peter Pan,44,17k,+0%
63,Laith Al-Saadi - Morning Light,4,39k,
64,Future - Low Life,112,17k,+3%
65,Eric Church - Record Year,48,16k,+5%
66,Charlie Puth - One Call Away,193,18k,-5%
67,Beyoncé - 6 Inch,32,17k,-18%
68,Rihanna - Love on the Brain,8,24k,
69,Jon Pardi - Head Over Boots,98,17k,+8%
70,"G-Eazy & Bebe Rexha - Me, Myself & I",210,16k,-7%
71,Kelly Clarkson - Piece By Piece,94,15k,-6%
72,DJ Snake - Middle,130,16k,-5%
73,Jason Aldean - Lights Come On,52,14k,+1%
74,Thomas Rhett - Die a Happy Man,252,15k,+17%
75,Wiz Khalifa - Pull Up,2,4k,
76,Keith Urban - Wasted Time,50,13k,-22%
77,Little Big Town - One of Those Days,3,7k,
78,Wale - My P.Y.T,7,15k,
79,Jeremih - Oui,125,13k,-8%
80,Dreezy - Body,31,12k,+11%
81,Justin Bieber - Sorry,203,14k,+23%
82,Chris Young - Think of You,126,14k,-14%
83,"Daya - Sit Still, Look Pretty",19,12k,-4%
84,Adele - Hello,200,12k,+12%
85,The Lumineers - Ophelia,91,12k,+5%
86,Shawn Mendes - Stitches,337,11k,+20%
87,Adam Wakefield - When I Call Your Name,4,31k,
88,Kevin Gates - Really Really,126,12k,+9%
89,Jake Owen - American Country Love Song,31,11k,+6%
90,Fitz & The Tantrums - HandClap,13,12k,+5%
91,Sam Hunt - Make You Miss Me,31,11k,+5%
92,Dustin Lynch - Mind Reader,72,12k,+7%
93,Jason Derulo - If It Ain't Love,21,12k,+0%
94,Cole Swindell - You Should Be Here,163,12k,-23%
95,Thomas Rhett - Vacation,1,10k,+22%
96,Troye Sivan - YOUTH,85,13k,+39%
97,Chris Stapleton - Tennessee Whiskey,171,11k,+3%
98,The Chainsmokers - Roses,218,11k,+4%
99,Drake & Future - Jumpman,246,12k,+0%
100,Mark Ronson - Uptown Funk,507,11k,+4%
101,O.T. Genasis - Cut It,6,11k,+8%
102,Kenny Chesney - Noise,33,10k,-1%
103,Alan Walker - Faded,4,10k,+3%
104,Drake - Hype,18,12k,-27%
105,Ariana Grande - Side To Side,6,16k,
106,Beyoncé - All Night,27,10k,-8%
107,Skillet - Feel Invincible,6,14k,
108,T.I. - Dope,1,10k,
109,Beyoncé - Don't Hurt Your...,26,10k,-9%
110,Alisan Porter & Christina Aguilera - You've Got a ...,3,15k,
111,Rihanna - Kiss It Better,39,12k,-9%
112,Laith Al-Saadi - White Room,3,19k,
113,Chris Lane - Fix,7,10k,+12%
114,YG - Why You Always Hatin,2,7k,
115,OneRepublic - Wherever I Go,11,12k,-56%
116,Adele - When We Were Young,137,8k,+44%
117,Selena Gomez - Hands To Myself,146,10k,-1%
118,Beyoncé - Daddy Lessons,20,10k,-1%
119,Wiz Khalifa - See You Again,312,10k,+23%
120,Future - Wicked,12,10k,-4%
121,Blake Shelton - Bet You Still Think About Me,3,11k,
122,Jennifer Lopez - Ain't Your Mama,16,8k,-10%
123,Beyoncé - Freedom,24,10k,-8%
124,Elle King - America's Sweetheart,45,10k,-6%
125,Major Lazer - Light It Up,,9k,+8%
126,Taylor Swift - New Romantics,75,9k,-2%
127,Selena Gomez - Kill Em With Kindness,,5k,+109%
128,Rachel Platten - Fight Song,358,9k,+0%
129,The Weeknd - The Hills,305,9k,+66%
130,Chris Stapleton - Fire Away,28,9k,+0%
131,Adam Wakefield - I'm Sorry,8,16k,-68%
132,Belly - Might Not,23,9k,-2%
133,Red Hot Chili Peppers - Dark Necessities,12,9k,-19%
134,The Strumbellas - Spirits,,8k,+3%
135,Rachel Platten - Stand By You,199,9k,-6%
136,Fetty Wap - Wake Up,15,9k,-14%
137,WALK THE MOON - Shut Up and Dance,397,8k,+9%
138,The Weeknd - Can't Feel My Face,281,9k,+83%
139,Cole Swindell - Middle of a Memory,3,6k,-17%
140,Ariana Grande - Let Me Love You,14,10k,+22%
141,Iggy Azalea - Team,61,9k,-19%
142,Kiiara - Gold,,7k,+22%
143,Keith Urban - The Fighter,12,11k,-77%
144,ZAYN - LIKE I WOULD,16,5k,+135%
145,Drake - Still Here,7,9k,-9%
146,Tucker Beathard - Rock On,,8k,+10%
147,Beyoncé - Pray You Catch ...,18,9k,-21%
148,Fetty Wap - 679,287,8k,+4%
149,Meghan Trainor - Like I'm Gonna Lose You,334,8k,-10%
150,Laith Al-Saadi & Adam Levine - Golden Slumbers / C...,3,14k,
151,Frankie Ballard - It All Started with a Beer,,7k,-0%
152,Elle King - Ex's & Oh's,312,9k,+3%
153,Silento - Watch Me,291,8k,+5%
154,DNCE - Toothbrush,,9k,+403%
155,Hillary Scott & The Scott Family - Thy Will,1,6k,+30%
156,Madeintyo - Uber Everywhere,,8k,-1%
157,Dierks Bentley - Black,,6k,-23%
158,Beyoncé - Sandcastles,15,8k,-15%
159,Ed Sheeran - Thinking Out Loud,484,8k,+12%
160,Meghan Trainor - Better When I'm Dancin',33,7k,-4%
161,Alisan Porter - Desperado,7,12k,-68%
162,Kaleo - Way Down We Go,2,8k,+7%
163,Drake - Hotline Bling,243,8k,+0%
164,Coldplay - Adventure of a Lifetime,146,7k,-7%
165,Drake - Childs Play,,7k,-10%
166,Clare Dunn - Tuxedo,,6k,+52%
167,6LACK - Prblms,,7k,
168,Bryson Tiller - Exchange,38,7k,-0%
169,Sam Hunt - Break Up In a Small Town,248,7k,+5%
170,Zac Brown Band - Castaway,,5k,+30%
171,Demi Lovato - Confident,167,7k,+23%
172,Sia - Chandelier,336,6k,+37%
173,Shakira - Try Everything,47,7k,+10%
174,Daya - Hide Away,219,6k,+13%
175,Lauren Daigle - Trust In You,13,7k,-3%
176,Jonas Blue - Fast Car,,6k,-1%
177,James Major - Cake By the Ocean - Single,,6k,+121%
178,Pharrell Williams - Happy,432,6k,+6%
179,Nichole Nordeman - Slow Down,6,6k,-7%
180,Rascal Flatts - I Like the Sound of That,64,6k,-21%
181,Coldplay - Hymn for the Weekend,18,5k,+86%
182,Alicia Keys - In Common,11,8k,-17%
183,Chris Stapleton - Nobody To Blame,131,6k,-11%
184,Florida Georgia Line - Confession,115,7k,-10%
185,Panic! At the Disco - Victorious,72,6k,-11%
186,Pitbull - Fireball,191,5k,+98%
187,Prince & The Revolution - Purple Rain,26,8k,-21%
188,David Nail - Night's On Fire,3,5k,-2%
189,Yo Gotti - Law,,5k,-18%
190,Gwen Stefani - Make Me Like You,51,7k,+19%
191,Nathaniel Rateliff & The Night Sweats - S.O.B.,154,5k,+24%
192,Nashville Cast - Love You Home,,1k,
193,Justin Bieber - What Do You Mean,215,6k,+24%
194,One Direction - History,20,4k,+10%
195,Demi Lovato - Stone Cold,28,7k,-0%
196,Halsey - Gasoline,,4k,+73%
197,Ariana Grande - Everyday,2,9k,
198,Beyoncé - Love Drought,11,6k,-19%
199,Alisan Porter - Blue Bayou,7,8k,+227%
200,Taylor Swift - Shake It Off,428,6k,-5%
201,Bebe Rexha - No Broken Hearts,,5k,+6%
202,Enrique Iglesias - Duele ...,3,5k,-10%
203,Fetty Wap - Trap Queen,387,6k,+25%
204,Melanie Martinez - Pity Party,,6k,+9%
205,50 Cent - I'm the Man,5,5k,-18%
206,Bea Miller - Yes Girl,2,8k,
207,Sia - Alive,68,5k,+25%
208,Brett Eldredge - Drunk On Your Love,107,5k,-9%
209,Yo Gotti - Down in the DM,128,5k,-8%
210,The Weeknd - Acquainted,19,5k,-6%
211,Young Greatness - Moolah,,6k,-9%
212,A$AP Ferg - New Level,9,5k,+17%
213,The Script - Hall of Fame,3,6k,-5%
214,The Weeknd - Earned It,283,5k,+71%
215,Journey - Don't Stop Believin',,5k,+13%
216,Maroon 5 - Sugar,294,5k,-0%
