,name,Top 100,end,change
0,Meghan Trainor - All About That Bass,64,311k,+16%
1,Taylor Swift - Shake It Off,21,294k,-21%
2,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",41,178k,-28%
3,Iggy Azalea - Black Widow,65,138k,-22%
4,Nicki Minaj - Anaconda,35,134k,-29%
5,Ariana Grande - Break Free,68,100k,-26%
6,Maroon 5 - Maps,84,92k,+2%
7,Clean Bandit - Rather Be feat. Jess Glynne,80,80k,-4%
8,MAGIC! - Rude,135,78k,+20%
9,Sia - Chandelier,126,79k,-11%
10,Jason Aldean - Burnin' It Down,48,75k,-0%
11,Jeremih - Don't Tell 'Em,80,71k,+0%
12,Tove Lo - Habits,93,65k,+13%
13,Sam Smith - Stay With Me,164,79k,-33%
14,Charli XCX - Boom Clap,99,66k,-27%
15,Enrique Iglesias - Bailando,109,63k,+7%
16,Echosmith - Cool Kids,68,63k,-5%
17,Iggy Azalea - Fancy,181,50k,-20%
18,Ariana Grande - Problem,138,55k,-30%
19,Pitbull - Fireball,45,46k,+31%
20,Florida Georgia Line - Dirt,62,53k,-10%
21,5 Seconds of Summer - Amnesia,69,47k,-23%
22,Kenny Chesney - American Kids,80,49k,+2%
23,Katy Perry - This Is How We Do,32,42k,-2%
24,Jason Aldean - Sweet Little Somethin',6,61k,
25,Ed Sheeran - Don't,87,44k,-4%
26,Jason Derulo - Trumpets,110,34k,+11%
27,The Script - Hail Rain or Sunshine,1,6k,
28,Coldplay - A Sky Full of Stars,130,36k,-5%
29,Sam Hunt - Leave the Night On,83,40k,-6%
30,Maroon 5 - Animals,15,42k,-48%
31,Becky G - Shower,99,36k,-21%
32,Kiesza - Hideaway,59,34k,+8%
33,Drake - 0 To 100 / The Catch Up,54,37k,+1%
34,Demi Lovato - Really Don't Care,91,34k,-5%
35,Disclosure - Latch,184,34k,-11%
36,OneRepublic - Love Runs Out,146,33k,-9%
37,Nico & Vinz - Am I Wrong,147,34k,+3%
38,Blake Shelton - Neon Light,21,30k,+53%
39,Bobby Shmurda - Hot N*gga,32,28k,+21%
40,Lady Antebellum - Bartender,111,32k,-16%
41,Pharrell Williams - Happy,251,30k,-12%
42,Dustin Lynch - Where It's At,144,25k,+66%
43,Dierks Bentley - Drunk On a Plane,127,29k,-17%
44,Brett Eldredge - Mean To Me,1,,
45,T.I. - No Mediocre,83,27k,+6%
46,DJ Snake & Lil Jon - Turn Down For What,262,26k,+13%
47,Milky Chance - Stolen Dance,60,24k,-6%
48,Vance Joy - Riptide,85,25k,+4%
49,Miranda Lambert - Somethin' Bad,112,25k,-4%
50,Luke Bryan - Roller Coaster,74,26k,-5%
51,Ingrid Michaelson - Girls Chase Boys,155,24k,-15%
52,Kongos - Come With Me Now,166,25k,-16%
53,Mr. Probz - Waves,26,22k,+13%
54,John Legend - All of Me,334,24k,-11%
