,name,Top 100,end,change
0,Mark Ronson - Uptown Funk,105,255k,-16%
1,Ellie Goulding - Love Me Like You Do,46,206k,+26%
2,Ed Sheeran - Thinking Out Loud,147,200k,-36%
3,Maroon 5 - Sugar,41,162k,-10%
4,Rihanna and Kanye West and Paul McCartney - FourFi...,29,175k,-33%
5,The Weeknd - Earned It,56,121k,+8%
6,Hozier - Take Me to Church,207,106k,-36%
7,Taylor Swift - Style,119,100k,-14%
8,Imagine Dragons - I Bet My Life,119,80k,+108%
9,Pitbull & Ne-Yo - Time of Our Lives,83,72k,-5%
10,Taylor Swift - Blank Space,119,69k,-20%
11,Drake - Energy,10,80k,+17%
12,Adam Levine - Lost Stars,2,12k,
13,Natalie La Rose - Somebody,28,57k,+29%
14,Fall Out Boy - Centuries,171,62k,-14%
15,Flo Rida - GDFR,117,61k,-1%
16,Nicki Minaj - Truffle Butter,32,61k,-9%
17,Meghan Trainor - Lips Are Movin,125,60k,-21%
18,Usher - I Don't Mind,93,59k,-13%
19,Ella Henderson - Ghost,120,56k,+6%
20,Taylor Swift - Shake It Off,189,50k,-21%
21,Nick Jonas - Chains,32,48k,+32%
22,Sam Hunt - Take Your Time,94,50k,-5%
23,Sam Smith - I'm Not the Only One,170,53k,-42%
24,Taylor Swift - Wonderland,6,81k,
25,Ne-Yo - She Knows,62,44k,-9%
26,Sam Smith - Stay With Me,332,44k,-63%
27,Wiz Khalifa & Iggy Azalea - Go Hard Or Go Home,6,42k,
28,WALK THE MOON - Shut Up and Dance,75,33k,+18%
29,Meghan Trainor - All About That Bass,231,38k,-24%
30,Vance Joy - Riptide,253,37k,-6%
31,Kid Rock - First Kiss,9,16k,+136%
32,Nicki Minaj - Only,117,37k,-8%
33,James Newton Howard - The Hanging Tree,91,27k,-3%
34,Fetty Wap - Trap Queen,32,32k,+23%
35,Robin Schulz & LILLYWOOD - Prayer in C,63,36k,+2%
36,Kelly Clarkson - Heartbeat Song,42,33k,-12%
37,Big Sean - I Don't Fuck With You,155,36k,-5%
38,Nick Jonas - Jealous,168,31k,-18%
39,Calvin Harris - Outside,56,30k,-1%
40,Big Sean - Blessings,23,32k,-20%
41,Ariana Grande - One Last Time,9,27k,+121%
42,Tove Lo - Talking Body,18,25k,+17%
43,Sia - Elastic Heart,60,27k,-19%
44,Zac Brown Band - Homegrown,42,25k,-1%
45,OneRepublic - I Lived,102,27k,-7%
46,Cole Swindell - Ain't Worth the Whiskey,51,24k,+4%
47,Chris Brown & Tyga - Ayo,48,30k,-25%
48,Florence + The Machine - What Kind of Man,11,34k,-22%
49,Thomas Rhett - Make Me Wanna,77,25k,-10%
50,Maroon 5 - Animals,183,24k,-17%
51,One Direction - Night Changes,101,25k,-14%
52,Blake Shelton - Lonely Tonight,90,23k,-13%
53,Sheppard - Geronimo,73,24k,+12%
54,Ed Sheeran - Don't,255,22k,-32%
55,Sia - Chandelier,291,26k,-46%
56,Beyoncé - 7/11,91,22k,-10%
57,Glen Campbell - I'm Not Gonna Miss You,1,3k,
58,Sam Smith - Lay Me Down,22,21k,-2%
59,"Andy Grammer - Honey, I'm Good.",33,25k,-22%
60,Florida Georgia Line - Sun Daze,145,21k,-10%
61,Selena Gomez - The Heart Wants What It Wants,109,22k,-19%
62,Luke Bryan - I See You,87,21k,-9%
63,"Kid Ink, Tyga, YG, Wale & Rich Homie Quan - Ride O...",6,25k,
64,Imagine Dragons - Shots,23,26k,-11%
65,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",209,19k,-9%
66,Rita Ora - Grateful,1,3k,
67,Lee Brice - Drinking Class,140,19k,-8%
68,Drake - Legend,10,24k,-0%
69,John Legend - All of Me,457,21k,-36%
70,Jason Aldean - Just Gettin' Started,92,18k,-9%
71,Prince Royce - Stuck On a Feeling,47,23k,-41%
72,Family of the Year - Hero,8,9k,+50%
73,Ariana Grande & The Weeknd - Love Me Harder,141,21k,-26%
74,Rae Sremmurd - Throw Sum Mo,52,20k,-15%
75,Jason Aldean - Burnin' It Down,195,19k,-14%
76,Fifth Harmony - Sledgehammer,72,18k,-26%
77,Omarion - Post To Be,12,18k,+113%
78,Miranda Lambert - Little Red Wagon,15,18k,-41%
79,Pharrell Williams - Happy,386,17k,-32%
80,Little Big Town - Girl Crush,38,17k,-7%
81,Chris Young - Lonely Eyes,52,16k,+0%
82,Nicki Minaj - Feeling Myself,70,18k,-10%
83,Kanye West - Only One,38,21k,-49%
84,Big Sean - One Man Can Change the World,6,40k,
85,Rae Sremmurd - No Type,147,17k,-21%
86,Drake - 10 Bands,10,20k,-11%
87,Brett Eldredge - Mean To Me,49,15k,-13%
88,Tyler Farr - A Guy Walks Into a Bar,27,15k,-9%
89,The Weeknd - Where You Belong,13,20k,-38%
90,Alesso - Heroes,151,14k,-18%
91,Empire Cast - Money For Nothing,4,12k,
92,A Thousand Horses - Smoke,4,14k,+0%
93,The Weeknd - Often,34,15k,-12%
94,George Ezra - Budapest,14,14k,-7%
95,DJ Snake & Lil Jon - Turn Down For What,402,14k,-5%
96,Milky Chance - Stolen Dance,222,14k,-13%
