,name,Top 100,end,change
0,Luis Fonsi & Daddy Yankee - Despacito,60.0,122k,-2%
1,DJ Khaled - I'm the One,49.0,79k,+10%
2,Niall Horan - Slow Hands,43.0,47k,+0%
3,Imagine Dragons - Believer,136.0,47k,-35%
4,Selena Gomez - Bad Liar,29.0,32k,+94%
5,Sam Hunt - Body Like a Back Road,135.0,48k,-2%
6,Bruno Mars - That's What I Like,151.0,41k,-6%
7,Julia Michaels - Issues,149.0,40k,-10%
8,Miley Cyrus - Malibu,35.0,28k,+7%
9,Kendrick Lamar - HUMBLE.,77.0,39k,-9%
10,David Guetta - 2U,7.0,68k,
11,Post Malone - Congratulations,149.0,37k,-5%
12,The Chainsmokers & Coldplay - Something Just Like ...,114.0,38k,-17%
13,Ed Sheeran - Shape of You,161.0,31k,-5%
14,Shawn Mendes - There's Nothing Holdin' Me Back,58.0,28k,-1%
15,Childish Gambino - Redbone,118.0,26k,+7%
16,Ed Sheeran - Castle on the Hill,161.0,29k,-4%
17,Lady Gaga - The Cure,61.0,29k,-2%
18,James Arthur - Say You Won't Let Go,230.0,26k,-13%
19,Jason Derulo - Swalla,95.0,25k,-4%
20,Charlie Puth - Attention,56.0,22k,+1%
21,Zedd & Alessia Cara - Stay,113.0,23k,-22%
22,Luis Fonsi - Despacito,147.0,22k,-6%
23,Harry Styles - Sign of the Times,70.0,23k,-2%
24,Brett Young - In Case You Didn't Know,215.0,24k,-47%
25,Halsey - Now Or Never,73.0,20k,-5%
26,Kygo & Selena Gomez - It Ain't Me,120.0,21k,-9%
27,Liam Payne - Strip That Down,28.0,17k,+14%
28,Keith Urban - The Fighter,141.0,25k,+3%
29,Future - Mask Off,116.0,19k,-24%
30,Lady Antebellum - You Look Good,136.0,20k,+47%
31,AJR - Weak,89.0,17k,+12%
32,French Montana - Unforgettable,70.0,15k,+1%
33,Billy Currington - Do I Make You Wanna,7.0,13k,+165%
34,Bruno Mars - 24K Magic,252.0,16k,+5%
35,Thomas Rhett - Craving You,77.0,16k,-13%
36,KYLE - iSpy,166.0,16k,-15%
37,Luke Combs - Hurricane,142.0,15k,-30%
38,Lil Uzi Vert - XO TOUR Llif3,84.0,16k,-18%
39,Katy Perry - Swish Swish,28.0,16k,+66%
40,Justin Timberlake - CAN'T STOP THE FEELING,406.0,14k,-1%
41,Shania Twain - Life's About to Get Good,1.0,2k,
42,The Killers - The Man,2.0,4k,
43,Kendrick Lamar - DNA.,63.0,12k,-9%
44,Midland - Drinkin' Problem,52.0,13k,-1%
45,"Florida Georgia Line - God, Your Mama, And Me",128.0,14k,-14%
46,Calvin Harris - Slide,112.0,12k,-23%
47,Camila Cabello - Crying in the Club,25.0,11k,-9%
48,LINKIN PARK & Kiiara - Heavy,120.0,12k,-18%
49,Cheat Codes - No Promises,36.0,10k,-3%
50,Ayo & Teo - Rolex,85.0,11k,-8%
51,Dustin Lynch - Small Town Boy,85.0,11k,+1%
52,Train - Play That Song,238.0,11k,-23%
53,Kane Brown - What Ifs,35.0,8k,+0%
54,A Boogie Wit da Hoodie - Drowning,61.0,9k,-12%
55,Brothers Osborne - It Ain't My Fault,37.0,11k,+2%
56,Drake - Passionfruit,90.0,9k,-19%
57,Logan Paul - Help Me Help You,27.0,10k,-32%
58,Darius Rucker - If I Told You,70.0,9k,-8%
59,Old Dominion - No Such Thing as a Broken Heart,66.0,9k,-13%
60,Dylan Scott - My Girl,65.0,8k,-8%
61,DJ Khaled - All I Do Is Win,14.0,4k,+189%
62,Auli'i Cravalho - How Far I'll Go,196.0,8k,-14%
63,Cole Swindell - Flatliner,84.0,8k,-10%
64,Khalid - Location,122.0,8k,-46%
65,Clean Bandit - Rockabye,166.0,8k,-18%
66,Tammy Rivera - All These Kisses,4.0,12k,
67,The Chainsmokers - Closer,321.0,9k,-12%
68,Lorde - Sober,7.0,10k,
69,Bishop Briggs - River,70.0,4k,+254%
70,Imagine Dragons - Thunder,44.0,8k,-8%
71,Flo Rida & 99 Percent - Cake,85.0,8k,-18%
72,Hailee Steinfeld - Most Girls,33.0,7k,-11%
73,Andra Day - Rise Up,110.0,7k,-4%
74,The Killers - Mr. Brightside,17.0,6k,+328%
75,Katy Perry - Chained to the Rhythm,117.0,8k,+39%
76,Jon Pardi - Dirt on My Boots,252.0,8k,-7%
77,Ed Sheeran - Thinking Out Loud,531.0,7k,-0%
78,Ariana Grande - Somewhere Over the Rainbow,8.0,11k,+169%
79,Migos - Slippery,23.0,7k,-1%
80,Fitz & The Tantrums - HandClap,337.0,7k,-0%
81,Kendrick Lamar - LOVE.,58.0,7k,-4%
82,The Revivalists - Wish I Knew You,27.0,7k,+0%
83,Portugal. The Man - Feel It Still,25.0,7k,-8%
84,Jake Paul - It's Everyday Bro,17.0,8k,-50%
85,Miley Cyrus - Inspired,5.0,9k,
86,Travis Scott - goosebumps,139.0,7k,-8%
87,The Chainsmokers - Paris,154.0,8k,-12%
88,Lecrae - I'll Find You,7.0,12k,
89,Keith Urban - Blue Ain't Your Color,298.0,9k,-1%
90,The Weeknd - I Feel It Coming,209.0,6k,-8%
91,Brett Eldredge - Somethin' I'm Good At,17.0,8k,+5%
92,Carly Pearce - Every Little Thing,4.0,6k,+5%
93,Blake Shelton - Every Time I Hear That Song,15.0,7k,-8%
94,Miranda Lambert - Tin Man,76.0,7k,-38%
95,Chris Stapleton - Tennessee Whiskey,350.0,6k,-11%
96,Maroon 5 - Cold,122.0,6k,-14%
97,Rag'n'Bone Man - Human,95.0,6k,-11%
98,Playboi Carti - Magnolia,3.0,6k,+5%
99,Miley Cyrus - Party In the U.S.A.,12.0,2k,-7%
100,Chris Lane - For Her,14.0,6k,+13%
101,Alessia Cara - Scars To Your Beautiful,222.0,5k,-7%
102,Chris Stapleton - Either Way,34.0,6k,-22%
103,Kodak Black - Tunnel Vision,111.0,6k,-11%
104,Lord Huron - The Night We Met,64.0,6k,-14%
105,Migos - Bad and Boujee,207.0,6k,-12%
106,Mark Ronson - Uptown Funk,594.0,6k,+9%
107,Little Big Town - Better Man,186.0,5k,-5%
108,Logic - 1-800-273-8255,17.0,5k,-1%
109,Zac Brown Band - My Old Man,72.0,6k,-7%
110,Tim McGraw & Faith Hill - Speak to a Girl,51.0,6k,-15%
111,Annie LeBlanc & Hayden Summerall - Little Do You K...,7.0,16k,
112,MercyMe - Even If,80.0,6k,-8%
113,Brett Young - Mercy,,5k,-3%
114,Anna Kendrick & Justin Timberlake - True Colors,61.0,5k,+179%
115,Aaron Lewis - Folded Flag,2.0,2k,
116,Macklemore - Glorious,,,
117,Darius Rucker - Wagon Wheel,68.0,3k,+39%
118,Rihanna - Love on the Brain,232.0,5k,-13%
119,Lady Gaga - Million Reasons,224.0,6k,-10%
120,Scotty McCreery - Five More Minutes,9.0,3k,-23%
121,Jon Pardi - Heartache on the Dance Floor,,5k,+19%
122,Ed Sheeran - Galway Girl,52.0,5k,-5%
123,Katy Perry - Bon Appétit,18.0,6k,+34%
124,Ed Sheeran - Perfect,40.0,5k,-6%
125,Dan + Shay - How Not To,,5k,-7%
126,DNCE - Cake By the Ocean,420.0,4k,+22%
127,Kelsea Ballerini - Legends,6.0,7k,-19%
128,Blackbear - Do Re mi,7.0,5k,-6%
129,LANco - American Love Story,4.0,5k,-1%
130,Migos - T-Shirt,120.0,5k,-9%
131,Fifth Harmony - Down,10.0,6k,-78%
132,DJ Khaled - To the Max,9.0,10k,-49%
133,Shawn Mendes - Mercy,193.0,5k,+2%
134,Dwayne Johnson - You're Welcome,131.0,5k,-11%
135,Tee Grizzley - First Day Out,,3k,+2%
136,Disturbed - The Sound of Silence,410.0,5k,+3%
137,Brett Eldredge - Love Someone,6.0,6k,
138,Dierks Bentley - Black,114.0,5k,-16%
139,DNCE - Kissing Strangers,15.0,6k,-17%
140,Florida Georgia Line - H.O.L.Y.,264.0,5k,-6%
141,Flo Rida - My House,398.0,5k,-0%
142,Bruno Mars - Versace On The Floor,20.0,4k,+41%
143,Rae Sremmurd - Swang,116.0,5k,-59%
144,Walker Hayes - You Broke Up with Me,,4k,-15%
145,The Chainsmokers - Don't Let Me Down,398.0,5k,-12%
146,Chris Brown - Privacy,6.0,4k,-3%
147,Chris Janson - Fix a Drink,2.0,3k,-34%
148,Ben Platt & Original Broadway Cast of Dear Evan Ha...,2.0,4k,+484%
149,Clean Bandit - Symphony,1.0,4k,-3%
150,Martin Garrix & Dua Lipa - Scared to Be Lonely,10.0,5k,-17%
151,ZAYN & Taylor Swift - I Don't Wanna Live Forever,164.0,5k,-15%
152,Florida Georgia Line - May We All,192.0,4k,-0%
153,Big Sean - I Don't Fuck With You,203.0,2k,+29%
154,Justin Moore - Somebody Else Will,,4k,-0%
155,SZA - Love Galore,1.0,3k,+190%
156,Chris Young - Losing Sleep,8.0,3k,-28%
157,twenty one pilots - Heathens,287.0,4k,-6%
158,Meek Mill - Whatever You Need,8.0,4k,-51%
159,Travis Scott - Butterfly Effect,,3k,+4%
160,Lorde - Green Light,63.0,4k,+5%
161,2 Chainz - 4 AM,8.0,4k,-52%
162,Michael Ray - Get to You,,,
163,Drake White - Makin' Me Look Good Again,,4k,-12%
164,Luke Combs - When It Rains It Pours,,3k,+11%
