,name,Top 100,end,change
0,The Weeknd - Can't Feel My Face,60,141k,-5%
1,Omi - Cheerleader,108,129k,-13%
2,One Direction - Drag Me Down,7,346k,
3,Drake - Back To Back,7,118k,
4,Rachel Platten - Fight Song,128,102k,+2%
5,Silento - Watch Me,117,94k,-9%
6,The Weeknd - The Hills,72,77k,-0%
7,Charlie Puth - Marvin Gaye,68,70k,+33%
8,Luke Bryan - Kick the Dust Up,80,63k,+13%
9,Selena Gomez - Good For You,46,74k,-2%
10,Major Lazer - Lean On,114,70k,+0%
11,R. City - Locked Away,22,50k,+68%
12,Fetty Wap - 679,39,64k,-4%
13,Taylor Swift - Bad Blood,170,65k,-16%
14,Demi Lovato - Cool for the Summer,37,63k,-3%
15,Fetty Wap - My Way,21,71k,-23%
16,Ed Sheeran - Photograph,87,53k,-2%
17,Sam Hunt - House Party,79,49k,+6%
18,Fall Out Boy - Uma Thurman,156,52k,+4%
19,"Andy Grammer - Honey, I'm Good.",198,55k,-23%
20,5 Seconds of Summer - She's Kinda Hot,21,47k,+43%
21,Skrillex & Diplo - Where ...,146,48k,-10%
22,Thomas Rhett - Crash and Burn,105,41k,+10%
23,WALK THE MOON - Shut Up and Dance,240,50k,-16%
24,Nathaniel Rateliff & The Night Sweats - S.O.B.,1,7k,+440%
25,Shawn Mendes - Stitches,87,44k,-4%
26,"Keith Urban - John Cougar, John Deere, John 3:16",59,40k,+13%
27,Little Big Town - Girl Crush,203,41k,-2%
28,Fifth Harmony - Worth It,167,44k,-15%
29,Luke Bryan - Kill the Lights,3,14k,
30,Luke Bryan - Strip It Down,21,25k,+25%
31,Drake - Hotline Bling,7,39k,
32,Eric Church - Like a Wrecking Ball,156,36k,+8%
33,Wiz Khalifa - See You Again,150,41k,-2%
34,Drake - Charged Up,7,44k,
35,Fetty Wap - Trap Queen,197,42k,-15%
36,Chris Janson - Buy Me a Boat,97,38k,-0%
37,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofi...",7,38k,
38,X Ambassadors - Renegades,124,31k,-20%
39,Sam Hunt - Take Your Time,259,30k,-19%
40,Meghan Trainor - Like I'm Gonna Lose You,78,28k,-2%
41,Cam - Burning House,36,28k,+13%
42,"Luke Bryan - Huntin', Fishin' and Lovin' Every Day",6,20k,
43,"@iHeartMemphis - ""Hit the Quan"" #HTQ",14,20k,+22%
44,"Flo Rida - I Don't Like It, I Love It",57,32k,+0%
45,Zac Brown Band - Loving You Easy,87,25k,+13%
46,Mark Ronson - Uptown Funk,270,30k,-8%
47,Jidenna - Classic Man,83,29k,-4%
48,Rich Homie Quan - Flex,100,26k,-0%
49,David Guetta - Hey Mama,143,29k,-18%
50,Elle King - Ex's & Oh's,66,30k,+24%
51,Brett Eldredge - Lose My Mind,66,23k,+19%
52,Tori Kelly - Should've Been Us,29,21k,+50%
53,Disclosure - Omen,10,29k,+28%
54,Chris Young - I'm Comin' Over,87,21k,+36%
55,Meek Mill - All Eyes On You,42,25k,-11%
56,Drake - Right Hand,7,26k,
57,Jason Derulo - Want to Want Me,150,24k,-12%
58,Jason Aldean - Tonight Looks Good On You,126,23k,+10%
59,Ed Sheeran - Thinking Out Loud,312,22k,-6%
60,Kenny Chesney - Save It for a Rainy Day,15,18k,+41%
61,Maroon 5 - Sugar,206,23k,-12%
62,Calvin Harris & Disciples - How Deep Is Your Love,21,15k,+13%
63,Old Dominion - Break up with Him,56,18k,+6%
64,Florida Georgia Line - Anything Goes,61,17k,+12%
65,Omarion - Post To Be,177,21k,+23%
66,Michael Ray - Kiss You In the Morning,69,18k,-0%
67,DJ Snake & AlunaGeorge - You Know You Like It,139,20k,-14%
68,Adam Lambert - Ghost Town,59,18k,-28%
69,Brantley Gilbert - One Hell of an Amen,89,19k,-7%
70,Sia - Elastic Heart,225,19k,-18%
71,Alessia Cara - Here,8,17k,+34%
72,Tove Lo - Talking Body,183,18k,-12%
73,Hozier - Someone New,7,17k,+355%
74,Rae Sremmurd - This Could Be Us,34,16k,+6%
75,Pitbull - Fun,86,18k,-19%
76,Taylor Swift - Shake It Off,354,15k,-10%
77,Jeremih - Planes,77,15k,+1%
78,Jake Owen - Real Life,67,16k,-6%
79,Dove Cameron - If Only,6,17k,
80,Blake Shelton - Sangria,120,17k,-15%
81,The Weeknd - Often,67,14k,+2%
82,The Weeknd - Earned It,221,16k,-11%
83,Rihanna - Bitch Better Have My Money,134,16k,-13%
84,Meghan Trainor - Dear Future Husband,285,14k,-11%
85,Cole Swindell - Let Me See Ya Girl,3,13k,+19%
86,Big Sean - One Man Can Change the World,13,9k,+8%
87,Canaan Smith - Love You Like That,142,14k,-18%
88,Taylor Swift - Style,281,13k,-11%
89,Zedd - Beautiful Now,67,13k,+7%
90,Drake - 0 To 100 / The Catch Up,171,13k,+32%
91,Bea Miller - Fire N Gold,37,15k,-59%
92,Pia Mia - Do It Again,36,12k,-0%
93,Little Mix - Black Magic,8,11k,+27%
94,Taylor Swift - Blank Space,279,12k,-6%
95,George Ezra - Budapest,177,15k,-25%
96,Ellie Goulding - Love Me Like You Do,207,13k,-4%
97,Maddie & Tae - Fly,1,12k,+8%
98,NEEDTOBREATHE - Brother,33,12k,+4%
99,Sam Smith - Like I Can,11,12k,+3%
100,Fall Out Boy - Centuries,327,12k,-0%
101,T-Wayne - Nasty Freestyle,120,14k,-6%
102,"Dove Cameron, Sofia Carson, Cameron Boyce, Booboo ...",4,11k,
103,Kygo - Nothing Left,7,13k,
104,Eminem - Phenomenal,43,14k,-43%
105,twenty one pilots - Tear In My Heart,29,12k,+7%
106,Jeff Lewis - Did I Mention,3,10k,
107,Meek Mill - R.I.C.O.,38,14k,-19%
108,Dustin Lynch - Hell of a Night,13,12k,+3%
109,Shawn Mendes - Believe,4,13k,+126%
110,Drake - Energy,87,12k,+11%
111,Brothers Osborne - Stay a Little Longer,7,11k,+5%
112,Randy Houser - We Went,1,10k,+193%
113,Kip Moore - I'm To Blame,6,8k,+112%
114,Jess Glynne - Hold My Hand,10,11k,-2%
115,Trey Songz - Slow Motion,161,11k,-12%
116,K CAMP - Comfortable,6,10k,+32%
117,Jason Derulo - Cheyenne,,10k,+18%
118,American Authors - Go Big or Go Home,5,10k,+2%
119,Vance Joy - Riptide,400,11k,-3%
120,Carrie Underwood - Little Toy Guns,115,9k,+68%
121,Tim McGraw - Top of the World,2,5k,
122,Sage the Gemini - Good Thing,52,12k,-11%
123,Jessie J - Flashlight,55,16k,+88%
124,Five Finger Death Punch - Jekyll and Hyde,15,10k,+2%
125,Icona Pop - Emergency,6,8k,+97%
126,Nathaniel Rateliff & The Night Sweats - I Need Nev...,,1k,
127,Eminem - Kings Never Die,24,12k,-52%
128,Echosmith - Bright,139,11k,-8%
129,Zac Brown Band - Homegrown,187,10k,-6%
130,Andrew McMahon in the Wilderness - Cecilia and the...,,10k,+23%
131,Casey Veggies - Tied Up,,8k,+4%
132,Kristin Chenoweth & Dove Cameron - Evil Like Me,,9k,
133,Chase Rice - Gonna Wanna Tonight,5,10k,+11%
134,Brad Paisley - Crushin' It,9,10k,+6%
135,Future - F*ck up Some Commas,25,10k,-10%
136,Hozier - Take Me to Church,337,12k,+24%
137,Frankie Ballard - Young & Crazy,,10k,-6%
138,Nathaniel Rateliff & The Night Sweats - Look It He...,,1k,
139,BIGBANG - Zutter,2,3k,
140,Thomas Rhett - Make Me Wanna,96,6k,+122%
141,Florida Georgia Line - Sippin' On Fire,115,8k,+7%
142,Afrojack - SummerThing,,9k,+5%
143,Shinedown - Cut the Cord,12,8k,+6%
144,Kid Ink - Be Real,60,10k,-9%
145,Cold War Kids - First,,8k,+2%
146,Nia Sioux - Slay,1,4k,
147,Future - Where Ya At,10,9k,-13%
148,Dan + Shay - Nothin' Like You,,9k,+24%
149,J. Cole - Wet Dreamz,11,8k,-3%
150,Michael Ray - Another Girl,,10k,
151,Meghan Trainor - All About That Bass,349,9k,-4%
152,Future - Trap Niggas,7,9k,-11%
153,Eric Bellinger - Valet,,9k,
154,Hillsong UNITED - Touch the Sky,6,8k,-0%
155,Beck - Dreams,10,8k,+1%
156,With You. - Ghost,,1k,
157,Nicky Jam & Enrique Igles...,1,8k,-0%
158,Nicki Minaj - The Night Is Still Young,80,10k,-29%
159,Robin Thicke - Back Together,,1k,
160,N.W.A. - Straight Outta Compton,,6k,+88%
161,Flo Rida - GDFR,270,9k,-14%
162,Kygo - Firestone,,8k,+40%
163,Melanie Martinez - Sippy Cup,1,9k,
164,Taylor Swift - Wildest Dreams,80,4k,+20%
165,Janelle Monáe & Jidenna -...,10,8k,-4%
166,Sam Hunt - Leave the Night On,205,7k,-7%
167,twenty one pilots - Stressed Out,29,8k,+9%
168,Prince Royce - Back It Up,10,9k,-8%
169,Miranda Lambert - Smokin' and Drinkin',4,7k,+21%
170,The Game - 100,8,8k,+275%
171,Sam Smith - Lay Me Down,145,7k,-0%
172,Jana Kramer - I Got the Boy,3,8k,-5%
173,Natalie La Rose - Around the World,,7k,+3%
