,name,Top 100,end,change
0,Taylor Swift - Shake It Off,28,312k,+6%
1,Meghan Trainor - All About That Bass,71,310k,-0%
2,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",48,150k,-15%
3,Nicki Minaj - Anaconda,42,125k,-6%
4,Iggy Azalea - Black Widow,72,123k,-11%
5,Clean Bandit - Rather Be feat. Jess Glynne,87,78k,-1%
6,Maroon 5 - Maps,91,81k,-11%
7,Ariana Grande - Break Free,75,75k,-24%
8,Fall Out Boy - Centuries,10,136k,
9,Tove Lo - Habits,100,63k,-2%
10,Jason Aldean - Burnin' It Down,55,79k,+5%
11,Jeremih - Don't Tell 'Em,87,70k,-1%
12,Sia - Chandelier,133,69k,-11%
13,Echosmith - Cool Kids,75,63k,-0%
14,Enrique Iglesias - Bailando,116,67k,+7%
15,Sam Smith - Stay With Me,171,60k,-23%
16,Charli XCX - Boom Clap,106,57k,-14%
17,Ed Sheeran - Don't,94,50k,+15%
18,Jason Derulo - Trumpets,117,43k,+23%
19,Pitbull - Fireball,52,51k,+10%
20,5 Seconds of Summer - Amnesia,76,41k,-11%
21,Florida Georgia Line - Dirt,69,48k,-10%
22,Katy Perry - This Is How We Do,39,42k,+2%
23,MAGIC! - Rude,142,52k,-32%
24,Kenny Chesney - American Kids,87,43k,-11%
25,Calvin Harris - Blame,8,56k,
26,Iggy Azalea - Fancy,188,41k,-17%
27,Coldplay - A Sky Full of Stars,137,38k,+5%
28,Ariana Grande - Problem,145,38k,-30%
29,Maroon 5 - Animals,22,33k,-22%
30,Sam Hunt - Leave the Night On,90,37k,-7%
31,Bobby Shmurda - Hot N*gga,39,34k,+21%
32,Becky G - Shower,106,27k,-23%
33,Lady Antebellum - Bartender,118,30k,-5%
34,Kid Ink - Body Language,6,26k,
35,Drake - 0 To 100 / The Catch Up,61,34k,-9%
36,Kiesza - Hideaway,66,30k,-10%
37,Nico & Vinz - Am I Wrong,153,26k,-22%
38,Blake Shelton - Neon Light,28,31k,+3%
39,OneRepublic - Love Runs Out,153,27k,-17%
40,Disclosure - Latch,191,30k,-11%
41,Pharrell Williams - Happy,258,28k,-6%
42,Milky Chance - Stolen Dance,67,28k,+16%
43,Nickelback - What Are You Waiting For,6,36k,
44,Mr. Probz - Waves,33,27k,+19%
45,Dustin Lynch - Where It's At,151,27k,+8%
46,Jason Aldean - Sweet Little Somethin',13,39k,-35%
47,Vance Joy - Riptide,92,27k,+8%
48,Demi Lovato - Really Don't Care,98,25k,-27%
49,Lee Brice - I Don't Dance,175,24k,+5%
50,Luke Bryan - Roller Coaster,81,24k,-8%
51,Chris Brown - New Flame,42,26k,+0%
52,Maddie & Tae - Girl In a Country Song,53,25k,+18%
53,Hozier - Take Me to Church,46,25k,+6%
54,Kongos - Come With Me Now,173,22k,-12%
55,Jason Aldean - Two Night Town,6,58k,
56,Tim McGraw - Meanwhile Back At Mama's,122,22k,-4%
57,Ingrid Michaelson - Girls Chase Boys,162,22k,-9%
58,Meghan Trainor - Dear Future Husband,6,20k,
59,John Legend - All of Me,341,21k,-10%
60,Nick Jonas - Jealous,7,22k,
61,DJ Snake & Lil Jon - Turn Down For What,269,20k,-24%
62,Dierks Bentley - Drunk On a Plane,134,22k,-24%
63,Miranda Lambert - Somethin' Bad,119,21k,-16%
64,Rich Gang - Lifestyle,43,22k,+5%
65,T.I. - No Mediocre,90,22k,-16%
66,Frankie Ballard - Sunshine & Whiskey,79,20k,-1%
67,Chase Rice - Ready Set Roll,145,17k,+2%
68,Cole Swindell - Hope You Get Lonely Tonight,115,18k,-7%
69,Rae Sremmurd - No Flex Zone,25,17k,-14%
70,Colbie Caillat - Try,47,15k,-0%
71,"Steve Aoki, Chris Lake & Tujamo - Delirious",49,16k,-6%
72,Fifth Harmony - Bo$$,69,14k,-18%
73,Lady Antebellum - I Did With You,6,18k,
74,Meghan Trainor - Title,6,15k,
75,Tinashe - 2 On,108,14k,+1%
76,Train - Angel in Blue Jeans,8,13k,+18%
77,Luke Bryan - Play It Again,194,14k,-13%
78,Katy Perry - Dark Horse,363,14k,-13%
79,Jason Derulo - Wiggle,139,14k,-24%
80,OneRepublic - Counting Stars,362,13k,-12%
81,The Script - Superheroes,7,12k,+8%
82,Florida Georgia Line - This Is How We Roll,277,13k,-17%
83,Mary Lambert - Secrets,8,13k,+5%
84,Calvin Harris - Summer,181,13k,-19%
85,Idina Menzel - Let It Go,279,13k,-10%
86,AWOLNATION - Sail,209,13k,-8%
87,Little Big Town - Day Drinking,102,14k,-14%
88,MKTO - Classic,215,12k,-16%
89,Chris Brown - Loyal,172,12k,+5%
90,Wiz Khalifa - We Dem Boyz,119,14k,-13%
91,Ed Sheeran - Sing,150,12k,-12%
92,Chris Brown - X,13,12k,-0%
93,Migos - Fight Night,5,12k,-1%
94,Meghan Trainor - Close Your Eyes,6,12k,
95,Brantley Gilbert - Small Town Throwdown,115,12k,-10%
96,Brett Eldredge - Mean To Me,7,20k,
97,Eric Church - Cold One,63,12k,-9%
98,Sam Hunt - Break Up In a Small Town,29,13k,-6%
99,Lil Wayne - Grindin',5,13k,
100,ScHoolboy Q - Studio,86,13k,-4%
101,Eminem - Guts Over Fear,20,13k,-57%
102,The 1975 - Girls,2,7k,
103,5 Seconds of Summer - She Looks So Perfect,155,10k,-21%
104,Easton Corbin - Baby Be My Love Song,6,14k,
105,Maroon 5 - It Was Always You,32,12k,-45%
106,Shawn Mendes - Life of the Party,44,10k,-16%
107,American Authors - Best Day of My Life,271,11k,-11%
108,Keith Urban - Somewhere In My Car,3,12k,-7%
109,Bastille - Pompeii,328,11k,-5%
110,DJ Khaled - Hold You Down,10,11k,+10%
111,Beyoncé - ***Flawless,20,11k,-19%
112,Slipknot - The Devil In I,7,7k,-29%
113,Sam Smith - I'm Not the Only One,16,11k,+24%
114,I LOVE MAKONNEN - Tuesday,2,12k,+47%
115,Lil Wayne - Believe Me,102,12k,-11%
116,MercyMe - Greater,1,11k,-2%
117,Brantley Gilbert - Bottoms Up,235,10k,-13%
118,Fall Out Boy - My Songs Know What You Did In the D...,145,10k,+12%
119,Lil Jon - Bend Ova,20,10k,+27%
120,Pitbull - Timber,293,10k,-11%
121,Beyoncé - Partition,127,11k,-20%
122,Hillsong United - Oceans,33,9k,-0%
123,Usher - She Came to Give It to You,10,11k,-9%
124,Pharrell Williams - Come Get It Bae,109,12k,-12%
125,"Juicy J, Wiz Khalifa & Ty Dolla $ign - Shell Shock...",21,9k,-20%
126,Childish Gambino - 3005,2,10k,-10%
127,Chris Brown - Love More,94,6k,
128,alt-J - Left Hand Free,3,11k,+3%
129,Jake Owen - What We Ain't Got,6,11k,+35%
130,Chris Brown - Don't Think They Know,2,6k,
131,T.I. - About the Money,,10k,-10%
132,Paramore - Ain't It Fun,173,10k,-17%
133,Katy Perry - Roar,255,9k,-10%
134,A Great Big World - Say Something,195,10k,-3%
135,Christina Perri - A Thousand Years,6,9k,-1%
136,Justin Moore - Home Sweet Home,5,10k,-10%
137,Imagine Dragons - Radioactive,240,9k,-8%
138,RaeLynn - God Made Girls,4,9k,+0%
139,"Trey Songz - Touchin, Lovin",2,10k,+151%
140,Imagine Dragons - On Top of the World,169,9k,-17%
141,Eli Young Band - Dust,6,9k,-13%
142,Chris Brown - Fine China,,5k,
143,Big Data - Dangerous,,9k,-9%
144,One Direction - Story Of My Life,215,8k,-4%
145,Kim Cesarion - Undressed,,10k,+96%
146,Avicii - Wake Me Up,249,9k,-11%
147,Iggy Azalea - Work,85,9k,-17%
148,Scotty McCreery - Feelin’...,,9k,-4%
149,Parmalee - Close Your Eyes,,9k,+68%
150,AJR - I'm Ready,91,8k,-20%
151,Imagine Dragons - Demons,262,8k,-17%
152,Train - Drops of Jupiter,,8k,-10%
153,Brad Paisley - River Bank,130,9k,-31%
154,Ed Sheeran - Thinking Out Loud,11,9k,
155,Passenger - Let Her Go,252,8k,-6%
156,Rita Ora - I Will Never Let You Down,37,10k,-24%
157,O.A.R. - Peace,8,9k,-21%
158,Michael Jackson & Justin Timberlake - Love Never F...,105,9k,-23%
159,Newsboys - God's Not Dead,15,7k,-16%
160,for KING & COUNTRY - Fix My Eyes,,6k,
161,Usher - Yeah,,8k,-17%
162,Tim McGraw - Overrated,6,11k,-51%
163,Justin Timberlake - Not a Bad Thing,161,8k,-21%
164,Christina Perri - Human,189,7k,-17%
165,Luke Bryan - That's My Kind of Night,191,7k,-9%
166,Jake Miller - First Flight Home,2,6k,
167,Arctic Monkeys - Do I Wanna Know,84,8k,-13%
168,Nicki Minaj - Pills N Potions,98,8k,-27%
169,Wiz Khalifa - Ass Drop,3,9k,-23%
170,Sam Hunt - Ex To See,3,9k,-7%
171,Cage the Elephant - Cigarette Daydreams,,9k,
172,The Script - Hall of Fame,3,,
173,WALK THE MOON - Shut Up and Dance,3,10k,
174,The Swon Brothers - Later On,4,8k,-18%
175,Jeezy - Seen It All,16,10k,-32%
176,Darius Rucker - Wagon Wheel,65,2k,-70%
177,Robin Schulz & LILLYWOOD - Prayer in C,,9k,+232%
178,G.R.L. - Ugly Heart,1,8k,-5%
179,Trey Songz - Na Na,179,7k,-20%
