,name,Top 100,end,change
0,Pharrell Williams - Happy,48,325k,+27%
1,Katy Perry - Dark Horse,153,284k,-5%
2,Jason Derulo - Talk Dirty,49,270k,+10%
3,John Legend - All of Me,131,161k,+48%
4,Bastille - Pompeii,154,146k,+12%
5,A Great Big World - Say Something,104,149k,-10%
6,Aloe Blacc - The Man,68,129k,-1%
7,Idina Menzel - Let It Go,82,132k,-5%
8,Lorde - Team,153,121k,+4%
9,Pitbull - Timber,132,121k,-5%
10,Passenger - Let Her Go,154,128k,-29%
11,Beyoncé - Drunk in Love,59,116k,+9%
12,OneRepublic - Counting Stars,154,99k,-9%
13,Tegan and Sara & The Lonely Island - Everything Is...,10,63k,+164%
14,Miley Cyrus - Adore You,78,83k,+18%
15,DJ Snake & Lil Jon - Turn Down For What,59,77k,+10%
16,Eminem - The Monster,111,69k,-2%
17,One Direction - Story Of My Life,113,68k,+0%
18,Lorde - Royals,154,67k,-13%
19,Avicii - Hey Brother,85,67k,+14%
20,Demi Lovato - Neon Lights,37,63k,+28%
21,American Authors - Best Day of My Life,96,66k,+19%
22,Brantley Gilbert - Bottoms Up,62,62k,+27%
23,Kid Ink - Show Me,105,61k,+22%
24,Cole Swindell - Chillin' It,150,53k,+49%
25,Ellie Goulding - Burn,140,57k,+5%
26,Imagine Dragons - Radioactive,154,57k,-23%
27,"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do Y...",80,59k,+1%
28,Imagine Dragons - Demons,154,57k,-3%
29,Eric Church - Give Me Back My Hometown,39,59k,+36%
30,Katy Perry - Roar,154,47k,-5%
31,Luke Bryan - Drink a Beer,103,46k,+9%
32,John Newman - Love Me Again,93,45k,-2%
33,Avicii - Wake Me Up,154,42k,-0%
34,Sara Bareilles - Brave,154,42k,-13%
35,Martin Garrix - Animals,140,39k,+17%
36,Zendaya - Replay,148,37k,+14%
37,Bruno Mars - Young Girls,29,37k,-21%
38,Demi Lovato - Let It Go,84,38k,-2%
39,David Nail - Whatever She's Got,147,41k,-7%
40,Keith Urban - Cop Car,22,38k,+23%
41,AWOLNATION - Sail,154,35k,+25%
42,Florida Georgia Line - This Is How We Roll,69,33k,+51%
43,Macklemore & Ryan Lewis - White Walls,137,36k,-16%
44,Miley Cyrus - Wrecking Ball,154,32k,+14%
