,name,Top 100,end,change
0,Justin Bieber - What Do You Mean,7,334k,
1,The Weeknd - Can't Feel My Face,88,161k,+37%
2,The Weeknd - The Hills,100,128k,+21%
3,Taylor Swift - Wildest Dreams,88,83k,
4,R. City - Locked Away,50,102k,+11%
5,Macklemore & Ryan Lewis - Downtown,8,98k,
6,Shawn Mendes - Stitches,115,75k,+13%
7,Silento - Watch Me,145,84k,+1%
8,Rachel Platten - Fight Song,156,65k,-4%
9,Demi Lovato - Cool for the Summer,65,69k,+36%
10,Omi - Cheerleader,136,74k,-14%
11,Fetty Wap - 679,67,68k,+0%
12,Selena Gomez - Good For You,74,63k,-4%
13,Skrillex & Diplo - Where ...,174,59k,+58%
14,Charlie Puth - Marvin Gaye,96,58k,+6%
15,Drake - Hotline Bling,35,55k,+26%
16,Ed Sheeran - Photograph,115,48k,-3%
17,One Direction - Drag Me Down,35,53k,-23%
18,Major Lazer - Lean On,142,46k,-16%
19,Tori Kelly - Should've Been Us,57,50k,+118%
20,Luke Bryan - Strip It Down,49,43k,+15%
21,Hailee Steinfeld - Love Myself,25,43k,+24%
22,Elle King - Ex's & Oh's,94,38k,+25%
23,Fall Out Boy - Uma Thurman,184,40k,-8%
24,Taylor Swift - Bad Blood,198,39k,+5%
25,Meghan Trainor - Like I'm Gonna Lose You,106,37k,+3%
26,Cam - Burning House,64,36k,+6%
27,"@iHeartMemphis - ""Hit the Quan"" #HTQ",42,34k,+2%
28,Fetty Wap - My Way,49,35k,-12%
29,"Keith Urban - John Cougar, John Deere, John 3:16",87,34k,+7%
30,WALK THE MOON - Shut Up and Dance,268,34k,-11%
31,Chris Janson - Buy Me a Boat,125,33k,-2%
32,Sam Hunt - House Party,107,36k,-10%
33,Nick Jonas - Levels,14,29k,+28%
34,Fetty Wap - Again,28,34k,-1%
35,Fetty Wap - Trap Queen,225,33k,+5%
36,Imagine Dragons - Roots,8,48k,+478%
37,X Ambassadors - Renegades,152,30k,-27%
38,Eric Church - Like a Wrecking Ball,184,27k,-4%
39,"Andy Grammer - Honey, I'm Good.",226,27k,-18%
40,Thomas Rhett - Crash and Burn,133,24k,-19%
41,Drake - Back To Back,35,28k,-13%
42,Alessia Cara - Here,36,22k,+2%
43,Calvin Harris & Disciples - How Deep Is Your Love,49,23k,+9%
44,Luke Bryan - Kick the Dust Up,108,26k,-19%
45,"Flo Rida - I Don't Like It, I Love It",85,24k,-22%
46,Rich Homie Quan - Flex,128,25k,-2%
47,Fifth Harmony - Worth It,195,29k,-16%
48,5 Seconds of Summer - She's Kinda Hot,49,28k,-14%
49,Carrie Underwood - Smoke Break,14,25k,-60%
50,Jidenna - Classic Man,111,23k,+4%
51,Brett Eldredge - Lose My Mind,94,20k,-5%
52,Ed Sheeran - Thinking Out Loud,340,21k,+4%
53,The Weeknd - Prisoner,7,48k,
54,Mark Ronson - Uptown Funk,298,23k,+2%
55,Jason Derulo - Want to Want Me,178,22k,-24%
