,name,Top 100,end,change
0,Ed Sheeran - Shape of You,49.0,145k,-25%
1,The Chainsmokers & Coldplay - Something Just Like ...,2.0,33k,
2,Bruno Mars - That's What I Like,39.0,75k,-9%
3,Sam Hunt - Body Like a Back Road,23.0,64k,+9%
4,Katy Perry - Chained to the Rhythm,14.0,57k,-47%
5,Kygo & Selena Gomez - It Ain't Me,8.0,67k,+373%
6,Lady Gaga - Million Reasons,137.0,61k,-32%
7,ZAYN & Taylor Swift - I Don't Wanna Live Forever,78.0,65k,-55%
8,Marian Hill - Down,41.0,42k,+13%
9,Maroon 5 - Cold,10.0,44k,+66%
10,James Arthur - Say You Won't Let Go,118.0,34k,-9%
11,Clean Bandit - Rockabye,54.0,36k,+10%
12,Bebe Rexha - I Got You,53.0,29k,+50%
13,Bruno Mars - 24K Magic,140.0,39k,-16%
14,The Weeknd - I Feel It Coming,98.0,38k,-27%
15,Julia Michaels - Issues,37.0,32k,+23%
16,Lana Del Rey - Love,6.0,45k,
17,Rihanna - Love on the Brain,136.0,32k,-5%
18,Shawn Mendes - Mercy,131.0,35k,-8%
19,KYLE - iSpy,54.0,33k,-5%
20,Migos - Bad and Boujee,105.0,34k,-14%
21,Jon Bellion - All Time Low,147.0,31k,+6%
22,Brian Tyree - We Can Always Come Back To This,2.0,11k,
23,Rae Sremmurd - Black Beatles,154.0,30k,+13%
24,The Chainsmokers - Paris,42.0,35k,-12%
25,LINKIN PARK & Kiiara - Heavy,8.0,28k,
26,Machine Gun Kelly & Camila Cabello - Bad Things,124.0,28k,-12%
27,Kodak Black - Tunnel Vision,7.0,22k,
28,Ed Sheeran - How Would You Feel,7.0,53k,
29,"Florida Georgia Line - God, Your Mama, And Me",16.0,16k,+152%
30,The Chainsmokers - Closer,210.0,23k,-28%
31,Amine - Caroline,171.0,24k,-9%
32,Train - Play That Song,126.0,23k,+7%
33,Little Big Town - Better Man,124.0,22k,-6%
34,Keith Urban - The Fighter,29.0,25k,-43%
35,Big Sean - Bounce Back,107.0,21k,-14%
36,Jon Pardi - Dirt on My Boots,141.0,20k,+5%
37,Rae Sremmurd - Swang,24.0,21k,+93%
38,Drake - Fake Love,123.0,21k,-9%
39,Justin Timberlake - CAN'T STOP THE FEELING,294.0,21k,-10%
40,Dustin Lynch - Small Town Boy,7.0,29k,
41,Noah Cyrus - Make Me,86.0,17k,-6%
42,Imagine Dragons - Believer,24.0,17k,-9%
43,DJ Khaled - Shining,11.0,20k,-16%
44,Zedd & Alessia Cara - Stay,1.0,3k,
45,The Weeknd - Starboy,155.0,18k,-25%
46,Brett Young - In Case You Didn't Know,103.0,15k,-29%
47,Niall Horan - This Town,148.0,18k,-12%
48,MercyMe - Even If,3.0,11k,
49,Hey Violet - Guys My Age,59.0,17k,-11%
50,Calum Scott - Dancing On My Own,51.0,15k,+71%
51,Fitz & The Tantrums - HandClap,262.0,16k,-9%
52,Michael Ray - Think a Little Less,72.0,13k,+8%
53,Maroon 5 - Don't Wanna Know,135.0,15k,-2%
54,Sabrina Carpenter - Thumbs,8.0,12k,+46%
55,Alessia Cara - Scars To Your Beautiful,170.0,14k,-14%
56,DJ Snake - Let Me Love You,203.0,14k,-4%
57,Kelsea Ballerini - Peter Pan,224.0,14k,-3%
58,Future - Draco,7.0,13k,
59,Nick Jonas & Nicki Minaj - Bom Bidi Bom,14.0,17k,-59%
60,twenty one pilots - Heathens,252.0,12k,-22%
61,Luke Combs - Hurricane,30.0,10k,+19%
62,Ayo Teo - Rolex,12.0,11k,+28%
63,Keith Urban - Blue Ain't Your Color,196.0,13k,-28%
64,Post Malone - Congratulations,37.0,12k,-36%
65,Little Big Town - Girl Crush,335.0,11k,-7%
66,Migos - T-Shirt,42.0,11k,-8%
67,Auli'i Cravalho - How Far I'll Go,84.0,9k,+22%
68,Ed Sheeran - Castle on the Hill,49.0,13k,-32%
69,Sia - Helium,14.0,15k,-58%
70,Ariana Grande - Side To Side,185.0,11k,-19%
71,Adele - Water Under the Bridge,122.0,11k,-26%
72,Travis Scott - goosebumps,33.0,8k,+5%
73,Hannah Miller - We Can Always Come Back To This,2.0,4k,
74,Chris Brown - Party,58.0,9k,+1%
75,Future - Mask Off,5.0,9k,
76,Andy Grammer - Fresh Eyes,147.0,10k,+2%
77,Starley - Call on Me,20.0,9k,+1%
78,Luis Fonsi - Despacito,37.0,8k,+5%
79,Jason Aldean - Any Ol' Barstool,31.0,9k,+0%
80,Hillsong Worship - What a Beautiful Name,25.0,8k,-0%
81,Chris Young - Sober Saturday Night,20.0,9k,-30%
82,Anna Kendrick & Justin Timberlake - True Colors,49.0,10k,-8%
83,Dierks Bentley - Black,47.0,8k,-12%
84,Alessia Cara - How Far I'll Go,76.0,7k,+11%
85,Sia - The Greatest,170.0,9k,-9%
86,Khalid - Location,11.0,7k,+1%
87,Bag Raiders - Shooting Stars,3.0,6k,+196%
88,Disturbed - The Sound of Silence,403.0,8k,-7%
89,Lady Antebellum - You Look Good,27.0,8k,+3%
90,Future - Rent Money,7.0,10k,
91,Florida Georgia Line - May We All,189.0,8k,+7%
92,Brantley Gilbert - The Weekend,78.0,8k,-4%
93,Gucci Mane - Both,60.0,7k,-1%
94,Zac Brown Band - My Old Man,21.0,9k,-26%
95,Josh Turner - Hometown Girl,2.0,5k,-17%
96,Chris Stapleton - Tennessee Whiskey,275.0,8k,-8%
97,Kaleo - Way Down We Go,87.0,8k,-43%
98,John Legend - Love Me Now,126.0,10k,-28%
99,twenty one pilots - Stressed Out,498.0,8k,-47%
100,Ed Sheeran - Thinking Out Loud,504.0,9k,-15%
101,Trey Songz - Nobody Else But You,7.0,11k,
102,Chris Janson - Holdin' Her,14.0,7k,+17%
103,Mark Ronson - Uptown Funk,583.0,8k,-14%
104,Luke Bryan - Fast,20.0,7k,-23%
105,Ariana Grande - Everyday,2.0,6k,+25%
106,High Valley - Make You Mine,52.0,7k,+9%
107,Thomas Rhett - Star of the Show,143.0,8k,-19%
108,The Chainsmokers - Don't Let Me Down,372.0,7k,-23%
109,Little Big Town - When Someone Stops Loving You,7.0,9k,
110,The Weeknd - Party Monster,70.0,7k,-7%
111,Lukas Graham - 7 Years,307.0,9k,-65%
112,Andra Day - Rise Up,95.0,6k,-1%
113,Hailee Steinfeld & Grey - Starving,196.0,7k,-13%
114,twenty one pilots - Ride,303.0,7k,-14%
115,D.R.A.M. - Broccoli,252.0,7k,-39%
116,Plain White T's & Thomas John Higgenson - Hey Ther...,,6k,+22%
117,Florida Georgia Line - H.O.L.Y.,258.0,6k,+4%
118,Sia - Cheap Thrills,344.0,7k,-22%
119,Lauren Alaina - Road Less Traveled,36.0,6k,-3%
120,Rag'n'Bone Man - Human,11.0,7k,-9%
121,Kelsea Ballerini - Yeah Boy,8.0,6k,-17%
122,Adele - Hello,240.0,8k,-59%
123,Pitbull - Options,,6k,
124,Bruno Mars - Perm,9.0,7k,+106%
125,"Daya - Sit Still, Look Pretty",273.0,6k,+9%
126,Russ - Losin Control,,5k,+5%
127,Eric Church - Kill a Word,77.0,6k,-10%
128,Dylan Scott - My Girl,,6k,+9%
129,twenty one pilots - Heavydirtysoul,,6k,+0%
130,Dwayne Johnson - You're Welcome,53.0,4k,+37%
131,Steve Aoki & Louis Tomlinson - Just Hold On,23.0,6k,+2%
132,Beyoncé - Formation,201.0,7k,-47%
133,Panic! At the Disco - Death of a Bachelor,54.0,6k,-19%
134,Dustin Lynch - Seein' Red,51.0,7k,-21%
135,Maren Morris - My Church,223.0,8k,-66%
136,Darius Rucker - If I Told You,12.0,5k,+16%
137,Halsey - Not Afraid Anymore,20.0,7k,-52%
138,Brothers Osborne - It Ain't My Fault,,5k,-1%
139,Migos - Slippery,8.0,5k,-11%
140,Adele - Send My Love,254.0,6k,-44%
141,Shawn Mendes - Treat You Better,240.0,6k,-10%
142,Beyoncé - All Night,34.0,6k,-28%
143,Big Sean - No Favors,13.0,6k,-38%
144,DNCE - Cake By the Ocean,420.0,6k,+9%
145,Lukas Graham - You're Not There,2.0,6k,-8%
146,Beyoncé - Sorry,191.0,5k,-37%
147,Little Mix - Shout Out to My Ex,25.0,3k,+5%
148,Xxxtentacion - Look at Me,,5k,+14%
149,LANco - American Love Story,,4k,+17%
150,Tim McGraw - Humble and Kind,266.0,5k,-36%
151,The 1975 - By Your Side,1.0,2k,
152,The 1975 - Somebody Else,12.0,5k,+15%
153,Zay Hilfigerrr & Zayion McCall - Juju on That Beat,49.0,6k,-8%
154,Rae Sremmurd - No Type,158.0,4k,
155,Thomas Rhett - Die a Happy Man,329.0,5k,-8%
156,Seether - Let You Down,,,
157,Corinne Bailey Rae - The Scientist,9.0,7k,-54%
158,Jessie James Decker - Gold,,4k,
159,Highly Suspect - My Name Is Human,,4k,-12%
160,Martin Garrix & Bebe Rexha - In the Name of Love,161.0,5k,-8%
161,Anna Kendrick - Get Back Up Again,,5k,+3%
162,Big Sean - Moves,14.0,5k,-12%
163,Chris Lane - For Her,12.0,5k,+3%
