,name,Top 100,end,change
0,The Chainsmokers - Closer,49.0,173k,-14%
1,twenty one pilots - Heathens,91.0,88k,+5%
2,Major Lazer - Cold Water,56.0,70k,+22%
3,twenty one pilots - Cancer,2.0,23k,
4,Ariana Grande - Side To Side,24.0,52k,+25%
5,Kiiara - Gold,103.0,44k,-5%
6,DJ Snake - Let Me Love You,42.0,43k,-9%
7,"gnash - i hate u, i love u",142.0,40k,-6%
8,Sia - The Greatest,10.0,53k,+16%
9,X Ambassadors - Unsteady,172.0,44k,+8%
10,Lady Gaga - Perfect Illusion,7.0,100k,
11,Charlie Puth - We Don't Talk Anymore,101.0,43k,-16%
12,Kenny Chesney - Setting the World on Fire,49.0,34k,+8%
13,"Lil Wayne, Wiz Khalifa & Imagine Dragons - Sucker ...",84.0,35k,-4%
14,Sia - Cheap Thrills,196.0,36k,-13%
15,D.R.A.M. - Broccoli,96.0,32k,-4%
16,Coldplay - Hymn for the Weekend,94.0,32k,-11%
17,"Daya - Sit Still, Look Pretty",130.0,32k,-18%
18,Justin Timberlake - CAN'T STOP THE FEELING,133.0,32k,-15%
19,Kelsea Ballerini - Peter Pan,156.0,29k,+5%
20,Keith Urban - Blue Ain't Your Color,35.0,28k,+35%
21,Hailee Steinfeld & Grey - Starving,46.0,25k,+2%
22,Flume - Never Be Like You,172.0,28k,-13%
23,Ariana Grande - Into You,133.0,24k,-7%
24,The Chainsmokers - Don't Let Me Down,222.0,26k,-15%
25,Kungs & Cookin' On 3 Burners - This Girl,48.0,23k,-1%
26,Shawn Mendes - Treat You Better,105.0,23k,-21%
27,Adele - Send My Love,172.0,25k,-13%
28,twenty one pilots - Ride,176.0,25k,-15%
29,Kanye West - Fade,7.0,23k,
30,Miranda Lambert - Vice,60.0,23k,-19%
31,Lukas Graham - Mama Said,65.0,26k,-18%
32,Calvin Harris - This Is What You Came For,140.0,23k,-3%
33,Drake - Too Good,133.0,22k,-12%
34,Florida Georgia Line - H.O.L.Y.,140.0,22k,-18%
35,Florida Georgia Line - May We All,42.0,20k,-18%
36,Rihanna - Needed Me,208.0,19k,-28%
37,Katy Perry - Rise,63.0,24k,+8%
38,Meghan Trainor - Me Too,130.0,19k,-23%
39,Jason Aldean - A Little More Summertime,58.0,17k,+12%
40,Dierks Bentley - Different for Girls,112.0,17k,-15%
41,Brett Young - Sleep Without You,9.0,12k,+64%
42,Beyoncé - Hold Up,109.0,14k,-27%
43,DJ Khaled - For Free,105.0,15k,-13%
44,Post Malone - Deja Vu,7.0,24k,
45,Drake - One Dance,164.0,16k,-17%
46,Billy Currington - It Don't Hurt Like It Used To,71.0,13k,-1%
47,Disturbed - The Sound of Silence,264.0,20k,+105%
48,Beyoncé - Sorry,144.0,13k,-25%
49,Kings of Leon - Waste a Moment,7.0,21k,
50,Luke Bryan - Here's to the Farmer,7.0,17k,
51,Lukas Graham - 7 Years,244.0,11k,-5%
52,Tucker Beathard - Rock On,26.0,12k,+0%
53,Cole Swindell - Middle of a Memory,87.0,12k,-0%
54,Tory Lanez - Luv,65.0,13k,-6%
55,Beyoncé - Formation,144.0,11k,-24%
56,William Michael Morgan - I Met a Girl,53.0,11k,+4%
57,Rob $Tone - Chill Bill,45.0,10k,+4%
58,OneRepublic - Future Looks Good,7.0,13k,
59,P!NK - Just Like Fire,154.0,12k,-13%
60,Usher - No Limit,66.0,10k,-2%
61,twenty one pilots - Stressed Out,388.0,10k,-8%
62,Shawn Mendes - Don't Be a Fool,1.0,1k,
63,Hillary Scott & The Scott Family - Thy Will,62.0,9k,+2%
64,Drake - Controlla,133.0,10k,-11%
65,Britney Spears - Make Me...,63.0,13k,-65%
