,name,Top 100,end,change
0,The Weeknd - Can't Feel My Face,53,148k,+18%
1,Omi - Cheerleader,101,149k,-8%
2,Rachel Platten - Fight Song,121,99k,-8%
3,Silento - Watch Me,110,104k,-3%
4,Fetty Wap - My Way,14,94k,-38%
5,Selena Gomez - Good For You,39,76k,-0%
6,The Weeknd - The Hills,65,77k,+1%
7,Major Lazer - Lean On,107,70k,+5%
8,Taylor Swift - Bad Blood,163,79k,-10%
9,Fetty Wap - 679,32,67k,-4%
10,Demi Lovato - Cool for the Summer,30,65k,+20%
11,"Andy Grammer - Honey, I'm Good.",191,72k,+5%
12,Charlie Puth - Marvin Gaye,61,53k,+27%
13,Ed Sheeran - Photograph,80,55k,-0%
14,Skrillex & Diplo - Where ...,139,54k,-5%
15,Luke Bryan - Kick the Dust Up,73,56k,-1%
16,WALK THE MOON - Shut Up and Dance,233,60k,-1%
17,Fall Out Boy - Uma Thurman,149,50k,+5%
18,Fetty Wap - Trap Queen,190,50k,+0%
19,Shawn Mendes - Stitches,80,46k,+21%
20,Fifth Harmony - Worth It,160,52k,-8%
21,Sam Hunt - House Party,72,46k,+1%
22,Disclosure - Omen,3,22k,
23,R. City - Locked Away,15,30k,+83%
24,Wiz Khalifa - See You Again,143,42k,-10%
25,Little Big Town - Girl Crush,196,42k,-12%
26,X Ambassadors - Renegades,117,39k,+2%
27,Thomas Rhett - Crash and Burn,98,37k,-0%
28,Bea Miller - Fire N Gold,31,38k,+113%
29,"Flo Rida - I Don't Like It, I Love It",50,32k,+15%
30,Chris Janson - Buy Me a Boat,90,38k,+6%
31,"Keith Urban - John Cougar, John Deere, John 3:16",52,35k,+10%
32,Sam Hunt - Take Your Time,252,37k,-12%
33,Eric Church - Like a Wrecking Ball,149,33k,-0%
34,David Guetta - Hey Mama,136,36k,-15%
35,5 Seconds of Summer - She's Kinda Hot,14,33k,-74%
36,Meghan Trainor - Like I'm Gonna Lose You,71,29k,+26%
37,Meek Mill - All Eyes On You,35,28k,+6%
38,Jidenna - Classic Man,76,30k,-4%
39,Mark Ronson - Uptown Funk,263,33k,-8%
40,Cam - Burning House,29,24k,+24%
41,Adam Lambert - Ghost Town,52,26k,+69%
42,Rich Homie Quan - Flex,93,26k,-7%
43,Jason Derulo - Want to Want Me,143,27k,-19%
44,Maroon 5 - Sugar,199,26k,-9%
45,Elle King - Ex's & Oh's,59,24k,+16%
46,Jessie J - Flashlight,51,8k,+36%
47,Ed Sheeran - Thinking Out Loud,305,24k,-5%
48,George Ezra - Budapest,170,20k,+3%
49,Alessia Cara - Here,1,12k,+34%
