,name,Top 100,end,change
0,Omi - Cheerleader,87,175k,+56%
1,The Weeknd - Can't Feel My Face,39,161k,+104%
2,Rachel Platten - Fight Song,107,122k,+58%
3,Silento - Watch Me,96,99k,+73%
4,Taylor Swift - Bad Blood,149,100k,+61%
5,Fetty Wap - 679,18,91k,+69%
6,The Weeknd - The Hills,51,95k,+41%
7,Selena Gomez - Good For You,25,76k,+61%
8,"Andy Grammer - Honey, I'm Good.",177,77k,+69%
9,Major Lazer - Lean On,93,72k,+57%
10,WALK THE MOON - Shut Up and Dance,219,75k,+81%
11,Fifth Harmony - Worth It,146,72k,+94%
12,Skrillex & Diplo - Where ...,125,62k,+53%
13,Ed Sheeran - Photograph,66,58k,+67%
14,Fetty Wap - Trap Queen,176,59k,+54%
15,Wiz Khalifa - See You Again,129,57k,+52%
16,Little Big Town - Girl Crush,182,55k,+61%
17,Demi Lovato - Cool for the Summer,16,46k,+54%
18,Fall Out Boy - Uma Thurman,135,46k,+72%
19,David Guetta - Hey Mama,122,48k,+54%
20,Sam Hunt - House Party,58,47k,+70%
21,Charlie Puth - Marvin Gaye,47,40k,+113%
22,Jason Derulo - Want to Want Me,129,41k,+70%
23,Shawn Mendes - Stitches,66,39k,+101%
24,Sam Hunt - Take Your Time,238,44k,+66%
25,Thomas Rhett - Crash and Burn,84,39k,+71%
26,Mark Ronson - Uptown Funk,249,40k,+67%
27,X Ambassadors - Renegades,103,35k,+82%
28,Eric Church - Like a Wrecking Ball,135,35k,+75%
29,Jidenna - Classic Man,62,33k,+69%
30,Chris Janson - Buy Me a Boat,76,36k,+74%
31,Sia - Elastic Heart,204,32k,+72%
32,DJ Snake & AlunaGeorge - You Know You Like It,118,35k,+46%
33,"Keith Urban - John Cougar, John Deere, John 3:16",38,29k,+91%
34,Meghan Trainor - Like I'm Gonna Lose You,57,28k,+127%
35,Future - F*ck up Some Commas,14,17k,+257%
36,Meek Mill - All Eyes On You,21,30k,+54%
37,Maroon 5 - Sugar,185,31k,+69%
38,Tove Lo - Talking Body,162,31k,+31%
39,"Flo Rida - I Don't Like It, I Love It",36,26k,+47%
40,Blake Shelton - Sangria,99,32k,+59%
41,Pitbull - Fun,65,30k,+64%
42,Eminem - Kings Never Die,7,33k,
43,Rich Homie Quan - Flex,79,27k,+58%
44,Ed Sheeran - Thinking Out Loud,291,27k,+46%
45,Future - Blow a Bag,3,14k,
46,Future - Real Sisters,2,13k,
47,Canaan Smith - Love You Like That,121,24k,+68%
48,Maroon 5 - This Summer's Gonna Hurt Like a MotherF...,63,30k,+30%
49,Jason Aldean - Tonight Looks Good On You,105,22k,+89%
50,Rihanna - Bitch Better Have My Money,113,25k,+29%
51,Omarion - Post To Be,156,22k,+60%
52,Zac Brown Band - Loving You Easy,66,22k,+86%
53,The Weeknd - Earned It,200,23k,+48%
54,Brantley Gilbert - One Hell of an Amen,68,19k,+103%
55,Elle King - Ex's & Oh's,45,20k,+95%
56,Cam - Burning House,15,16k,+128%
57,Old Dominion - Break up with Him,35,20k,+91%
58,Nicki Minaj - The Night Is Still Young,65,21k,+52%
59,Meghan Trainor - Dear Future Husband,264,21k,+55%
60,Echosmith - Bright,125,19k,+55%
61,George Ezra - Budapest,156,21k,+45%
62,T-Wayne - Nasty Freestyle,101,20k,+56%
63,Brett Eldredge - Lose My Mind,45,18k,+128%
64,Meek Mill - R.I.C.O.,18,18k,+32%
65,Taylor Swift - Shake It Off,333,19k,+82%
66,Jake Owen - Real Life,46,17k,+56%
67,Taylor Swift - Style,263,18k,+87%
68,The Weeknd - Often,46,25k,+258%
69,Trey Songz - Slow Motion,146,17k,+41%
70,Jeremih - Planes,56,15k,+67%
71,Flo Rida - GDFR,261,16k,+46%
72,Sheppard - Geronimo,201,11k,+90%
73,Zedd - Beautiful Now,49,15k,+68%
74,Bea Miller - Fire N Gold,17,14k,+66%
75,Michael Ray - Kiss You In the Morning,48,15k,+70%
76,Sage the Gemini - Good Thing,35,14k,+66%
77,Chris Young - I'm Comin' Over,66,14k,+67%
78,Ellie Goulding - Love Me Like You Do,190,15k,+59%
79,A$AP Rocky - Everyday,12,5k,+232%
80,Adam Lambert - Ghost Town,38,15k,+80%
81,Kevin Gates - Kno One,7,15k,
82,Florida Georgia Line - Anything Goes,40,14k,+80%
83,Drake - Energy,78,12k,+121%
84,Taylor Swift - Blank Space,263,15k,+82%
85,Fall Out Boy - Centuries,314,13k,+69%
86,Drake - 0 To 100 / The Catch Up,162,10k,+106%
87,Rae Sremmurd - This Could Be Us,13,13k,+65%
88,Vance Joy - Riptide,389,13k,+75%
89,Tori Kelly - Should've Been Us,9,12k,+125%
90,M.I.A. - Swords,3,5k,
91,R. City - Locked Away,1,7k,+60%
