,name,Top 100,end,change
0,Ariana Grande - Problem,26,246k,-1%
1,Iggy Azalea - Fancy,69,243k,+7%
2,John Legend - All of Me,222,150k,+5%
3,DJ Snake & Lil Jon - Turn Down For What,150,122k,-6%
4,Nico & Vinz - Am I Wrong,35,118k,+24%
5,Jason Derulo - Wiggle,21,105k,+12%
6,Luke Bryan - Play It Again,75,81k,+9%
7,Pharrell Williams - Happy,139,123k,-18%
8,Coldplay - A Sky Full of Stars,18,82k,-15%
9,Jason Derulo - Talk Dirty,140,80k,-0%
10,Florida Georgia Line - This Is How We Roll,160,62k,+11%
11,Michael Jackson & Justin Timberlake - Love Never F...,17,99k,+26%
12,Katy Perry - Birthday,27,54k,+30%
13,Calvin Harris - Summer,62,83k,+17%
14,MAGIC! - Rude,23,75k,+56%
15,Ed Sheeran - Sing,42,77k,+2%
16,MKTO - Classic,100,77k,+29%
17,Paramore - Ain't It Fun,83,76k,+2%
18,Idina Menzel - Let It Go,173,72k,-2%
19,Justin Timberlake - Not a Bad Thing,83,75k,-1%
20,OneRepublic - Counting Stars,245,37k,+18%
21,Coldplay - Magic,77,53k,+18%
22,Katy Perry - Dark Horse,244,62k,-5%
23,Pitbull - Wild Wild Love,83,61k,+4%
24,Disclosure - Latch,72,58k,+8%
25,Sam Smith - Stay With Me,52,56k,+49%
26,Rixton - Me and My Broken Heart,54,65k,-23%
27,Naughty Boy - La La La,79,58k,-10%
28,5 Seconds of Summer - She Looks So Perfect,48,65k,+31%
29,Shakira - Empire,60,33k,-5%
30,Jake Owen - Beachin',76,50k,+11%
31,5 Seconds of Summer - Don't Stop,5,90k,
32,Coldplay - Midnight,29,36k,+37%
33,American Authors - Best Day of My Life,187,49k,-4%
34,Brantley Gilbert - Bottoms Up,153,50k,-5%
35,Bastille - Pompeii,245,46k,+1%
36,Kongos - Come With Me Now,54,46k,+21%
37,Ed Sheeran - One,3,63k,
38,Christina Perri - Human,132,44k,-10%
39,Lee Brice - I Don't Dance,56,41k,+9%
40,OneRepublic - Love Runs Out,34,39k,+77%
