,name,Top 100,end,change
0,The Weeknd - The Hills,142,176k,+80%
1,Taylor Swift - Wildest Dreams,130,91k,+8%
2,Drake - Hotline Bling,77,120k,-0%
3,Selena Gomez - Same Old Love,36,69k,+88%
4,Shawn Mendes - Stitches,157,86k,+1%
5,Meghan Trainor - Like I'm Gonna Lose You,148,58k,+26%
6,Elle King - Ex's & Oh's,136,68k,+6%
7,Justin Bieber - What Do You Mean,49,74k,-9%
8,Macklemore & Ryan Lewis - Downtown,50,70k,-0%
9,R. City - Locked Away,92,64k,-4%
10,Thomas Rhett - Die a Happy Man,28,50k,+26%
11,Fetty Wap - 679,109,57k,-8%
12,Ellie Goulding - On My Mind,29,51k,+15%
13,The Weeknd - Can't Feel My Face,130,51k,+1%
14,Selena Gomez - Good For You,116,46k,+25%
15,Alessia Cara - Here,78,40k,+29%
16,Luke Bryan - Strip It Down,91,37k,-0%
17,Troye Sivan - Talk Me Down,1,5k,
18,Drake & Future - Jumpman,25,37k,+3%
19,X Ambassadors - Renegades,194,36k,-3%
20,Cam - Burning House,106,32k,-1%
21,Silento - Watch Me,187,44k,-4%
22,One Direction - Drag Me Down,77,36k,-3%
23,Nick Jonas - Levels,56,34k,-6%
24,Carrie Underwood - Heartbeat,7,23k,
25,Major Lazer - Lean On,184,24k,+5%
26,Ed Sheeran - Photograph,157,32k,-12%
27,Hailee Steinfeld - Love Myself,67,35k,-6%
28,Nelly - The Fix,54,27k,+89%
29,Sam Hunt - Break Up In a Small Town,79,26k,+22%
30,Rachel Platten - Fight Song,198,29k,-9%
31,Charlie Puth - Marvin Gaye,138,30k,-17%
32,Imagine Dragons - I Was Me,4,21k,
33,Ellie Goulding - Something In the Way You Move,7,28k,
34,Demi Lovato - Confident,22,21k,+62%
35,Omi - Cheerleader,178,28k,-14%
36,Travis Scott - Antidote,46,20k,+16%
37,Fetty Wap - Trap Queen,267,25k,-8%
38,Calvin Harris & Disciples - How Deep Is Your Love,91,25k,+1%
39,Post Malone - White Iverson,43,22k,+16%
40,Carrie Underwood - Smoke Break,56,20k,-0%
41,Old Dominion - Break up with Him,126,21k,+6%
42,Drake - Right Hand,42,22k,-13%
43,Chris Young - I'm Comin' Over,157,17k,+3%
44,Taylor Swift - Bad Blood,240,19k,-2%
45,iLoveMemphis fka iHeartMemphis - Hit the Quan,1,9k,
46,Fetty Wap - Again,70,20k,+2%
47,Daya - Hide Away,49,19k,+8%
48,Fetty Wap - My Way,91,21k,-11%
49,Jess Glynne - Hold My Hand,67,17k,+32%
