,name,Top 100,end,change
0,The Chainsmokers - Closer,7.0,101k,
1,twenty one pilots - Heathens,49.0,64k,+20%
2,Major Lazer - Cold Water,14.0,71k,-56%
3,Sia - Cheap Thrills,154.0,74k,-40%
4,Meghan Trainor - Me Too,88.0,74k,+13%
5,Justin Timberlake - CAN'T STOP THE FEELING,91.0,73k,-6%
6,Kenny Chesney - Setting the World on Fire,7.0,91k,
7,Britney Spears - Private Show,2.0,11k,
8,Britney Spears - Make Me...,21.0,21k,-15%
9,Charlie Puth - We Don't Talk Anymore,59.0,43k,+40%
10,Florida Georgia Line - H.O.L.Y.,98.0,49k,-8%
11,"Lil Wayne, Wiz Khalifa & Imagine Dragons - Sucker ...",42.0,39k,+59%
12,Katy Perry - Rise,21.0,35k,-11%
13,twenty one pilots - Ride,134.0,48k,-4%
14,Adele - Send My Love,130.0,43k,-11%
15,Panic! At the Disco - Bohemian Rhapsody,1.0,6k,
16,Kiiara - Gold,61.0,38k,+5%
17,Drake - One Dance,122.0,45k,-16%
18,"gnash - i hate u, i love u",100.0,41k,-0%
19,Calvin Harris - This Is What You Came For,98.0,45k,-18%
20,Fifth Harmony - Work from Home,161.0,39k,+105%
21,The Chainsmokers - Don't Let Me Down,180.0,41k,-3%
22,Miranda Lambert - Vice,18.0,31k,-26%
23,Shawn Mendes - Treat You Better,64.0,37k,-14%
24,Dierks Bentley - Different for Girls,70.0,26k,+12%
25,Flume - Never Be Like You,130.0,34k,-2%
26,DJ Khaled - For Free,63.0,39k,+6%
27,Rihanna - Needed Me,166.0,33k,-8%
28,DNCE - Toothbrush,52.0,26k,+38%
29,Ariana Grande - Into You,91.0,28k,+1%
30,Drake - Too Good,91.0,30k,-3%
31,D.R.A.M. - Broccoli,54.0,31k,+6%
32,P!NK - Just Like Fire,112.0,32k,-11%
33,Kelsea Ballerini - Peter Pan,114.0,22k,+17%
34,Thomas Rhett - Vacation,66.0,21k,+14%
35,Jake Owen - American Country Love Song,101.0,26k,+113%
36,Blake Shelton - She's Got a Way With Words,77.0,20k,+18%
37,Coldplay - Hymn for the Weekend,52.0,26k,-1%
38,Fifth Harmony - All In My Head,49.0,30k,+38%
39,Meghan Trainor - NO,154.0,22k,+78%
40,Brett Eldredge - Wanna Be That Song,14.0,14k,+146%
41,Skrillex & Rick Ross - Purple Lamborghini,14.0,20k,-45%
42,Kehlani - Gangsta,4.0,10k,
43,Kent Jones - Don't Mind,101.0,30k,+1%
44,Carrie Underwood - Church Bells,116.0,16k,+5%
45,Maren Morris - My Church,181.0,13k,+61%
46,Drake - Controlla,91.0,21k,-6%
47,X Ambassadors - Unsteady,130.0,19k,+5%
48,Beyoncé - Sorry,102.0,21k,-20%
49,Fitz & The Tantrums - HandClap,61.0,12k,+25%
50,Eric Church - Record Year,118.0,17k,-7%
51,"Daya - Sit Still, Look Pretty",89.0,18k,+8%
52,Dan + Shay - From the Ground Up,149.0,20k,-21%
