,name,Top 100,end,change
0,Lukas Graham - 7 Years,62,126k,+1%
1,Meghan Trainor - NO,14,97k,-15%
2,Rihanna - Work,51,95k,-14%
3,Flo Rida - My House,146,95k,+1%
4,Ariana Grande - Dangerous Woman,8,117k,
5,Mike Posner - I Took a Pill In Ibiza,65,64k,+1%
6,ZAYN - PILLOWTALK,50,64k,-6%
7,Fifth Harmony - Work from Home,21,55k,+12%
8,twenty one pilots - Stressed Out,206,65k,-9%
9,Justin Bieber - Love Yourself,126,61k,-17%
10,"G-Eazy & Bebe Rexha - Me, Myself & I",140,53k,-7%
11,Charlie Puth - One Call Away,123,52k,+5%
12,Blake Shelton - Came Here to Forget,10,54k,-2%
13,Zara Larsson & MNEK - Never Forget You,35,45k,-4%
14,DNCE - Cake By the Ocean,161,52k,+1%
15,Troye Sivan - YOUTH,31,56k,+197%
16,ZAYN - BeFoUr,1,6k,
17,Taylor Swift - New Romantics,33,30k,+25%
18,James Bay - Let It Go,127,32k,+2%
19,Tim McGraw - Humble and Kind,57,32k,-1%
20,Kevin Gates - 2 Phones,72,26k,-1%
21,Maren Morris - My Church,58,32k,-9%
22,Disturbed - The Sound of Silence,82,28k,+14%
23,Selena Gomez - Hands To Myself,109,33k,-13%
24,The Chainsmokers - Roses,169,32k,-5%
25,"Kelly Clarkson, Chloe & H...",2,9k,
26,Kelly Clarkson - Piece By Piece,24,34k,-65%
27,Dierks Bentley - Somewhere on a Beach,59,28k,-0%
28,DJ Snake - Middle,60,26k,+12%
29,Desiigner - Panda,19,20k,+57%
30,Cole Swindell - You Should Be Here,95,27k,-9%
31,Justin Bieber - Sorry,147,30k,-13%
32,Brett Eldredge - Drunk On Your Love,72,23k,-5%
33,Thomas Rhett - T-Shirt,25,20k,+2%
34,Chris Young - Think of You,56,22k,-4%
35,Thomas Rhett - Die a Happy Man,182,23k,-8%
36,The Chainsmokers - Don't Let Me Down,40,19k,+17%
37,Adam Lambert - Welcome to the Show,1,3k,
38,Ruth B. - Lost Boy,53,19k,+13%
39,Adele - Hello,147,25k,-18%
40,ZAYN - LIKE I WOULD,8,32k,+167%
41,Shakira - Try Everything,14,28k,-4%
42,Yo Gotti - Down in the DM,93,21k,-6%
43,Tori Kelly - Hollow,56,11k,+78%
44,Old Dominion - Snapback,50,19k,+5%
45,Dropkick Murphys - I'm Shipping Up to Boston,4,5k,+203%
46,Rachel Platten - Stand By You,165,21k,-12%
47,Future - Low Life,42,16k,-13%
48,Robin Schulz - Sugar,62,17k,-5%
49,Chris Brown - Back To Sleep,92,16k,-17%
50,Coldplay - Adventure of a Lifetime,131,17k,-4%
51,Alessia Cara - Wild Things,22,15k,+24%
52,Jeremih - Oui,55,15k,-0%
53,Adele - When We Were Young,119,17k,-20%
54,Kevin Gates - Really Really,84,11k,-9%
55,Jon Pardi - Head Over Boots,28,15k,+2%
56,Drake - Summer Sixteen,48,15k,-7%
57,Rascal Flatts - I Like the Sound of That,28,13k,+2%
58,Shawn Mendes - Stitches,310,15k,-7%
59,Zac Brown Band - Beautiful Drug,131,15k,-3%
60,Daya - Hide Away,203,15k,-11%
61,Gwen Stefani - Make Me Like You,31,14k,+38%
62,Carrie Underwood - Heartbeat,92,15k,-14%
63,Gwen Stefani - Misery,7,19k,
64,Drake & Future - Jumpman,179,15k,-14%
65,Chris Stapleton - Nobody To Blame,96,13k,-10%
66,Jake Owen - American Country Love Song,14,14k,-60%
67,Elle King - Ex's & Oh's,290,14k,-19%
68,Fetty Wap - Jimmy Choo,42,13k,-2%
69,Florida Georgia Line - Confession,79,12k,-2%
70,Chris Stapleton - Tennessee Whiskey,132,13k,-17%
71,Kid Ink - Promise,6,10k,+20%
72,Belly - Might Not,9,12k,+28%
73,Fetty Wap - 679,263,13k,-4%
74,Meghan Trainor - Like I'm Gonna Lose You,302,13k,-13%
75,The Weeknd - The Hills,296,13k,-14%
76,Mark Ronson - Uptown Funk,475,13k,-10%
77,Rachel Platten - Fight Song,352,12k,-4%
78,Flume - Never Be Like You,12,11k,+5%
79,Sam Hunt - Break Up In a Small Town,233,12k,-9%
80,Shawn Mendes & Camila Cabello - I Know What You Di...,117,10k,-2%
81,Zedd & Aloe Blacc - Candyman,20,11k,-9%
82,Dustin Lynch - Mind Reader,30,10k,-1%
83,The Lumineers - Ophelia,41,11k,+4%
84,X Ambassadors - Unsteady,9,10k,+4%
85,Dawin - Dessert,101,11k,+2%
86,Dan + Shay - From the Ground Up,17,10k,-1%
87,Bryson Tiller - Don't,117,11k,-7%
88,Rihanna - Needed Me,27,9k,+4%
89,Bryson Tiller - Exchange,27,10k,+9%
90,Randy Houser - We Went,16,11k,+15%
91,Ellie Goulding - Something In the Way You Move,45,11k,-18%
92,Justin Bieber - What Do You Mean,203,11k,-13%
93,Luke Bryan - Home Alone Tonight,123,11k,-11%
94,Wiz Khalifa - See You Again,308,11k,+20%
95,Chris Lane - Fix,3,9k,+3%
96,Drake - Hotline Bling,229,10k,-10%
97,"gnash - i hate u, i love u",15,10k,+5%
98,The Weeknd - Acquainted,14,9k,+7%
99,Lauren Daigle - Trust In You,9,9k,-9%
100,Sia - Cheap Thrills,17,8k,+20%
101,The Weeknd - In the Night,121,11k,-16%
102,Zendaya - Something New,4,9k,+0%
103,Lil Dicky - $ave Dat Money,15,7k,+4%
104,Panic! At the Disco - Victorious,38,8k,+26%
