,name,Top 100,end,change
0,Maren Morris - Dear Hate,2.0,28k,
1,Imagine Dragons - Thunder,156.0,83k,+27%
2,Post Malone - rockstar,21.0,47k,-0%
3,Taylor Swift - Look What You Made Me Do,42.0,55k,-19%
4,Ed Sheeran - Perfect,77.0,41k,+33%
5,J Balvin & Willy William - Mi Gente,98.0,78k,+366%
6,Portugal. The Man - Feel It Still,136.0,45k,+3%
7,Demi Lovato - Sorry Not Sorry,87.0,40k,+2%
8,Cardi B - Bodak Yellow,91.0,47k,-16%
9,Maroon 5 - What Lovers Do,37.0,37k,+35%
10,Logic - 1-800-273-8255,111.0,36k,-8%
11,Sam Smith - Too Good at Goodbyes,28.0,32k,-4%
12,Tom Petty - Free Fallin',4.0,34k,
13,Camila Cabello - Havana,49.0,31k,+60%
14,Tom Petty - I Won't Back Down,4.0,30k,
15,P!nk - What About Us,57.0,27k,+5%
16,Kesha - Praying,92.0,28k,-13%
17,Imagine Dragons - Believer,248.0,31k,-7%
18,Liam Payne - Strip That Down,140.0,25k,-7%
19,Kane Brown - What Ifs,146.0,23k,-4%
20,Taylor Swift - ...Ready For It,33.0,24k,-6%
21,Halsey - Bad At Love,37.0,18k,+13%
22,Tom Petty & The Heartbreakers - Mary Jane's Last D...,4.0,22k,
23,LANco - American Love Story,82.0,18k,+5%
24,Niall Horan - Slow Hands,155.0,19k,-29%
25,Tom Petty & The Heartbreakers - American Girl,4.0,17k,
26,Luke Combs - When It Rains It Pours,95.0,17k,-0%
27,Tom Petty - You Don't Know How It Feels,4.0,17k,
28,P!nk - Beautiful Trauma,8.0,18k,
29,Thirty Seconds to Mars - Walk On Water,30.0,6k,+47%
30,Macklemore - Glorious,97.0,15k,-22%
31,Tom Petty & The Heartbreakers - Learning To Fly,4.0,16k,
32,Sam Hunt - Body Like a Back Road,247.0,16k,-4%
33,Post Malone - I Fall Apart,12.0,15k,+6%
34,Thomas Rhett - Unforgettable,69.0,14k,-8%
35,Luis Fonsi & Daddy Yankee - Despacito,172.0,17k,-10%
36,French Montana - Unforgettable,182.0,14k,-8%
37,Yo Gotti - Rake It Up,88.0,16k,-5%
38,Tom Petty - Runnin' Down a Dream,4.0,12k,
