,name,Top 100,end,change
0,Ed Sheeran - Shape of You,77.0,102k,-12%
1,Bruno Mars - That's What I Like,67.0,81k,+2%
2,Sam Hunt - Body Like a Back Road,51.0,62k,+9%
3,The Chainsmokers & Coldplay - Something Just Like ...,30.0,60k,-4%
4,Clean Bandit - Rockabye,82.0,51k,-7%
5,The Weeknd - I Feel It Coming,126.0,47k,-11%
6,Zedd & Alessia Cara - Stay,29.0,40k,+30%
7,James Arthur - Say You Won't Let Go,146.0,39k,+11%
8,ZAYN & Taylor Swift - I Don't Wanna Live Forever,106.0,48k,-16%
9,Julia Michaels - Issues,65.0,35k,+6%
10,Kygo & Selena Gomez - It Ain't Me,36.0,35k,+1%
11,KYLE - iSpy,82.0,32k,-4%
12,Drake - Passionfruit,6.0,29k,
13,Katy Perry - Chained to the Rhythm,42.0,34k,+4%
14,Future - Mask Off,32.0,26k,-11%
15,The Chainsmokers - Paris,70.0,30k,-10%
16,Imagine Dragons - Believer,52.0,27k,-29%
17,Brett Young - In Case You Didn't Know,131.0,24k,+19%
18,Marian Hill - Down,69.0,29k,-10%
19,Bruno Mars - 24K Magic,168.0,29k,+0%
20,Shawn Mendes - Mercy,159.0,29k,-2%
21,Tim McGraw & Faith Hill - Speak to a Girl,1.0,4k,
22,Rihanna - Love on the Brain,164.0,24k,-15%
23,Drake - Portland,6.0,30k,
24,Jon Pardi - Dirt on My Boots,169.0,22k,-9%
25,Keith Urban - The Fighter,57.0,25k,+36%
26,Lady Gaga - Million Reasons,165.0,24k,-11%
27,Auli'i Cravalho - How Far I'll Go,112.0,27k,-16%
28,G-Eazy & Kehlani - Good Life,7.0,27k,
29,Noah Cyrus - Make Me,114.0,24k,-16%
30,Maroon 5 - Cold,38.0,24k,-47%
31,Justin Timberlake - CAN'T STOP THE FEELING,322.0,21k,-14%
32,Grant Gustin - Runnin' Home to You,2.0,7k,
33,Train - Play That Song,154.0,21k,-8%
34,Big Sean - Bounce Back,135.0,19k,-6%
35,Little Big Town - Better Man,152.0,19k,+19%
36,Machine Gun Kelly - At My Best,7.0,29k,
37,Luke Combs - Hurricane,58.0,16k,+12%
38,Kendrick Lamar - The Heart Part 4,1.0,3k,
39,Kodak Black - Tunnel Vision,35.0,20k,-6%
40,Drake - Free Smoke,6.0,21k,
41,Khalid - Location,38.0,17k,+63%
42,Migos - Bad and Boujee,133.0,19k,-17%
43,Ariana Grande - Everyday,27.0,18k,-5%
44,Rag'n'Bone Man - Human,23.0,14k,+57%
45,Post Malone - Congratulations,65.0,14k,+6%
46,LINKIN PARK & Kiiara - Heavy,36.0,14k,+14%
47,The Chainsmokers - Closer,238.0,15k,-12%
48,Ariana Grande & John Legend - Beauty and the Beast,28.0,20k,+23%
49,Ed Sheeran - Castle on the Hill,77.0,13k,-16%
50,Machine Gun Kelly & Camila Cabello - Bad Things,152.0,14k,-24%
51,Calvin Harris - Slide,28.0,13k,+9%
52,Luis Fonsi - Despacito,64.0,13k,+44%
53,David Guetta - Light My Body Up,1.0,2k,
54,"Florida Georgia Line - God, Your Mama, And Me",44.0,12k,-2%
55,Dan Stevens - Evermore,6.0,15k,
56,Drake - Fake Love,151.0,17k,+27%
57,Sabrina Carpenter - Thumbs,36.0,13k,-4%
58,Drake - Teenage Fever,5.0,15k,
59,Dwayne Johnson - You're Welcome,77.0,13k,-6%
60,Michael Ray - Think a Little Less,100.0,12k,-3%
61,MercyMe - Even If,31.0,10k,-2%
62,Ed Sheeran - Perfect,21.0,13k,-32%
63,DJ Snake - Let Me Love You,231.0,12k,+7%
64,"Emma Watson, Luke Evans & Ensemble - Beauty and th...",7.0,14k,+127%
65,Lorde - Green Light,21.0,12k,-40%
66,Keith Urban - Blue Ain't Your Color,224.0,10k,-4%
67,Migos - T-Shirt,70.0,11k,-1%
68,Todrick Hall - Low,1.0,3k,
69,The Weeknd - Starboy,183.0,11k,-13%
70,Rae Sremmurd - Swang,52.0,10k,-47%
71,Ayo & Teo - Rolex,1.0,1k,
72,Childish Gambino - Redbone,36.0,10k,-19%
73,Luke Bryan - Fast,46.0,10k,+18%
74,ZAYN - Still Got Time,1.0,1k,
75,Jason Derulo - Swalla,11.0,8k,+188%
76,AJR - Weak,6.0,9k,+23%
77,Martin Garrix & Dua Lipa - Scared to Be Lonely,9.0,6k,+20%
78,Fitz & The Tantrums - HandClap,290.0,10k,-13%
79,Ed Sheeran - Galway Girl,21.0,10k,-8%
80,Alessia Cara - How Far I'll Go,104.0,11k,-23%
81,Lady Antebellum - You Look Good,53.0,9k,-8%
82,Iggy Azalea - Mo Bounce,1.0,1k,
83,Josh Turner - Hometown Girl,22.0,9k,-19%
84,Starley - Call on Me,48.0,9k,-10%
85,Alessia Cara - Scars To Your Beautiful,198.0,9k,-12%
86,Drake - Gyalchester,5.0,12k,
87,Maroon 5 - Don't Wanna Know,163.0,9k,-18%
88,Midland - Drinkin' Problem,4.0,8k,+165%
89,Brantley Gilbert - The Weekend,90.0,9k,+12%
90,DJ Khaled - Shining,39.0,9k,-8%
91,Travis Scott - goosebumps,55.0,9k,-1%
92,Jason Aldean - Any Ol' Barstool,55.0,8k,-6%
93,The Chainsmokers - Don't Let Me Down,382.0,9k,+8%
94,Dustin Lynch - Small Town Boy,20.0,7k,-1%
95,Hillsong Worship - What a Beautiful Name,45.0,8k,-8%
96,Dierks Bentley - Black,59.0,8k,-1%
97,LINKIN PARK - Battle Symphony,7.0,10k,
98,Miley Cyrus - The Climb,1.0,6k,+354%
99,Michael Kiwanuka - Cold Little Heart,8.0,8k,+21%
100,twenty one pilots - Heathens,276.0,8k,-14%
101,Chris Brown - Party,82.0,8k,-8%
102,Drake - Sacrifices,5.0,10k,
103,Future - Selfish,22.0,7k,-10%
104,Drake - Blem,5.0,7k,
