,name,Top 100,end,change
0,Machine Gun Kelly & Camila Cabello - Bad Things,47.0,58k,+55%
1,Rae Sremmurd - Black Beatles,77.0,67k,-20%
2,The Weeknd - Starboy,78.0,64k,-21%
3,Maroon 5 - Don't Wanna Know,58.0,50k,+2%
4,Bruno Mars - 24K Magic,63.0,52k,+6%
5,The Chainsmokers - Closer,133.0,42k,-4%
6,J. Cole - False Prophets,3.0,15k,
7,Lady Gaga - Million Reasons,60.0,42k,+136%
8,John Legend - Love Me Now,49.0,33k,+148%
9,Hailee Steinfeld & Grey - Starving,130.0,38k,-13%
10,J. Cole - Everbody Dies,3.0,13k,
11,Train - Play That Song,49.0,32k,+93%
12,Drake - Fake Love,46.0,33k,+0%
13,Pentatonix - Hallelujah,49.0,34k,+8%
14,Ariana Grande - Side To Side,108.0,33k,-14%
15,"gnash - i hate u, i love u",226.0,31k,+5%
16,Jon Bellion - All Time Low,70.0,29k,+4%
17,Sia - The Greatest,94.0,30k,+12%
18,Niall Horan - This Town,71.0,27k,-6%
19,Mariah Carey - All I Want For Christmas Is You,129.0,27k,+16%
20,Rihanna - Love on the Brain,59.0,25k,+17%
21,Alessia Cara - Scars To Your Beautiful,93.0,24k,+18%
22,Amine - Caroline,94.0,21k,+12%
23,Keith Urban - Blue Ain't Your Color,119.0,26k,-0%
24,Shawn Mendes - Mercy,54.0,22k,+66%
25,D.R.A.M. - Broccoli,180.0,25k,-1%
26,DJ Snake - Let Me Love You,126.0,19k,+7%
27,Little Big Town - Better Man,47.0,23k,+10%
28,twenty one pilots - Heathens,175.0,25k,-13%
29,OneRepublic - Let's Hurt Tonight,7.0,10k,
30,Nicki Minaj & Mike Will Made-It - Black Barbies,9.0,25k,+176%
31,"Pentatonix - Mary, Did You Know",85.0,17k,+46%
32,Andy Grammer - Fresh Eyes,73.0,20k,-21%
33,Christian Cuevas - To Worship You I Live,4.0,21k,
34,Martin Garrix & Bebe Rexha - In the Name of Love,104.0,17k,-2%
35,Zay Hilfiger & Zayion McCall - Juju On That Beat,70.0,19k,-5%
36,Florida Georgia Line - May We All,126.0,17k,+4%
37,Fitz & The Tantrums - HandClap,187.0,17k,-9%
38,Auli'i Cravalho - How Far I'll Go,16.0,22k,-36%
39,Justin Timberlake - CAN'T STOP THE FEELING,217.0,17k,-14%
40,Blake Shelton - A Guy With a Girl,34.0,12k,+48%
41,Billy Gilman - I Surrender,4.0,26k,
42,X Ambassadors - Unsteady,256.0,15k,+6%
43,Migos - Bad and Boujee,28.0,15k,+53%
44,Fifth Harmony - That's My Girl,19.0,15k,+16%
45,Jon Pardi - Dirt on My Boots,64.0,14k,+12%
46,Pitbull - Greenlight,58.0,13k,+9%
47,James Arthur - Say You Won't Let Go,41.0,11k,+29%
48,The Weeknd - I Feel It Coming,21.0,11k,-6%
49,Grace VanderWaal - I Don't Know My Name,21.0,15k,+40%
50,The White Stripes - Seven Nation Army,13.0,12k,+337%
51,Gucci Mane - Drove U Crazy,7.0,13k,
52,Big Sean - Bounce Back,31.0,10k,+31%
53,Brett Eldredge - Wanna Be That Song,124.0,10k,+26%
54,ZAYN & Taylor Swift - I Don't Wanna Live Forever,1.0,1k,
55,Rob $Tone - Chill Bill,129.0,11k,+0%
56,"Daya - Sit Still, Look Pretty",214.0,12k,-14%
57,Adele - Water Under the Bridge,45.0,9k,+31%
58,Josh Gallagher - Danny's Song,4.0,17k,
59,Sundance Head - Love Can Build a Bridge,4.0,21k,
60,Brett Young - Sleep Without You,93.0,10k,-8%
61,Young M.a. - Ooouuu,100.0,9k,-1%
62,Brenda Lee - Rockin' Around the Christmas Tree,29.0,9k,+28%
63,Thomas Rhett - Star of the Show,70.0,9k,+0%
64,Shawn Mendes - Treat You Better,188.0,9k,+19%
65,John Mayer - Love on the Weekend,12.0,6k,+0%
66,The Weeknd - Party Monster,21.0,9k,-38%
67,Coldplay - Hymn for the Weekend,178.0,10k,-5%
68,Trans-Siberian Orchestra - Christmas / Sarajevo 12...,30.0,9k,-6%
69,Andra Day - Rise Up,93.0,6k,-2%
70,Old Dominion - Song for Another Time,116.0,8k,+7%
71,Sia - Cheap Thrills,280.0,8k,-0%
72,Bruno Mars - Chunky,8.0,6k,+113%
73,Dwayne Johnson - You're Welcome,15.0,10k,-23%
74,Carrie Underwood - Dirty Laundry,72.0,8k,-4%
75,The Chainsmokers - Don't Let Me Down,305.0,8k,-2%
76,Bobby Helms - Jingle Bell Rock,9.0,7k,+24%
77,Faith Hill - Where Are You Christmas,12.0,7k,+15%
78,Disturbed - The Sound of Silence,342.0,7k,+5%
79,Kenny Chesney - Setting the World on Fire,133.0,8k,-7%
80,Miranda Lambert - Vice,138.0,6k,-7%
81,Alessia Cara - How Far I'll Go,20.0,10k,-40%
82,Wham! - Last Christmas,6.0,7k,+31%
83,DJ Khaled - Do You Mind,93.0,8k,-8%
84,Lauren Alaina - Road Less Traveled,12.0,7k,+14%
85,Trans-Siberian Orchestra - Christmas Canon,13.0,7k,+28%
86,The Weeknd - Secrets,8.0,8k,+46%
87,Drake - Sneakin',46.0,7k,+0%
88,PARTYNEXTDOOR - Come and See Me,28.0,7k,-3%
89,Eric Church - Kill a Word,35.0,7k,-14%
90,Major Lazer - Cold Water,135.0,7k,+2%
91,twenty one pilots - Stressed Out,451.0,6k,-1%
92,Cole Swindell - Middle of a Memory,168.0,7k,-4%
93,Brantley Gilbert - The Weekend,19.0,6k,+11%
94,OneRepublic - Kids,49.0,6k,-1%
95,twenty one pilots - Ride,257.0,7k,-9%
96,Chris Stapleton - Parachute,78.0,7k,+1%
97,"Lil Wayne, Wiz Khalifa & Imagine Dragons - Sucker ...",168.0,7k,-19%
