,name,Top 100,end,change
0,P!nk - What About Us,1.0,14k,
1,Luis Fonsi & Daddy Yankee - Despacito,116.0,73k,-2%
2,Liam Payne - Strip That Down,84.0,56k,+2%
3,Kesha - Praying,36.0,42k,+40%
4,Niall Horan - Slow Hands,99.0,52k,+0%
5,Charlie Puth - Attention,112.0,49k,-0%
6,Shawn Mendes - There's Nothing Holdin' Me Back,114.0,48k,+5%
7,Imagine Dragons - Believer,192.0,41k,-5%
8,Sam Hunt - Body Like a Back Road,191.0,42k,-5%
9,French Montana - Unforgettable,126.0,38k,+3%
10,DJ Khaled - Wild Thoughts,56.0,32k,-10%
11,Calvin Harris - Feels,56.0,31k,+9%
12,Portugal. The Man - Feel It Still,80.0,26k,+24%
13,Demi Lovato - Sorry Not Sorry,31.0,23k,+2%
14,Cardi B - Bodak Yellow,35.0,24k,+14%
15,Post Malone - Congratulations,205.0,25k,-2%
16,Childish Gambino - Redbone,174.0,24k,+0%
17,Glen Campbell - Wichita Lineman,3.0,12k,
18,Kane Brown - What Ifs,91.0,20k,+8%
19,DJ Khaled - I'm the One,105.0,24k,-10%
20,Hailee Steinfeld - Most Girls,89.0,20k,+6%
21,The Chainsmokers & Coldplay - Something Just Like ...,170.0,21k,+3%
22,Cheat Codes - No Promises,92.0,17k,+15%
23,Glen Campbell - Rhinestone Cowboy,3.0,11k,
24,Fifth Harmony - Angel,1.0,3k,
25,Imagine Dragons - Thunder,100.0,18k,-3%
26,Macklemore - Glorious,42.0,12k,+9%
27,Kendrick Lamar - HUMBLE.,133.0,18k,+6%
28,Ed Sheeran - Castle on the Hill,217.0,18k,-9%
29,Glen Campbell - Gentle On My Mind,3.0,9k,
30,Camila Cabello - OMG,8.0,22k,+366%
31,David Guetta - 2U,63.0,17k,+61%
32,Miley Cyrus - Malibu,91.0,12k,-40%
33,Dustin Lynch - Small Town Boy,141.0,16k,-2%
34,Bruno Mars - That's What I Like,207.0,17k,-8%
35,Yo Gotti - Rake It Up,32.0,15k,+24%
36,Luis Fonsi - Despacito,203.0,18k,+6%
37,J Balvin & Willy William - Mi Gente,42.0,14k,+4%
38,Ed Sheeran - Shape of You,217.0,16k,-9%
39,21 Savage - Bank Account,35.0,14k,+5%
40,James Arthur - Say You Won't Let Go,286.0,14k,+0%
41,Luke Combs - When It Rains It Pours,40.0,13k,+7%
42,Brett Young - In Case You Didn't Know,271.0,13k,-1%
43,Samir Mezrahi - A a a a a Very Good Song,1.0,3k,
44,Midland - Drinkin' Problem,108.0,12k,+0%
45,Jon Pardi - Heartache on the Dance Floor,53.0,13k,+6%
46,OneRepublic & Seeb - Rich Love,9.0,13k,
47,The Revivalists - Wish I Knew You,83.0,11k,+15%
48,Brett Eldredge - Wanna Be That Song,176.0,9k,
49,Thomas Rhett - Craving You,133.0,11k,-13%
50,Rita Ora - Your Song,7.0,9k,+378%
51,Camila Cabello - Havana,8.0,15k,+202%
52,Zedd & Alessia Cara - Stay,169.0,11k,-4%
53,Bruno Mars - Versace On The Floor,60.0,11k,+10%
54,Miranda Lambert - Tin Man,112.0,9k,+38%
55,LANco - American Love Story,26.0,10k,+13%
56,Glen Campbell - By the Time I Get to Phoenix,3.0,6k,
57,Justin Timberlake - CAN'T STOP THE FEELING,462.0,11k,+3%
