,name,Top 100,end,change
0,Rihanna - Work,2,127k,
1,Justin Bieber - Love Yourself,77,120k,-16%
2,twenty one pilots - Stressed Out,157,116k,-8%
3,Flo Rida - My House,97,98k,-11%
4,Selena Gomez - Hands To Myself,60,66k,+37%
5,"G-Eazy & Bebe Rexha - Me, Myself & I",91,65k,+6%
6,Adele - Hello,98,69k,-23%
7,Justin Bieber - Sorry,98,65k,-20%
8,Charlie Puth - One Call Away,74,60k,-7%
9,The Chainsmokers - Roses,120,61k,-13%
10,Fall Out Boy - Irresistible,88,31k,+30%
11,ZAYN - PILLOWTALK,1,6k,
12,Thomas Rhett - Die a Happy Man,133,42k,-16%
13,DNCE - Cake By the Ocean,112,39k,-11%
14,Adele - When We Were Young,70,38k,-19%
15,Wiz Khalifa - Bake Sale,7,42k,
16,Daya - Hide Away,154,36k,-11%
17,Rachel Platten - Stand By You,116,34k,-11%
18,Lukas Graham - 7 Years,13,25k,+65%
19,Shawn Mendes & Camila Cabello - I Know What You Di...,72,36k,-20%
20,Selena Gomez - Same Old Love,141,33k,-9%
21,Yo Gotti - Down in the DM,44,22k,+5%
22,Meghan Trainor - Like I'm Gonna Lose You,253,29k,-22%
23,The Weeknd - In the Night,72,29k,-20%
24,Sam Hunt - Break Up In a Small Town,184,28k,-16%
25,Cole Swindell - You Should Be Here,46,24k,+5%
26,Alessia Cara - Here,183,30k,-19%
27,Shawn Mendes - Stitches,262,29k,-22%
28,One Direction - Perfect,105,25k,-24%
29,Luke Bryan - Home Alone Tonight,74,25k,-9%
30,Jason Derulo - Get Ugly,38,23k,+3%
31,Kevin Gates - 2 Phones,23,16k,+18%
32,Elle King - Ex's & Oh's,241,27k,-15%
33,Dierks Bentley - Somewhere on a Beach,10,23k,+11%
34,Maren Morris - My Church,9,17k,+63%
35,Justin Bieber - What Do You Mean,154,26k,-25%
36,Brett Eldredge - Drunk On Your Love,23,22k,-9%
37,Post Malone - White Iverson,148,24k,-15%
38,Kevin Gates - Really Really,38,15k,+8%
39,Love and Theft - Whiskey on My Breath,4,14k,
40,Drake & Future - Jumpman,130,24k,-23%
41,Andy Grammer - Good To Be Alive,77,21k,+4%
42,Fetty Wap - 679,214,22k,-23%
43,Mike Posner - I Took a Pill In Ibiza,16,19k,+14%
44,Tim McGraw - Humble and Kind,8,26k,
