,name,Top 100,end,change
0,Adele - Hello,49,165k,-43%
1,Jordan Smith - Somebody To Love,4,161k,
2,Justin Bieber - Sorry,49,107k,-14%
3,Justin Bieber - Love Yourself,28,75k,-6%
4,The Weeknd - In the Night,23,39k,+130%
5,Selena Gomez - Same Old Love,92,53k,-5%
6,Thomas Rhett - Die a Happy Man,84,47k,+5%
7,Meghan Trainor - Like I'm Gonna Lose You,204,50k,-7%
8,Drake - Hotline Bling,133,50k,-14%
9,Selena Gomez - Hands To Myself,11,28k,+292%
10,Elle King - Ex's & Oh's,192,45k,-11%
11,Ellie Goulding - On My Mind,84,35k,+28%
12,Justin Bieber - What Do You Mean,105,40k,-15%
13,Flo Rida - My House,48,35k,+21%
14,The Weeknd - The Hills,198,35k,-6%
15,The Chainsmokers - Roses,71,32k,+15%
16,Alessia Cara - Here,134,37k,-5%
17,twenty one pilots - Stressed Out,108,29k,+48%
18,Shawn Mendes - Stitches,213,37k,-19%
19,Coldplay - Adventure of a Lifetime,35,38k,+15%
20,Rachel Platten - Stand By You,67,33k,+58%
21,Fetty Wap - 679,165,33k,-3%
22,One Direction - Perfect,56,30k,-9%
23,Sam Hunt - Break Up In a Small Town,135,29k,+2%
24,Mariah Carey - All I Want For Christmas Is You,87,30k,+2%
25,Daya - Hide Away,105,27k,+10%
26,The Weeknd - Can't Feel My Face,186,21k,+20%
27,Post Malone - White Iverson,99,25k,+6%
28,Drake & Future - Jumpman,81,27k,+3%
29,Jeffery Austin - Believe,4,41k,
30,Demi Lovato - Confident,78,27k,-54%
31,Gwen Stefani - Used to Love You,44,31k,-24%
32,"Pentatonix - Mary, Did You Know",52,23k,+47%
33,Missy Elliott - WTF,29,25k,+6%
34,Taylor Swift - Wildest Dreams,186,23k,-13%
35,"G-Eazy & Bebe Rexha - Me, Myself & I",42,24k,+36%
36,Cam - Burning House,162,21k,+11%
37,Jordan Smith - Hallelujah,11,30k,-59%
38,Selena Gomez - Me & My Girls,3,9k,
39,Amy Vachal - To Make You Feel My Love,4,36k,
40,Luke Bryan - Home Alone Tonight,25,19k,+19%
41,Andy Grammer - Good To Be Alive,28,18k,-20%
42,Flo Rida - Dirty Mind,6,20k,
43,Chris Stapleton - Tennessee Whiskey,37,19k,-6%
44,Travis Scott - Antidote,102,19k,+5%
45,Madi Davis - Big Girls Don't Cry,4,36k,
46,Adele - When We Were Young,21,21k,-37%
47,Rachel Platten - Fight Song,254,30k,+73%
48,Emily Ann Roberts - 9 To 5,4,34k,
49,Charlie Puth - One Call Away,25,18k,-8%
50,Shawn Mendes & Camila Cabello - I Know What You Di...,23,17k,+16%
51,DNCE - Cake By the Ocean,63,17k,+11%
52,Ariana Grande - Focus,43,20k,-18%
53,Selena Gomez - Good For You,172,13k,+7%
54,Brenda Lee - Rockin' Around the Christmas Tree,12,15k,+16%
55,Kygo - Stay,7,21k,
56,Disturbed - The Sound of Silence,2,6k,
57,Blake Shelton - Gonna,32,12k,+99%
58,Rudimental - Lay It All On Me,77,16k,-27%
59,Nelly - The Fix,110,14k,+6%
60,Chris Young - I'm Comin' Over,213,14k,-8%
61,Braiden Sunshine - Amazing Grace,4,29k,
62,Adele - Water Under the Bridge,21,16k,-46%
63,One Direction - Drag Me Down,133,14k,-17%
64,Fetty Wap - Again,126,12k,-3%
65,Adele - Send My Love,21,14k,-33%
66,Sia - Alive,39,19k,-20%
67,Future - Where Ya At,112,12k,+2%
68,Bryson Tiller - Don't,19,12k,+2%
69,Macklemore & Ryan Lewis - Downtown,106,14k,-24%
70,Zac Brown Band - Beautiful Drug,37,12k,+9%
71,Silento - Watch Me,243,14k,-13%
72,Fetty Wap - Trap Queen,323,12k,-3%
73,Barrett Baber - Ghost,4,25k,
74,Dawin - Dessert,7,12k,+38%
75,Chris Stapleton - Nobody To Blame,7,11k,+30%
76,Tory Lanez - Say It,24,11k,-1%
77,R. City - Locked Away,148,14k,-20%
78,Fall Out Boy - Irresistible,39,11k,+4%
79,Brothers Osborne - Stay a Little Longer,108,11k,+12%
80,Drake & Future - Big Rings,25,12k,+9%
81,J. Cole - No Role Modelz,59,11k,+6%
82,Zach Seabaugh - The Climb,4,25k,
83,Ellie Goulding - Love Me Like You Do,215,7k,+72%
84,Mark Ronson - Uptown Funk,381,10k,-0%
85,Luke Bryan - Strip It Down,147,12k,-14%
86,Major Lazer - Lean On,236,10k,-3%
87,DeJ Loaf - Back Up,48,11k,-2%
88,Nathaniel Rateliff & The Night Sweats - S.O.B.,86,10k,+3%
89,Eric Church - Mr. Misunderstood,22,10k,+3%
90,James Bay - Let It Go,35,10k,-4%
91,X Ambassadors - Renegades,250,11k,-12%
92,Chris Brown - Back To Sleep,11,8k,-38%
93,Jana Kramer - I Got the Boy,51,10k,-3%
94,Ed Sheeran - Thinking Out Loud,430,9k,-13%
95,Ellie Goulding - Army,7,3k,
96,iLoveMemphis fka iHeartMemphis - Hit the Quan,55,12k,-21%
97,Troye Sivan - YOUTH,1,5k,+70%
98,WALK THE MOON - Shut Up and Dance,356,9k,-20%
99,Justin Timberlake - Drink You Away,35,9k,-9%
100,Halsey - New Americana,21,9k,+17%
101,Sam Hunt - House Party,201,13k,+1%
102,Calvin Harris & Disciples - How Deep Is Your Love,136,9k,-9%
103,Trans-Siberian Orchestra - Christmas Canon,,8k,+35%
104,Trans-Siberian Orchestra - Christmas / Sarajevo 12...,6,9k,-8%
105,Wiz Khalifa - See You Again,242,8k,+5%
106,Justin Bieber - I'll Show You,36,9k,-25%
107,Chris Brown - Zero,14,8k,-35%
108,David Archuleta & Nathan Pacheco - The Prayer,,1k,
109,J. Cole - Caged Bird,3,5k,
110,Charlie Puth - Marvin Gaye,179,10k,-20%
111,Jordan Smith - Great Is Thy Faithfulness,16,10k,-1%
112,Florida Georgia Line - Confession,5,7k,+29%
113,Faith Hill - Where Are You Christmas,1,8k,+8%
114,Keith Urban - Break On Me.,9,9k,+33%
115,Drake - Right Hand,77,8k,-2%
116,The Weeknd - Earned It,273,8k,-0%
117,Yo Gotti - Down in the DM,,8k,+35%
118,Locash - I Love This Life,9,8k,+0%
119,Mark Schultz - Different Kind of Christmas,2,6k,
120,Ed Sheeran - Photograph,200,8k,-20%
121,Little Big Town - Girl Crush,277,9k,+2%
122,J. Cole - Folgers Crystals,2,5k,
123,Bas - Night Job,3,7k,
124,IAmDLOW - Bet You Can't Do It Like Me,1,8k,+3%
125,Stevie Wonder & Andra Day - Someday at Christmas,11,11k,-39%
126,Carrie Underwood - Heartbeat,15,7k,+64%
127,Cassadee Pope - I Am Invincible,2,5k,
128,Drake - Back To Back,98,7k,+6%
129,Rae Sremmurd - Come Get Her,45,8k,-8%
130,Haley Reinhart - Can't Help Falling in Love,10,6k,+41%
131,Empire Cast - Powerful,13,12k,-42%
132,Kevin Gates - Really Really,,6k,+25%
133,Granger Smith - Backroad Song,8,6k,+9%
134,Kane Brown - I Love That I Hate You,7,9k,-45%
