,name,Top 100,end,change
0,Omi - Cheerleader,76,174k,-3%
1,The Weeknd - Can't Feel My Face,28,129k,+10%
2,Silento - Watch Me,85,129k,+31%
3,Rachel Platten - Fight Song,96,126k,-8%
4,Taylor Swift - Bad Blood,138,126k,-17%
5,"Andy Grammer - Honey, I'm Good.",166,90k,-12%
6,WALK THE MOON - Shut Up and Dance,208,83k,-12%
7,Major Lazer - Lean On,82,77k,-9%
8,Fetty Wap - 679,7,87k,
9,Selena Gomez - Good For You,14,87k,-51%
10,Skrillex & Diplo - Where ...,114,77k,+6%
11,Wiz Khalifa - See You Again,118,78k,-21%
12,Fetty Wap - Trap Queen,165,75k,-4%
13,The Weeknd - The Hills,40,67k,+7%
14,Fifth Harmony - Worth It,135,65k,-15%
15,Little Big Town - Girl Crush,171,59k,-16%
16,Demi Lovato - Cool for the Summer,5,86k,
17,Luke Bryan - Kick the Dust Up,48,60k,-3%
18,David Guetta - Hey Mama,111,60k,-15%
19,Ed Sheeran - Photograph,55,55k,+0%
20,Mark Ronson - Uptown Funk,238,50k,-7%
21,Sam Hunt - House Party,47,49k,+7%
22,Jason Derulo - Want to Want Me,118,50k,-16%
23,Maroon 5 - This Summer's Gonna Hurt Like a MotherF...,52,54k,-20%
24,Fall Out Boy - Uma Thurman,124,46k,+11%
25,DJ Snake & AlunaGeorge - You Know You Like It,107,48k,-18%
26,Tove Lo - Talking Body,151,47k,-16%
27,Sam Hunt - Take Your Time,227,46k,-9%
28,Blake Shelton - Sangria,88,42k,-0%
29,Lee Greenwood - God Bless The U.S.A.,6,26k,
30,Thomas Rhett - Crash and Burn,73,40k,+7%
31,Chris Janson - Buy Me a Boat,65,39k,+10%
32,Rihanna - Bitch Better Have My Money,102,38k,+69%
33,Ed Sheeran - Thinking Out Loud,280,37k,-0%
34,Eric Church - Like a Wrecking Ball,124,37k,-1%
35,Maroon 5 - Sugar,174,38k,-13%
36,Jidenna - Classic Man,51,45k,+38%
37,Meek Mill - All Eyes On You,10,70k,+45%
38,Pitbull - Fun,54,36k,-19%
39,"Flo Rida - I Don't Like It, I Love It",25,33k,+19%
40,Sia - Elastic Heart,193,35k,-16%
41,Shawn Mendes - Stitches,55,34k,-14%
42,Rich Homie Quan - Flex,68,30k,-9%
43,George Ezra - Budapest,145,31k,-22%
44,The Weeknd - Earned It,189,31k,-7%
45,Charlie Puth - Marvin Gaye,36,30k,+7%
46,"Keith Urban - John Cougar, John Deere, John 3:16",27,27k,+4%
47,Nicki Minaj - The Night Is Still Young,54,30k,-19%
48,Meghan Trainor - Dear Future Husband,253,28k,-19%
49,Omarion - Post To Be,145,27k,+6%
50,X Ambassadors - Renegades,92,27k,-13%
51,Meek Mill - R.I.C.O.,7,44k,
52,Canaan Smith - Love You Like That,110,25k,-0%
53,T-Wayne - Nasty Freestyle,90,26k,-22%
54,Flo Rida - GDFR,250,23k,-2%
55,Echosmith - Bright,114,25k,-22%
56,Zac Brown Band - Loving You Easy,55,22k,+1%
57,Jason Aldean - Tonight Looks Good On You,94,22k,-7%
58,Taylor Swift - Shake It Off,322,22k,-13%
59,Kelsea Ballerini - Love Me Like You Mean It,101,22k,-19%
60,"Toby Keith - Courtesy of the Red, White and Blue",2,14k,
61,Bruce Springsteen - Born In the U.S.A.,4,15k,
62,Meghan Trainor - Like I'm Gonna Lose You,46,19k,+40%
63,Jake Owen - Real Life,35,20k,+18%
64,Ginuwine - Pony,6,17k,
65,Taylor Swift - Style,252,19k,-15%
66,Trey Songz - Slow Motion,135,20k,-16%
67,Ellie Goulding - Love Me Like You Do,179,19k,-21%
68,Pharrell Williams - Freedom,5,16k,
69,Shinedown - Cut the Cord,7,27k,
70,Brantley Gilbert - One Hell of an Amen,57,18k,+0%
71,Eminem - Phenomenal,19,13k,+84%
72,Lil Wayne & Charlie Puth - Nothing But Trouble,6,21k,
73,Puff Daddy & The Family - Finna Get Loose,6,21k,
74,Taylor Swift - Blank Space,252,16k,-12%
75,Michael Ray - Kiss You In the Morning,37,16k,+14%
76,Elle King - Ex's & Oh's,34,16k,-6%
77,Brett Eldredge - Lose My Mind,35,15k,+1%
78,Zedd - Beautiful Now,38,15k,-16%
79,Zac Brown Band - Homegrown,175,15k,-2%
80,Miley Cyrus - Party In the U.S.A.,3,10k,+253%
81,Meek Mill - Bad For You,7,28k,
82,Katy Perry - Firework,9,9k,+231%
83,Adam Lambert - Ghost Town,27,16k,-25%
84,Fall Out Boy - Centuries,303,15k,-8%
85,Chris Young - I'm Comin' Over,55,15k,-6%
86,Easton Corbin - Baby Be My Love Song,35,15k,+12%
87,Sage the Gemini - Good Thing,24,14k,-4%
88,"Kuana Torres Kahele, Napua Greig & James Ford Murp...",13,14k,-23%
89,Jeremih - Planes,45,15k,+3%
90,Kid Ink - Be Real,43,15k,-18%
91,Brad Paisley - Crushin' It,8,13k,+11%
92,Old Dominion - Break up with Him,24,14k,+2%
93,Florida Georgia Line - Anything Goes,29,12k,+4%
94,NEEDTOBREATHE - Brother,8,15k,+48%
95,Pia Mia - Do It Again,9,14k,+18%
96,Vance Joy - Riptide,378,14k,+3%
97,Carrie Underwood - Little Toy Guns,113,14k,-16%
98,Kelly Clarkson - Heartbeat Song,137,11k,+7%
99,Meghan Trainor - All About That Bass,349,12k,-2%
100,Tim McGraw - Diamond Rings and Old Barstools,68,14k,-10%
101,Bea Miller - Fire N Gold,6,12k,+8%
102,Imagine Dragons - Radioactive,245,12k,+22%
103,Rae Sremmurd - This Could Be Us,2,13k,+4%
104,Miguel - Coffee,14,14k,+62%
105,Tech N9ne - Hood Go Crazy,53,13k,-11%
106,Janelle Monáe & Jidenna -...,9,15k,+83%
107,Five Finger Death Punch - Jekyll and Hyde,15,13k,-8%
108,Katy Tiz - Whistle,40,13k,-20%
109,Meghan Trainor - Lips Are Movin,245,12k,-6%
110,Dustin Lynch - Hell of a Night,2,12k,-3%
111,Hozier - Take Me to Church,332,12k,-13%
112,Natalie La Rose - Somebody,154,12k,-14%
113,Yo Gotti - Rihanna,4,12k,
114,Miguel - Simple Things,4,12k,
115,Pitbull & Ne-Yo - Time of Our Lives,201,11k,-16%
116,Florida Georgia Line - Sippin' On Fire,115,12k,-14%
117,Nick Jonas - Chains,158,11k,-23%
118,Pharrell Williams - Happy,432,10k,-4%
119,Flo Rida - My House,,8k,+5%
120,Sheppard - Geronimo,200,11k,-23%
121,Pitbull - Fireball,191,9k,-13%
122,Neil Diamond - America,2,6k,
123,twenty one pilots - Tear In My Heart,16,11k,-6%
124,Carly Rae Jepsen - I Really Like You,95,11k,-26%
125,Jessie J - Flashlight,50,11k,-27%
126,Rae Sremmurd - Come Get Her,2,10k,-13%
127,Chris Brown - Liquor,6,13k,+205%
128,Kenny Chesney - American Kids,143,8k,+6%
129,Janet Jackson - No Sleeep,10,16k,-54%
130,Big Sean - Blessings,119,14k,+15%
131,Cole Swindell - Let Me See Ya Girl,,10k,+0%
132,Drake - 0 To 100 / The Catch Up,161,9k,+2%
133,The Weeknd - Often,36,10k,-4%
134,Toby Keith - American Soldier,1,5k,
135,Jess Glynne - Hold My Hand,,8k,-7%
136,Drake - Energy,73,10k,-14%
137,Sam Smith - Like I Can,6,10k,-20%
138,Frankie Ballard - Young & Crazy,,10k,+2%
139,AWOLNATION - Sail,210,9k,+90%
140,A Thousand Horses - Smoke,122,10k,-16%
141,The White Stripes - Seven Nation Army,,7k,+223%
142,Future - F*ck up Some Commas,7,9k,-23%
143,Toby Keith - Made In America,1,4k,
144,DJ Khaled - How Many Times,18,9k,-15%
145,Zac Brown Band - Chicken Fried,,6k,+40%
146,The Game - 100,8,13k,-11%
147,Sam Smith - Lay Me Down,145,10k,-24%
148,Big Sean - I Don't Fuck With You,203,11k,+60%
149,Rihanna and Kanye West and Paul McCartney - FourFi...,127,8k,-13%
150,Shaggy - I Need Your Love,57,8k,-39%
151,Jana Kramer - I Got the Boy,3,9k,-13%
152,Ariana Grande - One Last Time,120,8k,-25%
153,Don McLean - American Pie,,5k,+170%
154,Brothers Osborne - Stay a Little Longer,,9k,+1%
155,Robin Thicke - Morning Sun,,8k,
156,Sam Hunt - Leave the Night On,205,8k,-14%
157,Trak D - Skate on 'em,,2k,
158,Rihanna - American Oxygen,5,4k,+31%
159,Martina McBride - Independence Day,1,4k,
160,"Ross Lynch, Maia Mitchell, Garrett Clayton, Grace ...",3,10k,+0%
161,J. Cole - Wet Dreamz,11,8k,-16%
162,Disturbed - The Vengeful One,5,10k,-37%
163,James Bay - Hold Back the River,1,8k,-25%
164,Maroon 5 - Animals,243,7k,-22%
165,Hillsong UNITED - Touch the Sky,6,8k,-3%
166,Dierks Bentley - Drunk On a Plane,161,5k,+2%
167,Nicki Minaj - Truffle Butter,136,7k,-14%
168,Drake - Know Yourself,81,7k,-4%
169,Deorro & Chris Brown - Five More Hours,,7k,-11%
170,Dillon Francis & DJ Snake - Get Low,67,8k,-12%
171,Wale - The Matrimony,36,8k,-26%
172,Matt Bomer - Heaven,,5k,
173,Imagine Dragons - I Bet My Life,181,8k,-40%
174,Sia - Chandelier,327,7k,-13%
175,Fall Out Boy - Immortals,79,7k,-6%
176,Florida Georgia Line - This Is How We Roll,306,6k,+1%
177,Kid Rock - All Summer Long,,5k,+35%
178,Beck - Dreams,9,7k,-23%
179,Ross Lynch - On My Own,5,12k,+46%
180,Maddie & Tae - Fly,,8k,-4%
181,Luke Bryan - Play It Again,213,6k,-7%
182,Sam Smith - Stay With Me,380,7k,-21%
183,MercyMe - Flawless,,6k,+20%
184,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",231,6k,-16%
185,Sam Smith - I'm Not the Only One,230,7k,-13%
186,Kendrick Lamar - Alright,3,9k,
187,Nicky Jam & Enrique Igles...,,6k,-10%
188,Darius Rucker - Wagon Wheel,65,5k,-3%
189,Meek Mill - Pullin Up,4,14k,
190,Billy Currington - Don't It,101,8k,-24%
191,Brantley Gilbert - Bottoms Up,251,7k,-9%
