,name,Top 100,end,change
0,Adele - Hello,70,342k,+86%
1,Justin Bieber - Love Yourself,49,278k,+77%
2,Justin Bieber - Sorry,70,286k,+101%
3,twenty one pilots - Stressed Out,129,158k,+92%
4,Elle King - Ex's & Oh's,213,107k,+147%
5,Demi Lovato - Confident,99,107k,+140%
6,Drake - Hotline Bling,154,155k,+121%
7,Selena Gomez - Same Old Love,113,130k,+88%
8,Flo Rida - My House,69,102k,+82%
9,Charlie Puth - One Call Away,46,95k,+184%
10,Shawn Mendes - Stitches,234,135k,+175%
11,Justin Bieber - What Do You Mean,126,122k,+125%
12,The Chainsmokers - Roses,92,87k,+48%
13,Alessia Cara - Here,155,102k,+104%
14,Meghan Trainor - Like I'm Gonna Lose You,225,101k,+77%
15,Fetty Wap - 679,186,131k,+161%
16,One Direction - Perfect,77,93k,+112%
17,Thomas Rhett - Die a Happy Man,105,95k,+53%
18,Ellie Goulding - On My Mind,105,71k,+108%
19,Rachel Platten - Stand By You,88,57k,+145%
20,The Weeknd - In the Night,44,80k,+41%
21,Shawn Mendes & Camila Cabello - I Know What You Di...,44,91k,+134%
22,Drake & Future - Jumpman,102,109k,+160%
23,Daya - Hide Away,126,86k,+100%
24,The Weeknd - The Hills,219,91k,+106%
25,Sam Hunt - Break Up In a Small Town,156,79k,+79%
26,Rachel Platten - Fight Song,275,46k,+146%
27,One Direction - Drag Me Down,154,73k,+203%
28,Taylor Swift - Wildest Dreams,207,86k,+83%
29,"G-Eazy & Bebe Rexha - Me, Myself & I",63,71k,+172%
30,Wiz Khalifa - See You Again,256,49k,+306%
31,DNCE - Cake By the Ocean,84,50k,+29%
32,Post Malone - White Iverson,120,79k,+111%
33,Selena Gomez - Hands To Myself,32,74k,+58%
34,Adele - When We Were Young,42,57k,+37%
35,Andy Grammer - Good To Be Alive,49,48k,+107%
36,Travis Scott - Antidote,123,75k,+117%
37,Cam - Burning House,183,61k,+47%
38,The Weeknd - Can't Feel My Face,207,51k,+84%
39,Macklemore & Ryan Lewis - Downtown,127,33k,+107%
40,Silento - Watch Me,263,55k,+160%
41,Jason Derulo - Get Ugly,10,35k,+197%
42,Fetty Wap - Trap Queen,344,65k,+185%
43,Luke Bryan - Home Alone Tonight,46,39k,+52%
44,Fall Out Boy - Irresistible,60,44k,+164%
45,Fetty Wap - Again,147,57k,+155%
46,Mark Ronson - Uptown Funk,399,31k,+118%
47,Bryson Tiller - Don't,40,47k,+127%
48,Missy Elliott - WTF,50,31k,-3%
49,Ariana Grande - Focus,64,59k,+178%
50,Dawin - Dessert,28,33k,+101%
51,Sam Hunt - House Party,219,41k,+155%
52,Taylor Swift - Bad Blood,288,41k,+142%
53,Chris Stapleton - Tennessee Whiskey,56,27k,+34%
54,Imagine Dragons - Roots,20,12k,+233%
55,Gwen Stefani - Used to Love You,64,28k,+53%
56,Selena Gomez - Good For You,193,38k,+101%
57,Coldplay - Adventure of a Lifetime,54,25k,+9%
58,Chris Young - I'm Comin' Over,234,34k,+114%
