,name,Top 100,end,change
0,Justin Timberlake - CAN'T STOP THE FEELING,49.0,122k,-3%
1,Drake - One Dance,80.0,89k,-1%
2,Sia - Cheap Thrills,112.0,82k,+23%
3,twenty one pilots - Heathens,7.0,92k,
4,Calvin Harris - This Is What You Came For,56.0,86k,+23%
5,Meghan Trainor - Me Too,46.0,73k,+26%
6,The Chainsmokers - Don't Let Me Down,138.0,70k,+0%
7,Florida Georgia Line - H.O.L.Y.,56.0,70k,-4%
8,twenty one pilots - Ride,92.0,63k,+19%
9,P!NK - Just Like Fire,70.0,63k,-9%
10,Troye Sivan - WILD,5.0,9k,
11,Ruth B. - Lost Boy,151.0,56k,-2%
12,Broadway for Orlando - What the World Needs Now Is...,4.0,50k,
13,Desiigner - Panda,117.0,56k,-6%
14,Kent Jones - Don't Mind,59.0,47k,+13%
15,Adele - Send My Love,88.0,44k,+9%
16,Beyoncé - Sorry,60.0,42k,-6%
17,Fifth Harmony - Work from Home,119.0,43k,-8%
18,Rihanna - Needed Me,124.0,36k,+9%
19,Mike Posner - I Took a Pill In Ibiza,163.0,38k,+3%
20,Flume - Never Be Like You,88.0,34k,+17%
21,Nick Jonas - Close,91.0,35k,-38%
22,Lukas Graham - 7 Years,160.0,34k,-6%
23,James Bay - Let It Go,225.0,29k,+7%
24,Flo Rida - My House,244.0,32k,+12%
25,Grace - You Don't Own Me,74.0,28k,+44%
26,Meghan Trainor - NO,112.0,32k,+49%
27,Drake - Too Good,49.0,30k,-3%
28,DJ Khaled - For Free,21.0,29k,-27%
29,Shakira - Try Everything,63.0,31k,-12%
30,Jon Pardi - Head Over Boots,126.0,27k,+39%
31,Ariana Grande - Dangerous Woman,106.0,25k,-3%
32,Drake - Controlla,49.0,25k,+12%
33,X Ambassadors - Unsteady,88.0,27k,-42%
34,Shawn Mendes - Treat You Better,22.0,20k,+24%
35,Tim McGraw - Humble and Kind,155.0,28k,-12%
36,Beyoncé - Formation,60.0,22k,-12%
37,Rachel Platten - Fight Song,361.0,12k,+72%
38,D.R.A.M. - Broccoli,12.0,21k,+65%
39,Selena Gomez - Kill Em With Kindness,27.0,20k,+13%
40,DNCE - Cake By the Ocean,259.0,24k,-1%
41,Disturbed - The Sound of Silence,180.0,23k,-1%
42,twenty one pilots - Stressed Out,304.0,20k,+6%
43,Charlie Puth - We Don't Talk Anymore,17.0,20k,+101%
44,Carrie Underwood - Church Bells,74.0,22k,-16%
45,Dan + Shay - From the Ground Up,107.0,23k,-14%
46,"Luke Bryan - Huntin', Fishin' and Lovin' Every Day",94.0,23k,-0%
47,Kelsea Ballerini - Peter Pan,72.0,21k,+5%
48,Zara Larsson & MNEK - Never Forget You,133.0,21k,-26%
49,Beyoncé - Hold Up,60.0,19k,-11%
50,Dierks Bentley - Different for Girls,28.0,18k,-0%
51,Thomas Rhett - T-Shirt,123.0,21k,-6%
52,"Daya - Sit Still, Look Pretty",47.0,17k,+9%
53,"gnash - i hate u, i love u",58.0,16k,+0%
54,Shaggy - It Wasn't Me,14.0,18k,+3%
55,Eric Church - Record Year,76.0,18k,+4%
56,Jason Aldean - Lights Come On,80.0,18k,-2%
57,Andra Day - Rise Up,28.0,9k,+105%
58,Jake Owen - American Country Love Song,59.0,15k,+7%
59,Kane Brown - Ain't No Stopping Us Now,8.0,40k,
60,DNCE - Toothbrush,10.0,14k,+44%
61,Pitbull - Messin' Around,77.0,19k,-32%
62,Alessia Cara - Wild Things,120.0,15k,-2%
63,Dierks Bentley - Somewhere on a Beach,157.0,16k,-7%
64,Rihanna - Work,149.0,15k,+1%
65,Ariana Grande - Into You,49.0,15k,+3%
66,Justin Bieber - Love Yourself,224.0,15k,-0%
67,Fat Joe & Remy Ma - All the Way Up,80.0,14k,+11%
68,Kiiara - Gold,19.0,14k,+23%
69,Fitz & The Tantrums - HandClap,36.0,13k,-2%
70,Maren Morris - My Church,155.0,16k,-20%
71,David Guetta & Sia - Titanium,14.0,14k,+2%
72,Red Hot Chili Peppers - Dark Necessities,22.0,17k,+41%
73,Drake - Pop Style,80.0,13k,+0%
74,Keith Urban - Wasted Time,78.0,16k,+4%
75,Charlie Puth - One Call Away,221.0,17k,+30%
