,name,Top 100,end,change
0,Luis Fonsi & Daddy Yankee - Despacito,39.0,109k,+20%
1,DJ Khaled - I'm the One,28.0,81k,+4%
2,Imagine Dragons - Believer,115.0,68k,+37%
3,Zedd & Alessia Cara - Stay,92.0,66k,+101%
4,Lauren Duski - Deja Vu,4.0,80k,
5,Julia Michaels - Issues,128.0,52k,+26%
6,Bruno Mars - That's What I Like,130.0,51k,-8%
7,Sam Hunt - Body Like a Back Road,114.0,52k,+8%
8,Brett Young - In Case You Didn't Know,194.0,44k,+63%
9,Kendrick Lamar - HUMBLE.,56.0,48k,-11%
10,Miley Cyrus - Malibu,15.0,47k,-43%
11,The Chainsmokers & Coldplay - Something Just Like ...,93.0,48k,-5%
12,Chris Blue - Money On You,4.0,50k,
13,Kygo & Selena Gomez - It Ain't Me,99.0,47k,+77%
14,Harry Styles - Sign of the Times,49.0,50k,-4%
15,Future - Mask Off,95.0,27k,+16%
16,James Arthur - Say You Won't Let Go,209.0,33k,-7%
17,Halsey - Now Or Never,52.0,31k,+28%
18,Ed Sheeran - Shape of You,140.0,33k,-2%
19,Post Malone - Congratulations,128.0,30k,-4%
20,Shawn Mendes - There's Nothing Holdin' Me Back,37.0,25k,+18%
21,Jason Derulo - Swalla,74.0,27k,+16%
22,Chris Stapleton - Either Way,17.0,16k,+57%
23,Katy Perry - Swish Swish,7.0,38k,
24,Ed Sheeran - Castle on the Hill,140.0,28k,+29%
25,Luis Fonsi - Despacito,126.0,24k,-1%
26,Selena Gomez - Bad Liar,8.0,38k,+151%
27,Charlie Puth - Attention,35.0,26k,+52%
28,LINKIN PARK & Kiiara - Heavy,99.0,27k,+38%
29,Liam Payne - Strip That Down,7.0,49k,
30,KYLE - iSpy,145.0,24k,-12%
31,Niall Horan - Slow Hands,22.0,22k,+18%
32,Childish Gambino - Redbone,97.0,20k,+25%
33,Hailee Steinfeld - Most Girls,12.0,11k,+174%
34,Bruno Mars - 24K Magic,231.0,19k,+9%
35,Maroon 5 - Cold,101.0,20k,-14%
36,Lil Uzi Vert - XO TOUR Llif3,63.0,18k,-0%
37,Lady Antebellum - You Look Good,115.0,14k,+40%
38,Luke Combs - Hurricane,121.0,19k,-9%
39,Darius Rucker - If I Told You,49.0,18k,+1%
40,Lady Gaga - The Cure,40.0,17k,-11%
41,Calvin Harris - Slide,91.0,17k,-3%
42,Keith Urban - The Fighter,120.0,18k,-9%
43,Lauren Duski - The Dance,4.0,38k,
44,Camila Cabello - Crying in the Club,7.0,28k,
45,Justin Timberlake - CAN'T STOP THE FEELING,385.0,16k,+7%
46,Drake - Passionfruit,69.0,16k,+0%
47,Little Big Town - Better Man,180.0,11k,+102%
48,Thomas Rhett - Craving You,56.0,14k,+1%
49,Train - Play That Song,217.0,15k,-10%
50,AJR - Weak,68.0,11k,+6%
51,Kendrick Lamar - DNA.,42.0,14k,-16%
52,French Montana - Unforgettable,49.0,13k,+7%
53,"Florida Georgia Line - God, Your Mama, And Me",107.0,13k,+1%
54,Flo Rida & 99 Percent - Cake,64.0,14k,-19%
55,Clean Bandit - Rockabye,145.0,14k,-9%
56,Machine Gun Kelly & Camila Cabello - Bad Things,191.0,12k,-3%
57,Ayo & Teo - Rolex,64.0,12k,-4%
58,Auli'i Cravalho - How Far I'll Go,175.0,12k,-2%
59,Lee Brice - Boy,7.0,23k,
60,Cheat Codes - No Promises,15.0,10k,+54%
61,Chris Stapleton - Tennessee Whiskey,333.0,9k,-6%
62,Khalid - Location,101.0,11k,-11%
63,Lauren Duski - Ghost In This House,8.0,20k,-46%
64,Rascal Flatts - Yours If You Want It,13.0,10k,+220%
65,Midland - Drinkin' Problem,31.0,11k,+7%
66,Alessia Cara - Scars To Your Beautiful,218.0,7k,+30%
67,The Chainsmokers - Paris,133.0,11k,-0%
68,Kane Brown - What Ifs,14.0,8k,-23%
69,The Chainsmokers - Closer,300.0,11k,+22%
70,A Boogie Wit da Hoodie - Drowning,40.0,9k,-4%
71,Jesse Larson - Woman,4.0,25k,
72,Machine Gun Kelly - At My Best,52.0,11k,-26%
73,Chris Stapleton - Broken Halos,38.0,8k,-34%
74,Dustin Lynch - Small Town Boy,64.0,8k,+1%
75,Luke Combs - One Number Away,7.0,12k,
76,Cole Swindell - Flatliner,63.0,8k,-0%
77,Imagine Dragons - Thunder,23.0,7k,+0%
78,Jon Pardi - Dirt on My Boots,231.0,9k,-8%
79,The Weeknd - I Feel It Coming,188.0,8k,-6%
80,Katy Perry - Bon Appétit,16.0,9k,+29%
81,Miranda Lambert - Tin Man,55.0,8k,-14%
82,Chris Blue - Take Me To the King,7.0,11k,-63%
83,Travis Scott - goosebumps,118.0,8k,-5%
84,Rag'n'Bone Man - Human,80.0,8k,-50%
85,Katy Perry - Chained to the Rhythm,104.0,9k,-0%
86,Kendrick Lamar - LOVE.,39.0,7k,-4%
87,Old Dominion - No Such Thing as a Broken Heart,45.0,8k,+2%
88,Mark Morrison - Return of the Mack,5.0,7k,
89,Camila Cabello - I Have Questions,5.0,13k,
90,Rihanna - Love on the Brain,223.0,7k,-11%
91,Portugal. The Man - Feel It Still,4.0,7k,+1%
92,Zac Brown Band - My Old Man,67.0,8k,-35%
93,Keith Urban - Blue Ain't Your Color,279.0,7k,-3%
94,Kodak Black - Tunnel Vision,93.0,7k,-13%
95,Logan Paul - Help Me Help You,7.0,12k,
96,Brothers Osborne - It Ain't My Fault,16.0,7k,-2%
97,Dylan Scott - My Girl,45.0,7k,-8%
98,Noah Cyrus - I'm Stuck,1.0,1k,
99,Migos - Bad and Boujee,192.0,7k,-12%
100,Lord Huron - The Night We Met,48.0,7k,-15%
101,Soundgarden - Black Hole Sun,8.0,21k,+34%
102,The Revivalists - Wish I Knew You,7.0,7k,-4%
103,Lady Gaga - Million Reasons,220.0,7k,-11%
104,Dierks Bentley - Black,105.0,7k,-4%
105,MercyMe - Even If,78.0,7k,-7%
106,Lady Antebellum - Somebody Else's Heart,6.0,8k,
107,Fleetwood Mac - The Chain,14.0,7k,-28%
108,DNCE - Kissing Strangers,4.0,7k,-5%
109,Lana Del Rey - Lust for Life,10.0,5k,+148%
110,Rae Sremmurd - Swang,107.0,7k,-13%
111,Aliyah Moulden - Never Be Lonely,3.0,18k,
112,Chris Blue - Rhythm Nation,3.0,14k,
113,Dwayne Johnson - You're Welcome,129.0,6k,-12%
114,Mark Ronson - Uptown Funk,587.0,6k,+4%
115,ZAYN & Taylor Swift - I Don't Wanna Live Forever,164.0,7k,-29%
116,Ed Sheeran - Perfect,40.0,6k,-1%
117,Calum Scott - Dancing On My Own,77.0,11k,+32%
118,Chris Blue & Alicia Keys - Diamonds and Pearls,3.0,11k,
119,Blake Shelton - Every Time I Hear That Song,7.0,6k,-11%
120,Florida Georgia Line - H.O.L.Y.,264.0,8k,+68%
121,Alice Cooper - School's Out,,1k,
122,Harry Styles - Sweet Creature,15.0,8k,+108%
123,Migos - T-Shirt,119.0,6k,-13%
124,Fitz & The Tantrums - HandClap,324.0,6k,-6%
125,Martin Garrix & Dua Lipa - Scared to Be Lonely,10.0,5k,-9%
126,Flo Rida - My House,396.0,6k,+21%
127,Imagine Dragons - Whatever It Takes,12.0,6k,-66%
128,Bill Medley & Jennifer Warnes - (I've Had) The Tim...,,2k,+86%
129,Tim McGraw & Faith Hill - Speak to a Girl,43.0,6k,-37%
130,Ed Sheeran - Galway Girl,52.0,6k,-14%
131,Audioslave - Like a Stone,6.0,17k,+53%
132,Chris Janson - Fix a Drink,2.0,5k,-11%
133,Imagine Dragons - Demons,266.0,6k,-0%
134,Lorde - Green Light,63.0,6k,+43%
135,Rascal Flatts - Bless the Broken Road,1.0,5k,+247%
136,"Nicki Minaj, Drake & Lil Wayne - No Frauds",16.0,5k,+34%
137,Migos - Slippery,8.0,5k,-4%
138,The Chainsmokers - Don't Let Me Down,397.0,6k,+9%
139,Logic - 1-800-273-8255,16.0,5k,-21%
140,Miley Cyrus - The Climb,1.0,5k,+125%
141,Shawn Mendes - Mercy,193.0,5k,-10%
142,Brett Eldredge - Somethin' I'm Good At,7.0,5k,-18%
143,Bruno Mars - Versace On The Floor,20.0,6k,+332%
144,Russ - Losin Control,3.0,5k,-15%
145,LINKIN PARK - In the End,,5k,-1%
146,Blackbear - Do Re mi,7.0,5k,-14%
147,Vince Staples - Big Fish,,6k,
148,A$AP Mob - RAF,2.0,3k,
149,The Notorious B.I.G. - Hypnotize,2.0,5k,+21%
150,Chris Young - Losing Sleep,8.0,5k,-68%
151,twenty one pilots - Heathens,287.0,5k,-3%
152,Ed Sheeran - Thinking Out Loud,523.0,5k,-5%
153,Big Sean - Bounce Back,188.0,6k,-23%
154,LINKIN PARK - Numb,,5k,-5%
155,Katy Perry - Firework,11.0,4k,+13%
156,Alessia Cara - How Far I'll Go,129.0,4k,-7%
157,Rascal Flatts - My Wish,,4k,+35%
158,OneRepublic - I Lived,149.0,3k,+78%
159,Shakira - Me Enamoré,6.0,4k,-43%
160,Imagine Dragons - Warriors,21.0,4k,+2%
