,name,Top 100,end,change
0,Iggy Azalea - Fancy,76,339k,+39%
1,Ariana Grande - Problem,33,296k,+20%
2,Nico & Vinz - Am I Wrong,42,157k,+32%
3,DJ Snake & Lil Jon - Turn Down For What,157,136k,+11%
4,John Legend - All of Me,229,145k,-2%
5,Jason Derulo - Wiggle,28,125k,+19%
6,Pharrell Williams - Happy,146,122k,-0%
7,MAGIC! - Rude,30,110k,+47%
8,Ed Sheeran - Sing,49,112k,+44%
9,Calvin Harris - Summer,69,86k,+3%
10,Nicki Minaj - Pills N Potions,4,77k,
11,Paramore - Ain't It Fun,90,84k,+10%
12,Sam Smith - Stay With Me,59,83k,+48%
13,Luke Bryan - Play It Again,82,90k,+10%
14,Coldplay - A Sky Full of Stars,25,101k,+23%
15,MKTO - Classic,107,69k,-10%
16,Florida Georgia Line - This Is How We Roll,167,73k,+18%
17,5 Seconds of Summer - She Looks So Perfect,55,72k,+11%
18,Jason Derulo - Talk Dirty,147,75k,-5%
19,OneRepublic - Love Runs Out,41,91k,+131%
20,Katy Perry - Birthday,34,74k,+36%
21,Disclosure - Latch,79,68k,+15%
22,Idina Menzel - Let It Go,180,61k,-15%
23,Jake Owen - Beachin',83,57k,+14%
24,Justin Timberlake - Not a Bad Thing,90,64k,-14%
25,Michael Jackson & Justin Timberlake - Love Never F...,24,65k,-34%
26,Katy Perry - Dark Horse,251,50k,-19%
27,Rixton - Me and My Broken Heart,61,49k,-23%
28,Miranda Lambert - Somethin' Bad,7,101k,
29,Pitbull - Wild Wild Love,90,52k,-15%
30,Brantley Gilbert - Bottoms Up,160,41k,-18%
31,Kongos - Come With Me Now,61,46k,-1%
32,Naughty Boy - La La La,86,50k,-13%
33,Christina Perri - Human,139,52k,+18%
34,Bastille - Pompeii,252,40k,-13%
35,American Authors - Best Day of My Life,194,42k,-14%
36,Dierks Bentley - Drunk On a Plane,22,41k,+21%
37,Lady Antebellum - Bartender,7,47k,
38,Sia - Chandelier,22,49k,+35%
39,Lee Brice - I Don't Dance,63,42k,+2%
40,Chris Brown - Loyal,120,35k,-13%
41,Blake Shelton - My Eyes,34,37k,-7%
42,Shakira - Empire,67,43k,+28%
43,OneRepublic - Counting Stars,252,42k,+12%
44,Phillip Phillips - Raging Fire,25,35k,+118%
45,Jerrod Niemann - Drink to That All Night,147,31k,+47%
46,Aloe Blacc - The Man,166,33k,-14%
47,Coldplay - Magic,84,37k,-28%
48,Joe Nichols - Yeah,38,26k,+9%
49,Pitbull - Timber,230,26k,-5%
50,Keith Urban - Cop Car,120,28k,-7%
51,Neon Trees - Sleeping With a Friend,79,28k,-2%
52,Rascal Flatts - Rewind,130,30k,-23%
53,5 Seconds of Summer - Don't Stop,12,34k,-61%
54,Miranda Lambert - Automatic,82,30k,+19%
55,Imagine Dragons - On Top of the World,108,24k,+8%
56,Austin Mahone - Mmm Yeah,101,24k,-29%
57,Ed Sheeran - One,10,34k,-46%
58,Brad Paisley - River Bank,33,23k,+6%
59,Ingrid Michaelson - Girls Chase Boys,50,25k,+4%
60,Chris Young - Who I Am With You,43,27k,+3%
61,Thomas Rhett - Get Me Some of That,147,24k,-10%
62,Avicii - Hey Brother,183,21k,-17%
63,Dustin Lynch - Where It's At,41,25k,-0%
64,Iggy Azalea - Work,21,24k,+27%
65,"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do Y...",175,22k,-19%
66,Lorde - Team,251,24k,+11%
67,Eric Church - Give Me Back My Hometown,137,22k,-11%
68,Tyler Farr - Whiskey in My Water,63,23k,+1%
69,Florida Georgia Line - Cruise,227,21k,+18%
70,Trey Songz - Na Na,108,23k,-18%
71,Martin Garrix - Animals,238,21k,-20%
72,Imagine Dragons - Demons,249,22k,-5%
73,Jason Derulo - Trumpets,5,20k,+36%
74,Brantley Gilbert - Small Town Throwdown,14,25k,-51%
75,Young Money - Trophies,88,22k,+2%
76,Tove Lo - Stay High,77,22k,+0%
77,YG - Who Do You Love,83,21k,-1%
78,Enrique Iglesias - Bailando,4,18k,+11%
79,Justin Moore - Lettin' the Night Roll,26,22k,+32%
80,One Direction - Story Of My Life,206,19k,-8%
81,Tiësto - Red Lights,50,18k,-16%
82,Sara Bareilles - I Choose You,20,20k,-10%
83,Billy Currington - We Are Tonight,18,19k,+4%
84,Beyoncé - Partition,109,20k,-5%
85,Katy Perry - Roar,244,20k,-5%
86,Tim McGraw - Meanwhile Back At Mama's,13,19k,+7%
87,Passenger - Let Her Go,250,19k,-8%
88,Imagine Dragons - Radioactive,237,19k,-1%
89,Chase Rice - Ready Set Roll,33,18k,+6%
90,One Direction - You & I,7,17k,+3%
91,Brett Eldredge - Beat of the Music,73,19k,-1%
92,Meek Mill - I Don't Know,7,28k,
93,Demi Lovato - Neon Lights,123,17k,-4%
94,The Chainsmokers - #Selfie,89,17k,-16%
95,Robin Thicke - Get Her Back,6,27k,
96,Jason Mraz - Love Someone,6,30k,
97,Wiz Khalifa - We Dem Boyz,9,17k,+0%
98,Avicii - Wake Me Up,236,17k,-3%
99,George Strait - I Got a Car,9,18k,+0%
100,Luke Bryan - That's My Kind of Night,188,18k,+10%
101,Kid Ink - Show Me,187,17k,-0%
102,AJR - I'm Ready,,16k,+9%
103,A Great Big World - Say Something,192,17k,-6%
104,K CAMP - Cut Her Off,5,18k,+1%
105,Beyoncé - Drunk in Love,141,16k,-0%
106,Lorde - Royals,234,18k,-0%
107,Christina Grimmie & Adam Levine - Somebody That I ...,6,66k,
108,Fitz & The Tantrums - The Walker,55,17k,-9%
109,Lana Del Rey - Young and Beautiful,86,14k,+8%
110,Tinashe - 2 On,1,16k,+7%
111,Pharrell Williams - Come Get It Bae,12,16k,-29%
112,Luke Bryan - Drink a Beer,163,17k,+14%
113,Becky G - Shower,,14k,+33%
114,Eric Paslay - Song About a Girl,1,16k,-9%
