,name,Top 100,end,change
0,Kendrick Lamar - HUMBLE.,7.0,109k,
1,Bruno Mars - That's What I Like,81.0,78k,-2%
2,Ed Sheeran - Shape of You,91.0,76k,-11%
3,Sam Hunt - Body Like a Back Road,65.0,70k,+16%
4,The Chainsmokers & Coldplay - Something Just Like ...,44.0,56k,-4%
5,Clean Bandit - Rockabye,96.0,47k,-2%
6,James Arthur - Say You Won't Let Go,160.0,42k,+4%
7,Halsey - Now Or Never,3.0,18k,
8,Keith Urban - The Fighter,71.0,52k,+127%
9,Zedd & Alessia Cara - Stay,43.0,38k,-5%
10,Miranda Lambert - Tin Man,7.0,43k,
11,Katy Perry - Chained to the Rhythm,56.0,39k,-17%
12,Future - Mask Off,46.0,32k,+14%
13,Kygo & Selena Gomez - It Ain't Me,50.0,34k,-2%
14,The Weeknd - I Feel It Coming,140.0,36k,-12%
15,KYLE - iSpy,96.0,33k,+3%
16,Julia Michaels - Issues,79.0,32k,-1%
17,Lady Antebellum - You Look Good,67.0,38k,+304%
18,Brett Young - In Case You Didn't Know,145.0,28k,+6%
19,Thomas Rhett - Craving You,7.0,53k,
20,Jason Derulo - Swalla,25.0,24k,+127%
21,Imagine Dragons - Believer,66.0,24k,+1%
22,Marian Hill - Down,83.0,26k,+3%
23,Travis Scott - goosebumps,69.0,16k,+87%
24,The Chainsmokers - Paris,84.0,26k,-8%
25,Lorde - Green Light,35.0,21k,+93%
26,Kevin Gates - What If,2.0,7k,
27,Tim McGraw & Faith Hill - Speak to a Girl,15.0,30k,-33%
28,Lady Gaga - Million Reasons,179.0,25k,+11%
29,Bruno Mars - 24K Magic,182.0,25k,-4%
30,Jon Pardi - Dirt on My Boots,183.0,24k,+1%
31,"Florida Georgia Line - God, Your Mama, And Me",58.0,23k,+93%
32,Drake - Passionfruit,20.0,21k,-15%
33,LINKIN PARK & Kiiara - Heavy,50.0,23k,-6%
34,Auli'i Cravalho - How Far I'll Go,126.0,21k,-8%
35,Maroon 5 - Cold,52.0,19k,-10%
36,Rihanna - Love on the Brain,178.0,19k,-14%
37,Calvin Harris - Slide,42.0,16k,+26%
38,Keith Urban - Blue Ain't Your Color,238.0,24k,+102%
39,Train - Play That Song,168.0,19k,-6%
40,Justin Timberlake - CAN'T STOP THE FEELING,336.0,18k,-7%
41,Ed Sheeran - Castle on the Hill,91.0,15k,+7%
42,Luke Combs - Hurricane,72.0,17k,-0%
43,Lil Uzi Vert - XO TOUR Llif3,14.0,16k,+14%
44,Big Sean - Bounce Back,149.0,16k,-7%
45,Post Malone - Congratulations,79.0,15k,+0%
46,Ayo & Teo - Rolex,15.0,16k,-2%
47,Khalid - Location,52.0,14k,-19%
48,Kodak Black - Tunnel Vision,49.0,17k,-7%
49,AJR - Weak,20.0,12k,+18%
50,Cole Swindell - Flatliner,16.0,13k,+129%
51,MercyMe - Even If,45.0,14k,+34%
52,ZAYN & Taylor Swift - I Don't Wanna Live Forever,120.0,15k,-26%
53,Migos - Bad and Boujee,147.0,14k,-12%
54,Old Dominion - No Such Thing as a Broken Heart,13.0,13k,+109%
55,The Chainsmokers - Closer,252.0,14k,-2%
56,Rag'n'Bone Man - Human,37.0,13k,+22%
57,Dierks Bentley - Black,73.0,15k,+82%
58,Sam Hunt - Make You Miss Me,161.0,11k,+415%
59,Flo Rida & 99 Percent - Cake,15.0,9k,+23%
60,Luke Bryan - Fast,60.0,13k,+39%
61,Little Big Town - Better Man,166.0,15k,+14%
62,The Chainsmokers - The One,11.0,15k,-26%
63,Brothers Osborne - It Ain't My Fault,5.0,15k,+211%
64,Luke Bryan - Play It Again,219.0,11k,+499%
65,Calvin Harris - Heatstroke,7.0,18k,
66,Sabrina Carpenter - Thumbs,50.0,11k,-6%
67,Drake - Portland,20.0,11k,-41%
68,Lord Huron - The Night We Met,4.0,9k,
69,Dwayne Johnson - You're Welcome,91.0,11k,-7%
70,Jason Aldean - Any Ol' Barstool,67.0,12k,+60%
71,Fitz & The Tantrums - HandClap,304.0,10k,+1%
72,Hunter Plake - I Want To Know What Love Is,4.0,10k,
73,Rae Sremmurd - Swang,66.0,10k,+3%
