,name,Top 100,end,change
0,Ariana Grande - Problem,19,249k,-37%
1,Iggy Azalea - Fancy,62,225k,-2%
2,Pharrell Williams - Happy,132,150k,-14%
3,John Legend - All of Me,215,141k,-12%
4,DJ Snake & Lil Jon - Turn Down For What,143,132k,+2%
5,Nico & Vinz - Am I Wrong,28,95k,+19%
6,Jason Derulo - Wiggle,14,93k,+140%
7,Rixton - Me and My Broken Heart,47,84k,-22%
8,Paramore - Ain't It Fun,76,75k,-12%
9,Jason Derulo - Talk Dirty,133,81k,-18%
10,Luke Bryan - Play It Again,68,74k,-18%
11,Calvin Harris - Summer,55,70k,+6%
12,Idina Menzel - Let It Go,166,74k,-23%
13,Ed Sheeran - Sing,35,76k,-13%
14,Justin Timberlake - Not a Bad Thing,76,76k,-14%
15,Coldplay - A Sky Full of Stars,11,97k,-32%
16,Katy Perry - Dark Horse,237,66k,-15%
17,Naughty Boy - La La La,72,65k,+0%
18,MKTO - Classic,93,59k,-8%
19,Michael Jackson & Justin Timberlake - Love Never F...,10,78k,+33%
20,Pitbull - Wild Wild Love,76,59k,-7%
21,Florida Georgia Line - This Is How We Roll,153,55k,-12%
22,Aloe Blacc - The Man,152,55k,+4%
23,5 Seconds of Summer - She Looks So Perfect,41,49k,+0%
24,American Authors - Best Day of My Life,180,52k,-11%
25,Brantley Gilbert - Bottoms Up,146,53k,-16%
26,Disclosure - Latch,65,54k,+6%
27,MAGIC! - Rude,16,47k,+32%
28,Christina Perri - Human,125,49k,-15%
29,Bastille - Pompeii,238,46k,-22%
30,Jake Owen - Beachin',69,45k,+0%
31,Katy Perry - Birthday,20,41k,+22%
32,Austin Mahone - Mmm Yeah,87,40k,-23%
33,Blake Shelton - My Eyes,20,49k,+127%
34,Kongos - Come With Me Now,47,38k,+15%
35,Chris Brown - Loyal,106,42k,-12%
36,Coldplay - Magic,70,45k,+2%
37,Lee Brice - I Don't Dance,49,37k,-3%
38,Sam Smith - Stay With Me,45,37k,-6%
39,Pharrell Williams - Come Get It Bae,7,44k,+187%
40,OneRepublic - Counting Stars,238,31k,-14%
41,Avicii - Hey Brother,169,33k,-21%
42,Shakira - Empire,53,35k,-19%
43,"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do Y...",164,31k,-21%
44,Pitbull - Timber,216,30k,-16%
45,Martin Garrix - Animals,224,31k,-23%
46,Keith Urban - Cop Car,106,28k,-12%
47,Eric Church - Give Me Back My Hometown,123,28k,-18%
48,Neon Trees - Sleeping With a Friend,65,28k,-17%
49,Thomas Rhett - Get Me Some of That,133,26k,-13%
50,Rascal Flatts - Rewind,116,27k,-18%
51,The Black Keys - Fever,14,23k,+99%
52,Trey Songz - Na Na,95,27k,-15%
53,Young Money - Trophies,74,27k,-3%
54,Hunter Hayes - Invisible,74,25k,+12%
55,Beyoncé - Partition,96,27k,-14%
56,Lorde - Team,237,24k,-16%
57,Brantley Gilbert - 17 Again,7,51k,
58,Sia - Chandelier,8,19k,+388%
59,Dierks Bentley - Drunk On a Plane,8,22k,+46%
60,Passenger - Let Her Go,238,22k,-19%
61,Miranda Lambert - Automatic,68,24k,-15%
62,The Chainsmokers - #Selfie,82,22k,-23%
63,Tiësto - Red Lights,42,22k,-2%
64,Katy Tiz - The Big Bang,13,23k,-16%
65,Jerrod Niemann - Drink to That All Night,133,23k,-25%
66,Ingrid Michaelson - Girls Chase Boys,36,22k,-6%
67,Chris Young - Who I Am With You,29,24k,-2%
68,Joe Nichols - Yeah,24,21k,-4%
69,OneRepublic - Love Runs Out,27,22k,+4%
70,Imagine Dragons - On Top of the World,94,21k,-18%
71,Tove Lo - Stay High,63,22k,+1%
72,The Janoskians - Real Girls Eat Cake,1,6k,
73,Kid Ink - Show Me,186,21k,-3%
74,Dustin Lynch - Where It's At,27,22k,-6%
75,Beyoncé - Drunk in Love,140,21k,-20%
76,Tyler Farr - Whiskey in My Water,49,20k,-8%
77,Demi Lovato - Neon Lights,119,19k,-21%
78,Imagine Dragons - Demons,237,19k,-14%
79,Brad Paisley - River Bank,19,20k,+6%
80,Coldplay - Midnight,22,26k,-43%
81,YG - Who Do You Love,71,22k,-3%
82,Florida Georgia Line - Cruise,220,18k,-2%
83,One Direction - Story Of My Life,197,20k,-16%
84,Sara Bareilles - I Choose You,7,21k,+24%
85,Fitz & The Tantrums - The Walker,52,19k,-6%
86,Kristen Bell & Idina Menzel - For the First Time i...,146,17k,-33%
87,Katy Perry - Roar,234,18k,-7%
88,A Great Big World - Say Something,188,20k,-34%
89,LINKIN PARK - Until It's Gone,6,23k,
90,Brett Eldredge - Beat of the Music,64,18k,-10%
91,Michael Jackson - Love Never Felt So Good,10,21k,+43%
92,Imagine Dragons - Radioactive,229,18k,-7%
93,Avicii - Wake Me Up,233,18k,-13%
94,Brantley Gilbert - My Baby's Guns n' Roses,13,26k,-52%
95,Billy Currington - We Are Tonight,9,18k,-3%
96,DJ Khaled - They Dont Love You No More,8,25k,+320%
97,Usher - Good Kisser,7,25k,
98,Lorde - Royals,230,17k,-6%
