,name,Top 100,end,change
0,Miley Cyrus - Malibu,1.0,31k,
1,Luis Fonsi & Daddy Yankee - Despacito,25.0,80k,+11%
2,DJ Khaled - I'm the One,14.0,84k,-51%
3,Bruno Mars - That's What I Like,116.0,63k,-4%
4,Harry Styles - Sign of the Times,35.0,50k,+57%
5,Imagine Dragons - Believer,101.0,53k,+1%
6,The Chainsmokers & Coldplay - Something Just Like ...,79.0,54k,-7%
7,Kendrick Lamar - HUMBLE.,42.0,55k,-8%
8,Sam Hunt - Body Like a Back Road,100.0,49k,-6%
9,James Arthur - Say You Won't Let Go,195.0,38k,-5%
10,Post Malone - Congratulations,114.0,34k,+18%
11,Ed Sheeran - Shape of You,126.0,41k,-9%
12,Zedd & Alessia Cara - Stay,78.0,34k,-9%
13,Julia Michaels - Issues,114.0,36k,-25%
14,LINKIN PARK & Kiiara - Heavy,85.0,30k,+49%
15,Brett Young - In Case You Didn't Know,180.0,30k,-3%
16,Lady Gaga - The Cure,26.0,29k,+70%
17,Niall Horan - Slow Hands,8.0,44k,+38%
18,Kygo & Selena Gomez - It Ain't Me,85.0,31k,-28%
19,KYLE - iSpy,131.0,31k,-10%
20,Halsey - Now Or Never,38.0,29k,+7%
21,Future - Mask Off,81.0,28k,+4%
22,Imagine Dragons - Whatever It Takes,3.0,14k,
23,Charlie Puth - Attention,21.0,19k,+62%
24,Shawn Mendes - There's Nothing Holdin' Me Back,23.0,21k,+10%
25,Luis Fonsi - Despacito,112.0,22k,-16%
26,Rag'n'Bone Man - Human,67.0,18k,+11%
27,Chris Stapleton - Broken Halos,28.0,21k,+114%
28,Luke Combs - Hurricane,107.0,21k,-7%
29,Lil Uzi Vert - XO TOUR Llif3,49.0,18k,-0%
30,Keith Urban - The Fighter,106.0,20k,-13%
31,Flo Rida & 99 Percent - Cake,50.0,21k,-9%
32,Jason Derulo - Swalla,60.0,20k,-13%
33,Chris Stapleton - Either Way,7.0,23k,
34,Calvin Harris - Slide,77.0,18k,-4%
35,Bruno Mars - 24K Magic,217.0,19k,+8%
36,Ed Sheeran - Castle on the Hill,126.0,20k,+0%
37,Darius Rucker - If I Told You,35.0,17k,+1%
38,Khalid - Location,87.0,17k,+19%
39,Train - Play That Song,203.0,17k,+8%
40,Kendrick Lamar - DNA.,28.0,18k,-25%
41,Clean Bandit - Rockabye,131.0,18k,-17%
42,Childish Gambino - Redbone,83.0,14k,-3%
43,Drake - Passionfruit,55.0,16k,-19%
44,Thomas Rhett - Craving You,42.0,14k,+3%
45,Halsey - Eyes Closed,8.0,18k,
46,Justin Timberlake - CAN'T STOP THE FEELING,371.0,14k,-7%
47,"Florida Georgia Line - God, Your Mama, And Me",93.0,12k,-11%
48,Chris Stapleton - Tennessee Whiskey,320.0,10k,+29%
49,The Chainsmokers - Paris,119.0,13k,-22%
50,Auli'i Cravalho - How Far I'll Go,161.0,13k,-18%
51,AJR - Weak,55.0,11k,-11%
52,Ayo & Teo - Rolex,50.0,12k,-12%
53,ZAYN & Taylor Swift - I Don't Wanna Live Forever,155.0,9k,-13%
54,G-Eazy & Kehlani - Good Life,37.0,12k,-31%
55,French Montana - Unforgettable,35.0,11k,-2%
56,Miranda Lambert - Tin Man,42.0,9k,-12%
57,Lord Huron - The Night We Met,39.0,11k,-24%
58,Blake Shelton - Every Time I Hear That Song,4.0,11k,+85%
59,Maroon 5 - Cold,87.0,11k,-21%
60,Zac Brown Band - Roots,7.0,10k,
61,Fleetwood Mac - The Chain,6.0,9k,+428%
62,Maren Morris - I Could Use a Love Song,11.0,8k,+164%
63,Midland - Drinkin' Problem,17.0,8k,-1%
64,The Chainsmokers - Closer,287.0,9k,-18%
65,A Boogie Wit da Hoodie - Drowning,26.0,9k,-12%
66,Lady Antebellum - You Look Good,102.0,9k,-19%
67,Imagine Dragons - Thunder,15.0,9k,-67%
68,Jon Pardi - Dirt on My Boots,218.0,10k,-22%
69,The Weeknd - I Feel It Coming,175.0,10k,-53%
70,6LACK - Prblms,18.0,8k,-1%
71,Katy Perry - Chained to the Rhythm,91.0,7k,-26%
72,Hunter Plake - Higher Love,4.0,13k,
73,Logic - 1-800-273-8255,14.0,9k,-9%
74,Lady Gaga - Million Reasons,214.0,9k,-17%
75,Cole Swindell - Flatliner,51.0,8k,-15%
76,Rihanna - Love on the Brain,213.0,9k,-25%
77,Kodak Black - Tunnel Vision,84.0,8k,-24%
78,Machine Gun Kelly - At My Best,38.0,8k,-49%
79,Dustin Lynch - Small Town Boy,53.0,7k,-13%
80,Dylan Scott - My Girl,39.0,8k,-22%
81,Travis Scott - goosebumps,104.0,8k,-17%
82,Kendrick Lamar - LOVE.,28.0,8k,-27%
83,The Revivalists - Wish I Knew You,5.0,6k,-7%
84,Migos - Bad and Boujee,182.0,8k,-18%
85,MercyMe - Even If,74.0,7k,-22%
86,Old Dominion - No Such Thing as a Broken Heart,37.0,6k,-13%
87,Rae Sremmurd - Swang,101.0,7k,-17%
88,Big Sean - Bounce Back,184.0,8k,-24%
89,Meghan Trainor - Mom,8.0,5k,+324%
90,Dierks Bentley - Black,104.0,6k,-19%
91,Tim McGraw - Humble and Kind,270.0,7k,+40%
92,Dwayne Johnson - You're Welcome,126.0,7k,-20%
93,Ed Sheeran - Galway Girl,51.0,8k,+17%
94,Harry Styles - Sweet Creature,10.0,9k,-63%
95,Keith Urban - Blue Ain't Your Color,272.0,7k,-24%
96,Scotty McCreery - Five More Minutes,7.0,17k,
97,HAIM - Want You Back,6.0,8k,+111%
98,Migos - T-Shirt,116.0,7k,-21%
99,Brothers Osborne - It Ain't My Fault,13.0,6k,-11%
100,Portugal. The Man - Feel It Still,3.0,6k,-1%
101,Zac Brown Band - My Old Man,56.0,6k,-8%
102,Russ - Losin Control,3.0,6k,-6%
103,Tim McGraw & Faith Hill - Speak to a Girl,38.0,6k,-20%
104,Kane Brown - What Ifs,2.0,5k,-4%
105,Josh Turner - Hometown Girl,67.0,6k,-25%
106,Martin Garrix & Dua Lipa - Scared to Be Lonely,10.0,5k,-16%
107,Shawn Mendes - Mercy,193.0,6k,-19%
108,Chris Janson - Fix a Drink,2.0,5k,
109,Gorillaz - Feel Good Inc,8.0,6k,-26%
110,Marian Hill - Down,114.0,6k,-55%
111,Ed Sheeran - Perfect,40.0,5k,-15%
112,Jesse Larson - Jungle Love,3.0,9k,
113,Gucci Mane - Both,74.0,5k,-19%
114,Fitz & The Tantrums - HandClap,324.0,6k,-25%
115,Xxxtentacion - Look at Me,4.0,5k,-2%
116,Imagine Dragons - Demons,266.0,5k,+116%
117,Katy Perry - Bon Appétit,8.0,5k,-65%
118,Lauren Duski - Tell Me Why,3.0,10k,
119,Rascal Flatts - Bless the Broken Road,1.0,4k,+268%
120,Chris Stapleton - I Was Wrong,,5k,
121,Alessia Cara - Scars To Your Beautiful,216.0,5k,-23%
122,Kelsea Ballerini - Yeah Boy,15.0,5k,-20%
123,Hillsong Worship - What a Beautiful Name,64.0,5k,-21%
124,Blackbear - Do Re mi,7.0,5k,-25%
125,The Chainsmokers - Don't Let Me Down,397.0,5k,-18%
126,Chris Brown - Privacy,6.0,5k,-10%
127,John Mayer - In the Blood,6.0,4k,-32%
128,Mark Ronson - Uptown Funk,587.0,5k,-16%
129,Aliyah Moulden - Jealous,3.0,8k,
130,The Weeknd - Starboy,220.0,5k,-24%
131,Cheat Codes - No Promises,6.0,4k,+18%
132,Ed Sheeran - Thinking Out Loud,523.0,5k,-20%
133,Machine Gun Kelly & Camila Cabello - Bad Things,177.0,5k,-21%
134,Electric Light Orchestra - Mr. Blue Sky,1.0,5k,+239%
135,Migos - Slippery,8.0,5k,+40%
136,Sia - Helium,19.0,2k,-12%
137,twenty one pilots - Heathens,287.0,5k,-23%
138,Imagine Dragons - Warriors,21.0,4k,+292%
139,Brantley Gilbert - The Weekend,98.0,5k,-23%
140,Starley - Call on Me,85.0,5k,-35%
141,Drake - Portland,31.0,5k,-20%
142,Little Big Town - Better Man,178.0,5k,-30%
143,DJ Khaled - Shining,76.0,5k,-34%
144,Logic - Everybody,5.0,5k,+302%
145,Jason Aldean - Any Ol' Barstool,91.0,5k,-29%
146,Looking Glass - Brandy,2.0,5k,
147,Hailee Steinfeld - Most Girls,10.0,6k,-61%
148,Noah Cyrus - Stay Together,7.0,3k,+217%
149,Niall Horan - This Town,160.0,5k,-8%
150,Kendrick Lamar - LOYALTY.,17.0,5k,-31%
151,Dan + Shay - How Not To,,4k,-26%
152,Disturbed - The Sound of Silence,410.0,5k,-23%
153,Florida Georgia Line - H.O.L.Y.,261.0,4k,-23%
154,Justin Moore - Somebody Else Will,,4k,-18%
155,Loote - High Without Your Love,,4k,
156,Jax Jones - You Don't Know Me,,4k,-19%
157,Lorde - Green Light,61.0,4k,-43%
158,Josh Ritter - Homecoming,2.0,4k,
159,Andra Day - Rise Up,102.0,5k,+82%
160,"Nicki Minaj, Drake & Lil Wayne - No Frauds",16.0,4k,-30%
161,Maroon 5 - Don't Wanna Know,177.0,4k,-24%
162,Florida Georgia Line - May We All,192.0,4k,-20%
163,Alessia Cara - How Far I'll Go,129.0,4k,-30%
164,Chris Stapleton - Second One to Know,10.0,6k,-43%
165,Adele - Water Under the Bridge,136.0,3k,-3%
166,Brennley Brown - Anyway,3.0,8k,
167,LANco - American Love Story,4.0,4k,-5%
168,Little Big Town - Happy People,6.0,2k,-21%
169,Walker Hayes - You Broke Up with Me,,4k,+16%
170,Nick Jonas & Nicki Minaj - Bom Bidi Bom,19.0,2k,-14%
171,Brett Eldredge - Somethin' I'm Good At,7.0,5k,-16%
172,DNCE - Kissing Strangers,2.0,3k,-5%
173,Brett Young - Mercy,,4k,+14%
174,Playboi Carti - Magnolia,,3k,+125%
175,Paramore - Hard Times,10.0,4k,-35%
176,The Sweet - Fox On the Run,3.0,3k,+237%
177,Selena Gomez - Only You,,4k,-3%
178,Bruno Mars - Just the Way You Are,16.0,3k,+17%
179,J. Cole - Neighbors,11.0,3k,+157%
180,Journey - Don't Stop Believin',,4k,-27%
181,Chris Stapleton - Parachute,118.0,3k,+41%
182,Drake - Fake Love,181.0,4k,-34%
183,"Chris Stapleton - Last Thing I Needed, First Thing...",7.0,4k,+13%
184,Galantis - Hunter,,4k,
185,Paramore - Told You So,3.0,4k,+33%
186,Judah & The Lion - Take It All Back 2.0,,3k,+14%
187,Pitbull & J Balvin - Hey Ma,8.0,3k,+59%
188,Elms District - Journey On,,,
189,Eminem - Lose Yourself,6.0,3k,-21%
190,Drake White - Makin' Me Look Good Again,,3k,-18%
191,Gorillaz - Clint Eastwood,1.0,3k,-45%
192,Charlie Puth - One Call Away,248.0,2k,-3%
193,Fall Out Boy - Young and Menace,9.0,4k,-75%
194,Labrinth - Jealous,4.0,2k,
195,Wiz Khalifa - See You Again,313.0,2k,-15%
196,LCD Soundsystem - call the police,3.0,5k,
197,Lil Uzi Vert - Money Longer,6.0,1k,+7%
198,Ed Sheeran - Happier,12.0,3k,-10%
199,Chris Lane - For Her,12.0,3k,-15%
200,Taron Egerton - I'm Still Standing,15.0,3k,-28%
201,Blue Swede - Hooked On a Feeling,11.0,3k,+151%
202,Rascal Flatts - My Wish,,2k,+6%
203,Maren Morris - My Church,228.0,2k,-9%
204,Play-N-Skillz - Si Una Vez,6.0,3k,-36%
205,Imagine Dragons - It's Time,1.0,2k,+194%
206,Rachel Platten - Fight Song,408.0,3k,-15%
207,Clean Bandit - Symphony,1.0,3k,-26%
208,Chris Brown - Party,89.0,3k,-29%
209,G-Eazy & Carnage - Down For Me,,,
