,name,Top 100,end,change
0,Taylor Swift - Blank Space,63,511k,+120%
1,Mark Ronson - Uptown Funk,49,434k,+54%
2,Hozier - Take Me to Church,151,400k,+67%
3,Meghan Trainor - Lips Are Movin,69,345k,+124%
4,Ed Sheeran - Thinking Out Loud,91,237k,+10%
5,Meghan Trainor - All About That Bass,175,236k,+186%
6,Taylor Swift - Shake It Off,133,211k,+169%
7,Fall Out Boy - Centuries,115,196k,+121%
8,Maroon 5 - Animals,127,181k,+183%
9,Sam Smith - I'm Not the Only One,114,178k,+102%
10,Nick Jonas - Jealous,112,182k,+124%
11,James Newton Howard - The Hanging Tree,35,163k,+108%
12,Big Sean - I Don't Fuck With You,99,164k,+147%
13,Selena Gomez - The Heart Wants What It Wants,53,141k,+93%
14,"Jessie J, Ariana Grande & Nicki Minaj - Bang Bang",153,129k,+140%
15,Nicki Minaj - Only,61,134k,+101%
16,Ariana Grande & The Weeknd - Love Me Harder,85,129k,+127%
17,Ed Sheeran - Don't,199,104k,+102%
18,Rae Sremmurd - No Type,91,115k,+196%
19,Iggy Azalea - Beg For It,66,102k,+113%
20,Jason Derulo - Trumpets,222,98k,+233%
21,Fifth Harmony - Sledgehammer,16,85k,+292%
22,Sam Smith - Stay With Me,276,86k,+154%
23,I LOVE MAKONNEN - Tuesday,105,103k,+145%
24,Vance Joy - Riptide,197,84k,+111%
25,Pitbull & Ne-Yo - Time of Our Lives,27,73k,+274%
26,Mr. Probz - Waves,138,83k,+76%
27,One Direction - Night Changes,45,89k,+185%
28,Fergie - L.A.LOVE,90,78k,+175%
29,Tove Lo - Habits,205,78k,+147%
30,Carrie Underwood - Something in the Water,91,73k,+127%
31,Iggy Azalea - Black Widow,177,75k,+233%
32,The Weeknd - Earned It,6,89k,
33,Ella Henderson - Ghost,64,68k,+71%
34,O.T. Genasis - CoCo,39,77k,+138%
35,DJ Snake & Lil Jon - Turn Down For What,369,63k,+151%
36,Jeremih - Don't Tell 'Em,192,72k,+229%
37,Alesso - Heroes,100,62k,+111%
38,Taylor Swift - Bad Blood,60,65k,+266%
39,Usher - I Don't Mind,37,64k,+71%
40,Tim McGraw - Shotgun Rider,104,59k,+110%
41,Jessie J - Masterpiece,17,58k,+14%
42,Meghan Trainor - Dear Future Husband,110,63k,+186%
43,Imagine Dragons - I Bet My Life,63,60k,+71%
44,Jason Aldean - Burnin' It Down,160,57k,+221%
45,Beyoncé - 7/11,35,61k,+69%
46,Taylor Swift - Style,63,56k,+67%
47,Iggy Azalea - Fancy,263,50k,+268%
48,Ariana Grande - Break Free,170,54k,+246%
49,One Direction - Steal My Girl,84,60k,+280%
50,Florida Georgia Line - Sun Daze,89,50k,+116%
51,Pitbull - Fireball,155,48k,+151%
52,Flo Rida - GDFR,61,53k,+121%
53,Bobby Shmurda - Hot N*gga,142,58k,+196%
54,Milky Chance - Stolen Dance,172,48k,+58%
55,Calvin Harris - Blame,113,49k,+66%
56,MAGIC! - Rude,215,45k,+301%
57,Maroon 5 - Maps,173,46k,+239%
58,RaeLynn - God Made Girls,55,46k,+139%
59,Sia - Chandelier,237,44k,+156%
60,Echosmith - Cool Kids,179,45k,+149%
61,Ariana Grande - Problem,192,46k,+250%
62,Eric Church - Talladega,75,45k,+93%
63,Rae Sremmurd - No Flex Zone,80,47k,+280%
64,Idina Menzel - Let It Go,354,45k,+130%
65,Lee Brice - Drinking Class,84,42k,+133%
66,Clean Bandit - Rather Be,38,42k,+125%
67,Florida Georgia Line - Dirt,145,40k,+215%
68,Pharrell Williams - Happy,338,34k,+140%
69,Nicki Minaj - Anaconda,133,41k,+185%
70,French Montana - Bad B*tch,6,40k,
71,Taylor Swift - Wildest Dreams,61,42k,+150%
72,Nicki Minaj - Feeling Myself,14,43k,-19%
73,OneRepublic - I Lived,46,38k,+54%
74,Chris Young - Lonely Eyes,12,37k,+114%
75,John Legend - All of Me,404,36k,+162%
76,Shawn Mendes - Something Big,15,38k,+362%
77,Luke Bryan - I See You,31,38k,+83%
78,Meghan Trainor - Title,58,39k,+165%
79,5 Seconds of Summer - Amnesia,147,44k,+352%
80,Sam Hunt - Leave the Night On,188,36k,+135%
81,Drake - 0 To 100 / The Catch Up,153,39k,+148%
82,Luke Bryan - Play It Again,204,33k,+240%
83,Rich Gang - Lifestyle,136,37k,+167%
84,Blake Shelton - Lonely Tonight,34,35k,+24%
85,Nico & Vinz - In Your Arms,48,33k,+171%
86,Colbie Caillat - Try,147,32k,+98%
87,Jason Aldean - Just Gettin' Started,36,34k,+63%
88,Jessie J - Burnin' Up,53,34k,+76%
89,Taylor Swift - Welcome To New York,34,34k,+214%
90,Florida Georgia Line - This Is How We Roll,299,30k,+298%
91,Maddie & Tae - Girl In a Country Song,137,31k,+165%
92,Charli XCX - Boom Clap,174,33k,+110%
93,Kenny Chesney - American Kids,142,30k,+178%
94,Bea Miller - Young Blood,4,30k,+323%
95,Dierks Bentley - Drunk On a Plane,161,28k,+235%
96,Katy Perry - Dark Horse,367,27k,+278%
97,Becky G - Can't Stop Dancin',2,28k,
98,David Guetta - Dangerous,80,30k,+54%
99,Kid Ink - Body Language,13,30k,+206%
100,Dej Loaf - Try Me,36,31k,+138%
101,Tyler Farr - A Guy Walks Into a Bar,2,28k,+113%
102,Chris Brown - New Flame,138,32k,+115%
103,Becky G - Shower,137,28k,+464%
104,Sam Hunt - Take Your Time,40,29k,+43%
105,Thomas Rhett - Make Me Wanna,28,29k,+85%
106,The Weeknd - Often,12,30k,+140%
107,Lorde - Yellow Flicker Beat,43,29k,+76%
108,OneRepublic - Counting Stars,368,25k,+189%
109,Imagine Dragons - Radioactive,240,26k,+281%
110,Fall Out Boy - The Kids Aren't Alright,11,32k,-27%
111,Sheppard - Geronimo,26,26k,+79%
112,Coldplay - A Sky Full of Stars,195,26k,+145%
113,Bastille - Pompeii,329,24k,+223%
114,Gavin DeGraw - Fire,1,22k,
115,DJ Khaled - Hold You Down,66,27k,+169%
116,Disclosure - Latch,242,25k,+126%
117,Fall Out Boy - My Songs Know What You Did In the D...,145,26k,+187%
118,Wiz Khalifa - We Dem Boyz,131,28k,+277%
119,"Juicy J, Wiz Khalifa & Ty Dolla $ign - Shell Shock...",21,26k,+207%
120,Frankie Ballard - Sunshine & Whiskey,149,24k,+182%
121,Nicki Minaj - Bed of Lies,39,29k,+5%
122,Imagine Dragons - Demons,262,24k,+300%
123,Fifth Harmony - Bo$$,80,23k,+400%
124,Luke Bryan - Roller Coaster,128,24k,+192%
125,Brad Paisley - Perfect Storm,77,24k,+74%
126,Demi Lovato - Really Don't Care,108,22k,+353%
127,Lee Brice - I Don't Dance,188,23k,+251%
128,Kongos - Come With Me Now,239,21k,+151%
129,Blake Shelton - Boys 'Round Here,36,21k,+291%
130,WALK THE MOON - Shut Up and Dance,24,23k,+50%
131,Ed Sheeran - Sing,150,21k,+98%
132,Jason Derulo - Wiggle,141,22k,+454%
133,Darius Rucker - Homegrown Honey,9,23k,+120%
134,Jake Owen - What We Ain't Got,6,22k,+84%
135,OneRepublic - Love Runs Out,184,19k,+136%
136,Brett Eldredge - Mean To Me,15,23k,+64%
137,Charli XCX - Break the Rules,19,29k,+40%
138,Blake Shelton - Neon Light,104,22k,+135%
139,Nico & Vinz - Am I Wrong,194,20k,+156%
140,Pitbull - Timber,293,18k,+270%
141,Scotty McCreery - Feelin' It,,20k,+338%
142,Meghan Trainor - Close Your Eyes,6,22k,+121%
143,MKTO - Classic,216,21k,+363%
144,Fall Out Boy - American Beauty / American Psycho,8,27k,-24%
145,Robin Schulz & LILLYWOOD - Prayer in C,14,23k,+48%
146,Miranda Lambert - Somethin' Bad,165,19k,+268%
147,Fall Out Boy - Immortals,23,21k,+182%
148,5 Seconds of Summer - She Looks So Perfect,157,23k,
149,Passenger - Let Her Go,252,17k,+253%
150,Keith Urban - Somewhere In My Car,76,20k,+126%
151,Ariana Grande - Santa Tell Me,33,38k,+64%
152,Ne-Yo - She Knows,12,21k,+53%
153,Taylor Swift - How You Get the Girl,11,20k,+216%
154,Hoodie Allen - All About It,7,22k,+66%
155,Katy Perry - Roar,255,18k,+281%
156,G-Eazy - I Mean It,4,19k,+230%
157,Eminem - Rap God,132,21k,+407%
158,Lady Antebellum - Bartender,156,16k,+128%
159,Jason Derulo - Talk Dirty,210,18k,+375%
160,Arctic Monkeys - Do I Wanna Know,84,19k,+249%
161,The Script - Superheroes,49,19k,+109%
162,Beyoncé - Flawless Remix,22,21k,+63%
163,Zac Brown Band - Chicken Fried,,16k,+256%
164,Ty Dolla $ign - Or Nah,55,19k,+171%
165,Cole Swindell - Ain't Worth the Whiskey,11,18k,+43%
166,T.I. - About the Money,17,20k,+126%
167,"Quvenzhané Wallis, Zoe Ma...",,15k,+255%
168,Usher - Yeah,,15k,+175%
169,Enrique Iglesias - Bailando,186,17k,+77%
170,"Trey Songz - Touchin, Lovin",64,19k,+75%
171,One Direction - Story Of My Life,215,17k,+299%
172,Taylor Swift - Out Of The Woods,32,19k,+238%
173,Aloe Blacc - The Man,205,16k,+406%
174,J. Cole - Wet Dreamz,11,20k,+31%
175,Train - Drops of Jupiter,,15k,+212%
176,Shawn Mendes - Life of the Party,44,20k,+373%
177,Bea Miller - Fire N Gold,,15k,
178,A Great Big World - Say Something,205,14k,+207%
