,name,Top 100,end,change
0,The Chainsmokers - Closer,28.0,144k,+23%
1,twenty one pilots - Heathens,70.0,78k,-2%
2,Charlie Puth - We Don't Talk Anymore,80.0,53k,+70%
3,Shawn Mendes - Treat You Better,84.0,66k,+8%
4,Major Lazer - Cold Water,35.0,59k,-9%
5,Kiiara - Gold,82.0,48k,+1%
6,Sia - Cheap Thrills,175.0,50k,-7%
7,Justin Timberlake - CAN'T STOP THE FEELING,112.0,48k,-10%
8,"Daya - Sit Still, Look Pretty",109.0,46k,+21%
9,"Lil Wayne, Wiz Khalifa & Imagine Dragons - Sucker ...",63.0,47k,-9%
10,DJ Snake - Let Me Love You,21.0,39k,-7%
11,"gnash - i hate u, i love u",121.0,38k,+2%
12,Coldplay - Hymn for the Weekend,73.0,35k,+28%
13,D.R.A.M. - Broccoli,75.0,35k,+4%
14,Florida Georgia Line - H.O.L.Y.,119.0,35k,+0%
15,Adele - Send My Love,151.0,36k,-7%
16,Lukas Graham - Mama Said,44.0,35k,+16%
17,Meghan Trainor - Me Too,109.0,36k,-22%
18,The Chainsmokers - Don't Let Me Down,201.0,32k,-6%
19,Kenny Chesney - Setting the World on Fire,28.0,32k,-2%
20,twenty one pilots - Ride,155.0,35k,-11%
21,Flume - Never Be Like You,151.0,32k,-9%
22,Drake - Too Good,112.0,28k,-1%
23,Calvin Harris - This Is What You Came For,119.0,29k,-8%
24,Katy Perry - Rise,42.0,29k,-7%
25,Dan + Shay - From the Ground Up,170.0,25k,+40%
26,Ariana Grande - Into You,112.0,29k,-43%
27,Miranda Lambert - Vice,39.0,25k,-4%
28,Drake - One Dance,143.0,27k,-13%
29,Ellie Goulding - Still Falling for You,7.0,25k,
30,Rihanna - Needed Me,187.0,25k,-7%
31,Cole Swindell - Middle of a Memory,66.0,20k,+80%
32,Blake Shelton - She's Got a Way With Words,98.0,21k,+56%
33,X Ambassadors - Unsteady,151.0,23k,+4%
34,Kungs & Cookin' On 3 Burners - This Girl,27.0,21k,+11%
35,Dierks Bentley - Different for Girls,91.0,22k,-5%
36,"Florida Georgia Line - God, Your Mama, And Me",7.0,27k,
37,DJ Khaled - For Free,84.0,21k,-5%
38,Kelsea Ballerini - Peter Pan,135.0,21k,+3%
39,Tory Lanez - Luv,44.0,19k,+47%
40,OneRepublic - Kids,14.0,18k,-27%
41,Hailee Steinfeld & Grey - Starving,25.0,17k,+24%
42,Kehlani - Gangsta,25.0,18k,-14%
43,P!NK - Just Like Fire,133.0,18k,-19%
44,Brett Eldredge - Wanna Be That Song,30.0,14k,+77%
45,Fifth Harmony - All In My Head,70.0,18k,-10%
46,Shawn Mendes - Mercy,8.0,19k,+361%
47,Sam Hunt - Make You Miss Me,122.0,16k,+5%
48,Drake - Controlla,112.0,15k,-9%
49,Billy Currington - It Don't Hurt Like It Used To,50.0,14k,-15%
50,Kygo - Carry Me,5.0,12k,
51,Keith Urban - Blue Ain't Your Color,14.0,12k,-2%
52,Skrillex & Rick Ross - Purple Lamborghini,35.0,14k,-19%
53,Beyoncé - Sorry,123.0,13k,-6%
54,Wale - My P.Y.T,51.0,13k,-3%
55,Grace - You Don't Own Me,131.0,13k,-18%
56,Jon Pardi - Head Over Boots,189.0,14k,-39%
57,Metallica - Hardwired,8.0,24k,
58,Florida Georgia Line - May We All,21.0,13k,+56%
59,Fifth Harmony - Work from Home,182.0,12k,-5%
60,Hillary Scott & The Scott Family - Thy Will,41.0,10k,+7%
61,Desiigner - Panda,180.0,12k,-11%
62,twenty one pilots - Stressed Out,367.0,12k,-10%
63,Britney Spears - Make Me...,42.0,14k,-41%
64,Mike Posner - I Took a Pill In Ibiza,226.0,11k,-6%
65,Daya - Hide Away,236.0,11k,-5%
66,Ruth B. - Lost Boy,214.0,11k,-14%
67,William Michael Morgan - I Met a Girl,32.0,10k,+4%
68,DNCE - Cake By the Ocean,321.0,11k,-21%
69,Bishop Briggs - River,34.0,10k,+9%
70,Thomas Rhett - Vacation,87.0,12k,-20%
71,Usher - No Limit,45.0,10k,-9%
72,Kent Jones - Don't Mind,122.0,11k,-17%
73,Tucker Beathard - Rock On,5.0,9k,+46%
74,Desiigner - Tiimmy Turner,23.0,10k,+0%
75,Lukas Graham - 7 Years,223.0,11k,-13%
76,Disturbed - The Sound of Silence,243.0,11k,-11%
77,Eric Church - Record Year,139.0,11k,-19%
78,Jason Aldean - A Little More Summertime,37.0,11k,-12%
79,Flo Rida - My House,307.0,11k,-15%
80,Rob $Tone - Chill Bill,24.0,10k,+0%
81,Andra Day - Rise Up,47.0,7k,+35%
82,Fitz & The Tantrums - HandClap,82.0,9k,-7%
83,Lindsey Stirling - Something Wild,3.0,7k,+79%
84,Luke Bryan - Move,21.0,9k,+5%
85,Old Dominion - Song for Another Time,18.0,9k,+11%
86,Brett Young - In Case You Didn't Know,26.0,9k,+2%
87,Mike Posner - Be As You Are,5.0,8k,
88,Beyoncé - Formation,123.0,9k,+0%
89,Michael Bublé - Nobody bu...,7.0,11k,
90,Zac Brown Band - Castaway,69.0,9k,-2%
91,Martin Garrix & Bebe Rexha - In the Name of Love,14.0,7k,+13%
92,Carrie Underwood - Church Bells,137.0,9k,-13%
93,Ryan Stevenson - Eye of the Storm,2.0,8k,+8%
94,DJ Khaled - Do You Mind,12.0,8k,+3%
95,Tim McGraw - Humble and Kind,215.0,8k,-3%
96,DJ Khaled - I Got the Keys,60.0,8k,-6%
97,Jake Owen - American Country Love Song,121.0,8k,-9%
98,The Chainsmokers - Roses,231.0,7k,+7%
99,Maren Morris - 80s Mercedes,7.0,8k,+2%
100,Aminé - Caroline,5.0,8k,+6%
101,Brett Young - Sleep Without You,,7k,+14%
102,Beyoncé - Hold Up,90.0,7k,+14%
103,James Bay - Let It Go,280.0,8k,-5%
104,Chris Stapleton - Parachute,7.0,8k,+15%
105,YG - Why You Always Hatin,9.0,8k,+15%
106,Rachel Platten - Fight Song,406.0,8k,-6%
107,Meghan Trainor - NO,171.0,8k,-13%
108,Marc E. Bassy - You & Me,18.0,7k,-14%
109,DNCE - Toothbrush,68.0,8k,-32%
110,Drake White - Livin' the Dream,1.0,7k,+98%
111,Jason Aldean - Lights Come On,141.0,9k,-24%
112,Young M.a. - Ooouuu,,7k,+28%
113,The Lumineers - Ophelia,122.0,6k,+2%
114,Charlie Puth - One Call Away,243.0,7k,-2%
115,Kaleo - Way Down We Go,3.0,7k,+3%
116,Ariana Grande - Dangerous Woman,162.0,7k,-17%
117,ScHoolboy Q - THat Part,30.0,7k,+4%
118,The Strumbellas - Spirits,20.0,7k,-11%
119,Chris Stapleton - Tennessee Whiskey,196.0,7k,+5%
